,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡C),Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Database
53,France,0.7,16.0,28.03,0.74,1.3,33.8,0.1,50786,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,25.7,78.3,26.4,79.5,26.1,79.0,more humid,1.0,19.69,Database 2
54,France,0.5,10.0,26.74,0.52,1.3,34.8,0.1,50792,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,25.9,78.6,26.5,79.7,26.2,79.2,no change,1.0,19.69,Database 2
55,France,0.5,11.0,27.49,0.95,1.0,35.9,0.1,50794,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,25.3,77.5,26.4,79.5,25.9,78.6,no change,0.0,19.69,Database 2
56,France,0.5,10.0,26.98,0.75,1.1,31.8,0.1,50797,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,less,25.7,78.3,26.5,79.7,26.2,79.2,no change,1.0,19.69,Database 2
57,France,0.8,18.0,28.37,0.97,1.1,30.5,0.1,50798,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,26.0,78.8,27.0,80.6,26.6,79.9,more humid,2.0,19.69,Database 2
58,France,0.8,20.0,28.63,0.67,1.5,33.6,0.1,50799,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,25.4,77.7,26.3,79.3,25.9,78.6,more humid,0.0,19.69,Database 2
59,France,1.1,30.0,30.77,1.07,1.4,34.1,0.1,50800,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,25.4,77.7,26.4,79.5,26.0,78.8,more humid,3.0,19.69,Database 2
60,France,1.3,43.0,30.78,0.77,1.4,28.5,0.1,50801,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,26.2,79.2,30.4,86.7,28.5,83.3,drier,-1.0,19.69,Database 2
61,France,1.1,30.0,29.47,0.48,1.9,33.1,0.1,50803,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,25.1,77.2,26.7,80.1,26.1,79.0,no change,0.0,19.69,Database 2
62,France,0.0,5.0,25.3,0.73,1.1,43.4,0.0,50806,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.8,74.8,24.8,76.6,24.5,76.1,drier,0.0,0.0,Database 2
63,France,0.4,8.0,26.93,0.71,1.3,39.7,0.1,50808,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,24.0,75.2,24.8,76.6,24.5,76.1,no change,0.0,19.69,Database 2
64,France,0.5,9.0,27.43,0.87,1.3,34.8,0.1,50810,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,23.4,74.1,25.1,77.2,24.5,76.1,drier,0.0,19.69,Database 2
65,France,0.8,19.0,29.54,0.88,1.6,47.6,0.0,50927,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.6,74.5,24.3,75.7,24.1,75.4,no change,0.0,0.0,Database 2
66,France,0.0,5.0,25.24,0.68,1.2,44.7,0.0,50928,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.3,73.9,24.4,75.9,24.0,75.2,no change,-1.0,0.0,Database 2
67,France,1.0,26.0,30.5,0.64,2.1,51.8,0.1,50945,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,22.7,72.9,23.6,74.5,23.3,73.9,more humid,1.0,19.69,Database 2
68,France,0.0,5.0,25.59,0.76,1.0,43.8,0.1,50946,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,0.0,no change,less,24.0,75.2,25.2,77.4,24.8,76.6,no change,0.0,19.69,Database 2
69,France,0.7,17.0,28.67,0.68,1.5,44.9,0.1,50947,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,1.0,cooler,no change,24.3,75.7,25.3,77.5,24.9,76.8,drier,-1.0,19.69,Database 2
70,France,0.9,22.0,29.16,0.58,1.8,42.5,0.1,50949,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,2.0,cooler,more,24.5,76.1,25.1,77.2,24.9,76.8,more humid,1.0,19.69,Database 2
71,France,0.3,7.0,26.63,0.67,1.3,44.4,0.1,50951,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,-1.0,no change,no change,23.6,74.5,24.7,76.5,24.3,75.7,more humid,1.0,19.69,Database 2
72,France,0.2,6.0,25.95,0.57,1.3,45.7,0.1,50955,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,2.0,cooler,no change,24.2,75.6,26.5,79.7,24.8,76.6,no change,0.0,19.69,Database 2
73,France,0.0,5.0,25.3,0.77,1.1,44.3,0.1,50967,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,1.0,cooler,less,22.9,73.2,24.0,75.2,23.6,74.5,more humid,0.0,19.69,Database 2
74,France,0.4,8.0,28.47,1.07,1.7,50.5,0.1,50968,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,more,18.9,66.0,19.7,67.5,19.4,66.9,drier,-1.0,19.69,Database 2
75,France,0.8,19.0,28.85,0.57,2.0,38.2,0.1,50969,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,cooler,no change,24.0,75.2,23.7,74.7,23.8,74.8,no change,0.0,19.69,Database 2
76,France,0.4,8.0,28.19,1.05,1.6,52.2,0.0,50970,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,-2.0,warmer,more,20.0,68.0,21.7,71.1,21.2,70.2,drier,-1.0,0.0,Database 2
77,France,0.8,20.0,28.02,0.56,1.2,34.8,0.1,50971,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,2.0,cooler,less,25.2,77.4,29.1,84.4,27.6,81.7,no change,0.0,19.69,Database 2
78,France,1.0,27.0,31.09,1.14,1.4,40.3,0.1,50972,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,2.0,cooler,less,23.9,75.0,25.8,78.4,25.1,77.2,no change,2.0,19.69,Database 2
79,France,0.6,13.0,29.91,1.21,1.7,54.8,0.0,51011,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,19.9,67.8,20.2,68.4,20.1,68.2,no change,0.0,0.0,Database 2
80,France,0.4,8.0,27.95,1.08,1.5,57.0,0.0,51019,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,20.1,68.2,21.0,69.8,20.7,69.3,drier,-2.0,0.0,Database 2
81,France,0.2,6.0,27.12,0.87,1.7,57.1,0.1,51038,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,-2.0,warmer,no change,18.7,65.7,19.6,67.3,19.3,66.7,drier,-2.0,19.69,Database 2
82,France,0.5,9.0,28.67,0.92,1.9,55.4,0.1,51039,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,19.1,66.4,19.9,67.8,19.7,67.5,no change,0.0,19.69,Database 2
83,France,0.0,5.0,25.77,1.11,1.2,53.9,0.1,51057,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,20.1,68.2,20.8,69.4,20.6,69.1,no change,-1.0,19.69,Database 2
84,France,-0.4,9.0,23.83,1.02,1.1,56.0,0.0,51063,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,19.9,67.8,20.9,69.6,20.5,68.9,drier,0.0,0.0,Database 2
85,France,0.5,9.0,27.84,0.76,1.7,45.6,0.1,51072,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,-1.0,no change,no change,21.3,70.3,22.3,72.1,22.0,71.6,drier,-1.0,19.69,Database 2
86,France,0.2,6.0,27.12,1.06,1.6,39.1,0.0,51118,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,19.0,66.2,20.3,68.5,19.9,67.8,no change,0.0,0.0,Database 2
87,France,-0.3,7.0,24.43,0.93,1.2,43.1,0.0,51127,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,more,20.8,69.4,22.2,72.0,21.7,71.1,drier,-1.0,0.0,Database 2
88,France,1.0,26.0,31.06,0.92,1.9,36.6,0.1,51133,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,more,22.1,71.8,24.0,75.2,23.3,73.9,more humid,3.0,19.69,Database 2
89,France,-0.1,5.0,25.22,0.78,1.4,54.1,0.1,51135,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,19.8,67.6,21.8,71.2,21.0,69.8,no change,0.0,19.69,Database 2
90,France,0.0,5.0,25.05,0.45,1.9,45.1,0.1,51138,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,19.8,67.6,21.8,71.2,21.0,69.8,no change,0.0,19.69,Database 2
91,France,-0.1,5.0,25.7,1.09,1.3,49.4,0.1,51140,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Others,Mechanically Ventilated,Mechanical Heating,0.0,no change,less,19.2,66.6,20.7,69.3,20.1,68.2,drier,-2.0,19.69,Database 2
92,France,0.2,6.0,26.42,0.94,1.3,26.9,0.1,51295,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,21.9,71.4,22.7,72.9,22.5,72.5,no change,0.0,19.69,Database 2
93,France,0.1,5.0,25.9,0.8,1.2,19.8,0.1,51296,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.8,74.8,24.4,75.9,24.1,75.4,no change,1.0,19.69,Database 2
94,France,0.6,14.0,28.17,0.77,1.7,16.4,0.1,51297,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,23.1,73.6,24.1,75.4,23.8,74.8,no change,1.0,19.69,Database 2
95,France,0.3,8.0,26.55,0.69,1.5,18.6,0.1,51313,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,less,23.2,73.8,23.6,74.5,23.5,74.3,more humid,2.0,19.69,Database 2
96,France,0.6,12.0,28.19,0.81,1.7,21.2,0.1,51314,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,-1.0,warmer,no change,22.4,72.3,23.7,74.7,23.2,73.8,no change,1.0,19.69,Database 2
97,France,0.1,5.0,25.81,0.85,1.3,21.3,0.1,51315,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.0,73.4,23.2,73.8,23.1,73.6,more humid,3.0,19.69,Database 2
98,France,0.5,10.0,27.45,0.85,1.5,18.7,0.0,51316,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,23.6,74.5,24.2,75.6,24.0,75.2,no change,0.0,0.0,Database 2
99,France,0.4,9.0,27.04,0.83,1.4,18.9,0.0,51317,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.7,74.7,24.7,76.5,24.4,75.9,no change,2.0,0.0,Database 2
100,France,0.6,14.0,28.17,0.9,1.4,16.3,0.1,51318,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,no change,less,24.4,75.9,25.2,77.4,24.9,76.8,no change,0.0,19.69,Database 2
101,France,0.4,8.0,27.17,1.08,1.2,19.8,0.0,51319,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,no change,no change,23.8,74.8,24.8,76.6,24.4,75.9,no change,0.0,0.0,Database 2
102,France,0.0,5.0,24.95,0.55,1.3,20.0,0.1,51320,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,24.0,75.2,25.0,77.0,24.6,76.3,more humid,1.0,19.69,Database 2
103,France,0.5,9.0,27.23,0.87,1.4,21.2,0.2,51321,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,23.8,74.8,25.5,77.9,24.7,76.5,no change,1.0,39.37,Database 2
104,France,0.4,8.0,26.74,0.79,1.2,18.7,0.1,51325,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,24.5,76.1,25.8,78.4,25.3,77.5,no change,0.0,19.69,Database 2
105,France,0.5,10.0,27.38,0.94,1.2,23.5,0.1,51327,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,24.3,75.7,25.1,77.2,24.8,76.6,more humid,1.0,19.69,Database 2
106,France,0.2,6.0,25.51,0.51,1.4,18.6,0.1,51329,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,cooler,less,24.5,76.1,25.5,77.9,25.1,77.2,more humid,2.0,19.69,Database 2
107,France,0.4,8.0,27.41,1.21,1.1,16.1,0.1,51331,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,-2.0,warmer,more,23.4,74.1,24.7,76.5,24.2,75.6,no change,0.0,19.69,Database 2
108,France,0.5,10.0,27.03,0.64,1.5,19.2,0.1,51333,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,24.3,75.7,24.8,76.6,24.6,76.3,no change,0.0,19.69,Database 2
