,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Tg_h (¡C),Outdoor monthly air temperature (¡F)
22588,0.033333333,17.91333333,25.96333333,0.55,2,22.8,56,0.043333333,0,21.9,66.7
22589,0.033333333,17.91333333,25.96333333,0.56,2,22.8,56,0.043333333,0,21.9,66.7
22590,-0.556666667,27.18333333,23.34333333,0.42,1,18.63333333,70,0.076666667,-1,24.13333333,59.2
22591,1.656666667,57.02333333,32.58333333,0.5,5,22.3,59.5,0.063333333,2,23.1,58.5
22592,-1.043333333,31.61,21.99333333,0.48,1,21.7,52,0.05,-1,21.76666667,64.1
22593,-1.293333333,39.95,21.03333333,0.54,1,20.9,61.8,0.05,0,21.76666667,58.6
22594,-0.166666667,7.923333333,24.33,0.54,1,21.6,56.1,0.033333333,-1,21.16666667,69.1
22595,-1.133333333,36.39333333,21.58,0.5,1.7,21.1,54.8,0.103333333,1,23.63333333,67.2
22596,-0.66,25.28,23.19,0.51,1,21.7,56.5,0.063333333,-1,21.96666667,62.9
22597,-1.096666667,33.44333333,21.43333333,0.64,2,19.8,61.7,0.06,2,21.86666667,64.1
22598,-1.286666667,41.44,21.10333333,0.73,1,20,66.4,0.053333333,-1,22.5,57.1
22599,-2.16,75.10666667,17.63,0.66,1.7,18.2,64.3,0.09,0,21.86666667,57.3
22600,-0.216666667,13.50333333,24.72666667,0.6,2,19.76666667,57.3,0.063333333,0,21.83333333,57.1
22601,-0.936666667,34.81333333,22.08333333,0.59,2,19.33333333,53.8,0.043333333,-1,21.86666667,57.3
22602,-0.196666667,7.42,24.64666667,0.57,1.1,22.7,61.4,0.063333333,1,22.93333333,56.4
22603,-0.443333333,10.11666667,23.52666667,0.57,1,23,61.3,0.036666667,0,22.83333333,56.2
22604,-0.05,7.77,25,0.7,1,23.4,61,1.686666667,1,23.1,56.1
22605,-1.123333333,32.70666667,21.26,0.37,1,20.7,65.3,0.09,-1,21.56666667,51.2
22606,-2.253333333,80.28333333,17.59666667,0.48,0.8,19.4,62.7,0.22,0,20.76666667,50.5
22607,-2.253333333,80.28333333,17.59666667,0.7,1.1,19.2,62.4,0.203333333,0,21.2,53.8
22608,-1,26,21.52,0.52,1.1,21.6,58.7,0.066666667,2,21.7,55.7
22609,-0.4,9,23.68,0.76,1,21.6,58.8,0.1,0,21.3,55.7
22610,-1.573333333,54.83,19.57666667,0.86,1.7,16.9,66.8,0.103333333,0,20.73333333,56.9
22611,-1.65,58.52333333,19.35333333,0.63,1,17.1,66.6,0,2,21.86666667,56.6
22612,-1,31.27,21.33,0.64,4,17.7,60.4,0.17,1,24.06666667,64
22613,-1.616666667,52.19666667,19.05333333,0.6,1.2,18.1,61.7,0.33,0,24.2,59.2
22614,-1.62,56.74666667,19.94666667,0.43,2,20.5,60.4,0.05,-1,21.36666667,56.9
22615,-1.08,31.75333333,21.68333333,0.59,1.7,19.7,59.6,0.076666667,-1,20.76666667,53.6
22616,-1.573333333,54.83,19.57666667,0.81,1,16.6,67.9,0.033333333,-1,21.5,54.3
22617,-1.573333333,54.83,19.57666667,0.83,1,16.7,68.4,0.066666667,0,20.73333333,54.3
22618,-1.573333333,54.83,19.57666667,0.63,1,16.8,68.7,0.066666667,0,21.86666667,54.1
22619,0.833333333,21,29.87666667,0.79,1.1,24.4,64.2,0.056666667,0,24.03333333,61.9
22620,-0.2,8,24.65666667,0.65,5,21.8,72.4,0.04,1,24.06666667,62.1
22621,-0.73,16.62,22.63,0.71,1.1,22.2,54.5,0.136666667,1,22.23333333,63.5
22622,-0.803333333,19.19,22.59333333,0.69,1,22.2,54.5,0.123333333,0,22.23333333,63.3
22623,-0.953333333,25.21666667,21.93,1.08,1,20.9,54.4,0.053333333,0,21.2,62.6
22624,-0.953333333,25.21666667,21.93,0.66,1.2,21,54.4,0.053333333,0,22.83333333,62.3
22625,-1.386666667,47.22666667,20.72,0.53,0.8,20.6,60.5,0.043333333,0,24.2,59.2
22626,-1.316666667,45.30333333,20.58666667,0.65,1.7,18.8,66,0.063333333,0,24.2,59.7
22627,-1.153333333,33.41333333,21.60666667,0.62,2,20.4,62.6,0.07,2,21.86666667,62.3
22628,-0.613333333,18.18333333,23.2,0.48,1,22.4,64.1,0.05,1,25.3,61.4
22629,-1.643333333,58.37666667,19.30333333,0.86,2,18.06666667,63.4,0.076666667,-1,24.26666667,60.2
22630,-1.5,51.35666667,20.12333333,0.59,1,20.9,48.9,0.053333333,0,22.76666667,62.1
22631,-1.933333333,64.85,18.59333333,1.03,2,18.8,62.8,0.026666667,-1,21.5,56.2
22632,-1.1,34.99666667,21.55,0.53,0.8,19.6,58.2,0.056666667,0,20.76666667,52.1
22633,-1.243333333,41.63333333,20.77,0.66,1,18.1,71.9,0.1,-1,20.83333333,51.3
22634,-1.1,34.99666667,21.55,0.86,1,19.6,58.2,0.056666667,-1,20.76666667,52.1
22635,-1.243333333,41.63333333,20.77,0.83,1,18.3,71.6,0.1,0,20.83333333,51.2
22636,-1.216666667,36.67333333,21.63,0.68,1,21.6,64.6,0.093333333,1,21.76666667,57.3
22637,-1.383333333,44.58333333,21.02,0.59,1,21.7,64.8,0.093333333,0,21.96666667,57.3
22638,-0.2,8,24.65666667,0.86,1,21.7,72.2,0.103333333,0,22.33333333,56.2
22639,-1.536666667,48.02333333,20.25666667,0.47,1,18.5,56.2,0.183333333,1,21.86666667,63.1
22640,-1.246666667,37.66333333,21.14,0.65,1,21.3,60.4,0.04,-1,21.86666667,58.5
22641,-1.07,31.47333333,21.79,0.95,1,20.2,60.4,0.093333333,-2,23,58.3
22642,-1.386666667,47.22666667,20.72,0.67,1.2,20.2,60.4,0.056666667,0,21.86666667,58.3
22643,-1.983333333,69.56333333,18.81666667,0.91,1.7,19.2,59.4,0.063333333,2,21.86666667,58.5
22644,-1.223333333,40.44333333,21.06333333,0.65,1.1,19.2,65.6,0.036666667,0,21.86666667,63.6
22645,-1.243333333,41.63333333,20.77,0.74,1,19.2,68.1,0.066666667,0,20.66666667,55.4
22646,-1.213333333,41.30666667,20.82666667,0.64,3.4,18.3,69.2,0.106666667,2,25.33333333,60.4
22647,-1.243333333,41.63333333,20.77,0.66,3.4,18.6,68.5,0.073333333,0,20.66666667,53.8
22648,-1.243333333,41.63333333,20.77,0.63,1,18.6,72.6,0.033333333,1,20.83333333,53.8
22649,-1.243333333,41.63333333,20.77,0.61,0.8,18.6,72.6,0.033333333,-1,20.83333333,53.8
22650,-1.243333333,41.63333333,20.77,0.86,1,18.6,72.6,0.033333333,-1,20.83333333,53.8
22651,-2.063333333,70.18,18.25333333,0.71,1.1,19.4,64.6,0.203333333,1,22.36666667,49.2
22652,-1.123333333,32.70666667,21.26,0.66,1.7,20.4,65.2,0.09,0,21.46666667,49.9
22653,-2.16,75.10666667,17.63,0.76,0.8,17.7,65.6,0.1,0,20.66666667,51.7
22654,-0.2,8,24.65666667,0.87,1,21.5,72.5,0.056666667,0,23.03333333,59.3
22655,-1.113333333,33.16333333,21.39333333,0.78,0.8,19.5,59.9,0.046666667,-1,20.76666667,48.3
22656,-1.616666667,52.19666667,19.05333333,0.8,1.7,17.1,63.9,0.103333333,0,20.73333333,53.8
22657,-2.076666667,70.95333333,17.65666667,0.88,1,16.7,64.9,0.22,-1,21.5,64.8
22658,-1.92,71.58,19.57,0.64,1,18.9,56.4,0.066666667,-1,21.7,57.3
22659,-1.733333333,62.38333333,19.84,0.52,1,19,56.8,0.096666667,-1,20.56666667,57.3
22660,-1.596666667,58.00666667,20.15666667,0.73,1.2,19.1,57.3,0.07,0,22.2,57.1
22661,-0.5,10,23.4,0.99,1,20.5,57.7,0.06,1,20.76666667,56.9
22662,-1.243333333,41.63333333,20.77,0.4,1.2,19.3,68.7,0.233333333,1,21.86666667,63.3
22663,-1.746666667,63.85,19.11666667,0.52,5,17.3,69,0.233333333,2,24.06666667,63.1
22664,-1.983333333,69.56333333,18.81666667,0.86,1,18,58.1,0.146666667,1,20.36666667,66.5
22665,-0.45,22.13333333,24.19,0.69,1.7,21.4,60.3,0.07,0,21.86666667,57.8
22666,-0.923333333,25.33666667,22.22,0.6,1.1,21.9,62.9,0.076666667,0,21.96666667,56.4
22667,-2.266666667,83.77666667,18.1,0.69,0.8,18.2,59.1,0.176666667,0,20.36666667,56.2
22668,-2.163333333,75.29333333,17.67,0.9,1,18.1,63.4,0.036666667,-1,21.5,55.7
22669,-0.813333333,24.04,22.58,0.71,1.1,22,46.3,0.046666667,0,22.13333333,62.4
22670,-1.133333333,32.67666667,21.56666667,0.65,1,23.3,65.7,0.096666667,0,24.43333333,58.6
22671,0.71,18.86,29.28333333,0.59,2,20.6,51.2,0.06,2,20.83333333,57.4
22672,0.53,35.61666667,27.76333333,0.64,5,21.4,60.9,0.096666667,1,22.7,57.1
22673,-0.703333333,18.88,23.02333333,0.84,1.2,21.3,61,0.093333333,0,21.86666667,56.9
22674,-0.476666667,9.806666667,23.59,0.69,1,21.3,61,0.086666667,1,21.56666667,56.9
22675,-1.276666667,48.94,21.02,0.58,1.1,20.2,62.7,0.053333333,-1,23.53333333,53.6
22676,-1.453333333,48.39666667,20.21666667,0.68,1.1,19.4,64.7,0.063333333,0,21.86666667,58.1
22677,-1.703333333,59.85333333,20.1,0.5,1.2,20.63333333,47.8,0.083333333,0,21.3,64.7
22678,-1.2,40.54666667,20.3,0.8,1,15.6,65.4,0.023333333,-1,21.5,52.9
22679,-0.5,9,23.96,0.78,1.7,21.7,59.5,0.093333333,2,21.7,54.8
22680,-2.16,75.10666667,17.63,0.78,1.1,18.1,65.6,0.213333333,0,20.73333333,63.3
22681,-0.333333333,6.666666667,24.14,0.65,1,21,70.5,0.063333333,0,24.2,61.4
22682,-1.453333333,48.39666667,20.21666667,0.61,2,19.5,64.3,0.073333333,0,21.86666667,57.6
22683,-0.593333333,12.62666667,23.05333333,0.66,1,20.8,66.6,0.016666667,0,24.2,60
22684,-1.243333333,41.63333333,20.77,0.92,1,18.9,69.9,0.11,-1,20.23333333,57.6
22685,-0.623333333,15.68333333,22.66333333,0.22,1.7,21.2,67.7,0,1,21.76666667,54.5
22686,-0.906666667,29.99333333,22.02,0.46,1,20.8,68.3,0.073333333,1,20.4,49
22687,-1.243333333,41.63333333,20.77,0.51,2,18.9,69,0.09,0,21.26666667,45.1
22688,-1.616666667,52.19666667,19.05333333,0.59,2,18,62.6,0.103333333,2,20.76666667,51.7
22689,-0.62,17.25666667,22.98666667,0.68,1,18.9,60.8,0.08,0,20.76666667,54.1
22690,-1.573333333,54.83,19.57666667,0.71,1,16.7,67.1,0.1,1,22.2,49.9
22691,-1.566666667,54.37,19.38,0.9,2,15.6,66.7,0.1,0,20.73333333,52.9
22692,-1.033333333,32.65333333,21.24,0.56,3.4,18.1,59.7,0.16,0,20.76666667,53.8
22693,-0.5,11.21,23.34666667,0.68,1.7,23.5,60,0.036666667,0,22.73333333,53.8
22694,-0.25,9.44,24.43,0.93,1.1,23.5,60,0.033333333,-1,22.73333333,53.8
22695,-1.386666667,47.22666667,20.72,0.78,1.1,20,60.7,0.043333333,0,20.76666667,53.4
22696,-1.886666667,62.01,18.83666667,1.17,1,19.7,61.7,0.21,0,20.76666667,53.1
22697,-2.163333333,75.29333333,17.67,0.59,1,17.7,63,0.23,0,20.4,49.2
22698,-1.573333333,54.83,19.57666667,0.81,1.7,16.7,67.5,0.376666667,-1,20.63333333,48.2
22699,-2.16,75.10666667,17.63,0.95,1,17.8,63,0.23,1,20.4,48.9
22700,-0.93,24.44666667,22.16,0.87,0.8,20.3,62.4,0.086666667,2,21.3,51.5
22701,-2.16,75.10666667,17.63,0.69,1,17,65.3,0.1,0,20.93333333,49.2
22702,-2.16,75.10666667,17.63,0.83,1,17.2,65.8,0.093333333,0,21.33333333,49
22703,-1.82,67.16333333,19.78333333,0.78,1.1,19.4,54.2,0.083333333,0,20.03333333,55.2
22704,-0.39,10.97333333,23.89333333,0.74,1.7,23.5,63.1,0.1,1,22.73333333,50.1
22705,-2.16,75.10666667,17.63,0.87,2,16.9,65.9,0.1,0,21.23333333,49.6
22706,-0.546666667,16.15666667,23.47666667,0.89,1,23.5,63.1,0.083333333,-1,22.73333333,50.1
22707,-0.936666667,87.12333333,22.95666667,1.01,5,18.7,62.6,0.186666667,0,22.56666667,54.1
22708,-0.566666667,11.75,23.31,0.74,1,23.4,53.8,0.103333333,0,23.26666667,49.9
22709,-1.573333333,54.83,19.57666667,0.96,1,16.8,67.3,0.1,1,21.86666667,52.8
22710,-0.343333333,10.72,23.82333333,0.38,1.7,20.86666667,58.9,0.026666667,2,22.36666667,53.6
22711,-1.573333333,54.83,19.57666667,0.9,2,16.7,66.9,0.1,0,20.73333333,52.6
22712,-1.333333333,41.98666667,20.91,0.57,2,20.6,61.9,0.06,0,21.46666667,53.1
22713,-1.746666667,63.85,19.11666667,0.58,3.8,17.8,67.4,0.106666667,0,20.66666667,51.9
22714,-1.746666667,63.85,19.11666667,0.83,1,17.9,67.4,0.103333333,0,20.66666667,51.7
22715,-1.573333333,54.83,19.57666667,0.96,1,17.6,66.8,0.103333333,-1,21.26666667,49.4
22716,-1.293333333,41.81,20.83666667,0.92,1,19,61,0,2,20.36666667,55.7
22717,-1.203333333,37.12333333,20.94,0.67,1.7,18.5,59.6,0.07,0,20.76666667,50.5
22718,-1,31.27,21.33,0.59,0.8,17.8,59.7,0.183333333,0,20.06666667,46.5
22719,-1.203333333,36.00333333,21.26333333,0.85,0.8,20.5,61.7,0.073333333,0,21.46666667,52.1
22720,-0.533333333,10,23.34333333,0.85,1,21.7,60.9,0.09,1,21.86666667,45.3
22721,-0.9,21,22.09,0.9,1,20,60.5,0.09,1,20.76666667,46
22722,-2.16,75.10666667,17.63,0.86,1,18.4,65,0.213333333,0,20.66666667,52.4
22723,-2.16,75.10666667,17.63,0.63,1,18.4,65,0.213333333,1,20.66666667,52.4
22724,-1.523333333,51.53666667,20.15333333,0.59,1,20.03333333,53.2,0.106666667,-1,21.86666667,51.7
22725,-1.24,41.61,20.81,0.66,1,18,66.8,0.073333333,-1,20.66666667,53.8
22726,-0.51,10.58,23.48,0.53,1.1,21.9,61.3,0.113333333,1,21.86666667,51.7
22727,-0.753333333,20.07,22.79666667,0.73,2,21.9,61.3,0.08,0,21.86666667,51.7
22728,-2.67,91.81,16.09333333,0.82,1.1,19.1,63,0.206666667,0,22.36666667,48
22729,-0.51,10.58,23.48,0.67,2,21.8,61.4,0.113333333,1,22.2,51.7
22730,-0.753333333,20.07,22.79666667,0.62,1,21.8,61.4,0.08,0,21.86666667,51.7
22731,-1.746666667,63.85,19.11666667,0.61,1.1,18.6,66.1,0.09,0,21.86666667,56.9
22732,-0.843333333,25.54,21.98333333,0.65,1.1,23,67.8,0.1,0,23.36666667,51.9
22733,-0.873333333,27.65333333,22.63333333,0.96,1,21,62.7,0.04,-1,21.46666667,52.8
22734,-1.243333333,41.63333333,20.77,0.68,1.2,17.5,68.6,0.11,0,21.86666667,58
22735,-1.243333333,41.63333333,20.77,0.98,0.8,17.2,70,0.036666667,1,21.86666667,57.3
22736,-0.873333333,27.65333333,22.63333333,0.66,2,21.2,62.9,1.073333333,0,26.26666667,43.3
22737,-1.76,64.26666667,19.52333333,0.57,1.7,20,61.3,0.073333333,0,20.76666667,48.2
22738,-1.153333333,33.41333333,21.60666667,0.43,1,20.9,63.3,0.073333333,1,22.36666667,47.8
22739,-1.243333333,41.63333333,20.77,0.84,2,17.4,68.1,0.1,-1,20.53333333,47.6
22740,-1.243333333,41.63333333,20.77,0.63,1,17.5,68.3,0.1,-1,20.96666667,47.6
22741,-1.746666667,63.85,19.11666667,0.83,1,17.6,67.6,0.1,0,21.53333333,46.5
22742,-1.566666667,54.37,19.38,0.8,1.7,16.1,66.3,0.1,-1,21.5,51
22743,-1.566666667,54.37,19.38,0.78,1,16.1,66.4,0.1,0,20.73333333,51
22744,-1.243333333,41.63333333,20.77,0.71,1,18,68.7,0.033333333,1,21.86666667,54.1
22745,-1.13,33.04666667,21.39333333,0.8,1,20.4,67.5,0.033333333,1,19.4,54.8
22746,-1.243333333,41.63333333,20.77,0.55,5,19.4,68.8,0.09,0,24.06666667,58.3
22747,-0.753333333,17.17333333,22.4,0.5,1.5,22.2,48,0.046666667,1,21.63333333,58
22748,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,2,24.66666667,45.1
22749,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,0,24.53333333,45.1
22750,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,1,24.66666667,45.1
22751,-0.8,20,22.02,0.6,1.2,20.4,66.5,0.07,1,22.06666667,45.1
22752,-1.6,57,19.84,0.35,1.2,20.4,66.5,0.07,2,24.53333333,45.1
22753,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,2,24.66666667,45.1
22754,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,1,24.66666667,45.1
22755,-0.8,20,22.02,0.6,1.2,20.4,66.5,0.07,1,22.06666667,45.1
22756,-1.6,57,19.84,0.35,1.2,20.4,66.5,0.07,2,24.53333333,45.1
22757,-1.6,57,19.84,0.35,1.2,20.4,66.5,0.07,0,24.53333333,45.1
22758,-1.4,48,20.3,0.4,1.2,20.4,66.5,0.07,1,24.53333333,45.1
22759,-1.6,57,19.84,0.35,1.2,20.4,66.5,0.07,1,24.53333333,45.1
22760,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,1,24.66666667,45.1
22761,-0.8,20,22.02,0.6,1.2,20.4,66.5,0.07,2,22.06666667,45.1
22762,-0.8,20,22.02,0.6,1.2,20.4,66.5,0.07,1,22.06666667,45.1
22763,-1.6,57,19.84,0.35,1.2,20.4,66.5,0.07,2,24.53333333,45.1
22764,-0.8,20,22.02,0.6,1.2,20.4,66.5,0.07,2,22.06666667,45.1
22765,-1.4,48,20.3,0.4,1.2,20.4,66.5,0.07,1,24.53333333,45.1
22766,-1.6,57,19.84,0.35,1.2,20.4,66.5,0.07,2,24.53333333,45.1
22767,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,0,24.53333333,45.1
22768,-0.8,20,22.02,0.6,1.2,20.4,66.5,0.07,2,22.06666667,45.1
22769,-1.6,57,19.84,0.35,1.2,20.4,66.5,0.07,1,24.53333333,45.1
22770,-0.8,20,22.02,0.6,1.2,20.4,66.5,0.07,1,22.06666667,45.1
22771,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,2,24.66666667,45.1
22772,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,2,24.66666667,45.1
22773,-1.6,57,19.84,0.35,1.2,20.4,66.5,0.07,2,24.53333333,45.1
22774,-0.7,16,22.46,0.65,1.2,20.4,66.5,0.07,1,24.66666667,45.1
22775,-1.4,48,20.3,0.4,1.2,20.4,66.5,0.07,2,24.53333333,45.1
22776,-1.1,30,21.29,0.4,1.2,21.6,60.5,0.09,0,22.63333333,45.1
22777,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22778,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,-2,21,45.1
22779,-0.5,9,23.49,0.65,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22780,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22781,-0.5,9,23.49,0.65,1.2,21.6,60.5,0.09,-1,22.63333333,45.1
22782,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,-1,22.63333333,45.1
22783,-0.5,9,23.49,0.65,1.2,21.6,60.5,0.09,0,22.63333333,45.1
22784,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,0,22.63333333,45.1
22785,-0.5,9,23.49,0.65,1.2,21.6,60.5,0.09,-1,22.63333333,45.1
22786,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,2,22.53333333,45.1
22787,-1.1,30,21.29,0.4,1.2,21.6,60.5,0.09,-2,22.3,45.1
22788,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,2,22.53333333,45.1
22789,-1.3,38,20.85,0.35,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22790,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,-1,22.63333333,45.1
22791,-0.5,9,23.49,0.65,1.2,21.6,60.5,0.09,-1,22.63333333,45.1
22792,-1.3,38,20.85,0.35,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22793,-1.1,30,21.29,0.4,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22794,-1.1,30,21.29,0.4,1.2,21.6,60.5,0.09,0,22.63333333,45.1
22795,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,0,22.63333333,45.1
22796,-1.3,38,20.85,0.35,1.2,21.6,60.5,0.09,-1,22.63333333,45.1
22797,-0.5,9,23.49,0.65,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22798,-0.5,9,23.49,0.65,1.2,21.6,60.5,0.09,-1,22.63333333,45.1
22799,-1.3,38,20.85,0.35,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22800,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22801,-0.6,12,23.05,0.6,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22802,-1.3,38,20.85,0.35,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22803,-1.3,38,20.85,0.35,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22804,-1.3,38,20.85,0.35,1.2,21.6,60.5,0.09,0,22.63333333,45.1
22805,-1.3,38,20.85,0.35,1.2,21.6,60.5,0.09,1,22.53333333,45.1
22806,-1.6,58,19.93,0.4,1.2,19.5,57.7,0.04,0,21.76666667,45.1
22807,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,1,19.7,45.1
22808,-1.6,58,19.93,0.4,1.2,19.5,57.7,0.04,-1,23.6,45.1
22809,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,1,19.7,45.1
22810,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,-1,19.7,45.1
22811,-1.6,58,19.93,0.4,1.2,19.5,57.7,0.04,-2,24.43333333,45.1
22812,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,0,19.7,45.1
22813,-0.9,22,22.07,0.65,1.2,19.5,57.7,0.04,-2,20.46666667,45.1
22814,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,1,19.7,45.1
22815,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,1,19.7,45.1
22816,-1.6,58,19.93,0.4,1.2,19.5,57.7,0.04,-1,23.6,45.1
22817,-0.9,22,22.07,0.65,1.2,19.5,57.7,0.04,-1,20.46666667,45.1
22818,-1.6,58,19.93,0.4,1.2,19.5,57.7,0.04,-1,23.6,45.1
22819,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,-1,19.7,45.1
22820,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,-1,19.7,45.1
22821,-0.9,22,22.07,0.65,1.2,19.5,57.7,0.04,-2,20.46666667,45.1
22822,-0.9,22,22.07,0.65,1.2,19.5,57.7,0.04,0,20.46666667,45.1
22823,-0.9,22,22.07,0.65,1.2,19.5,57.7,0.04,-1,20.46666667,45.1
22824,-0.9,22,22.07,0.65,1.2,19.5,57.7,0.04,0,20.46666667,45.1
22825,-0.9,22,22.07,0.65,1.2,19.5,57.7,0.04,-1,20.46666667,45.1
22826,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,0,19.7,45.1
22827,-1.8,68,19.47,0.35,1.2,19.5,57.7,0.04,0,21.76666667,45.1
22828,-0.9,22,22.07,0.65,1.2,19.5,57.7,0.04,-1,20.46666667,45.1
22829,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,-2,19.5,45.1
22830,-1.6,58,19.93,0.4,1.2,19.5,57.7,0.04,2,21.76666667,45.1
22831,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,-2,19.5,45.1
22832,-1,27,21.66,0.6,1.2,19.5,57.7,0.04,-1,19.7,45.1
22833,-1.8,68,19.47,0.35,1.2,19.5,57.7,0.04,-1,23.6,45.1
22834,-0.9,22,22.07,0.65,1.2,19.5,57.7,0.04,-1,20.46666667,45.1
22835,-1.8,68,19.47,0.35,1.2,19.5,57.7,0.04,-2,24.43333333,45.1
22836,-0.8,19,22.14,0.6,1.2,20.8,61.4,0.07,-1,27,45.1
22837,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,-2,29.6,45.1
22838,-1.6,54,19.97,0.35,1.2,20.8,61.4,0.07,-2,27.43333333,45.1
22839,-1.4,45,20.43,0.4,1.2,20.8,61.4,0.07,2,24.53333333,45.1
22840,-0.8,19,22.14,0.6,1.2,20.8,61.4,0.07,-2,29.6,45.1
22841,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,-2,29.6,45.1
22842,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,1,24.53333333,45.1
22843,-0.8,19,22.14,0.6,1.2,20.8,61.4,0.07,-1,27,45.1
22844,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,1,24.53333333,45.1
22845,-0.8,19,22.14,0.6,1.2,20.8,61.4,0.07,-2,29.6,45.1
22846,-1.4,45,20.43,0.4,1.2,20.8,61.4,0.07,2,24.53333333,45.1
22847,-1.6,54,19.97,0.35,1.2,20.8,61.4,0.07,1,24.53333333,45.1
22848,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,0,24.53333333,45.1
22849,-1.4,45,20.43,0.4,1.2,20.8,61.4,0.07,1,24.53333333,45.1
22850,-1.4,45,20.43,0.4,1.2,20.8,61.4,0.07,1,24.53333333,45.1
22851,-0.8,19,22.14,0.6,1.2,20.8,61.4,0.07,-2,29.6,45.1
22852,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,-2,29.6,45.1
22853,-0.8,19,22.14,0.6,1.2,20.8,61.4,0.07,-1,27,45.1
22854,-1.4,45,20.43,0.4,1.2,20.8,61.4,0.07,-1,27,45.1
22855,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,-2,29.6,45.1
22856,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,0,24.53333333,45.1
22857,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,-1,27,45.1
22858,-1.6,54,19.97,0.35,1.2,20.8,61.4,0.07,-1,27,45.1
22859,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,1,24.53333333,45.1
22860,-0.8,19,22.14,0.6,1.2,20.8,61.4,0.07,-2,29.6,45.1
22861,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,-1,27,45.1
22862,-0.7,15,22.58,0.65,1.2,20.8,61.4,0.07,0,24.53333333,45.1
22863,-0.8,19,22.14,0.6,1.2,20.8,61.4,0.07,2,21.93333333,45.1
22864,-2,75,18.93,0.35,1.2,20.3,54.5,0.13,-2,23.56666667,45.1
22865,-1.2,34,21.15,0.6,1.2,20.3,54.5,0.13,1,23.8,45.1
22866,-1.2,34,21.15,0.6,1.2,20.3,54.5,0.13,0,23.06666667,45.1
22867,-1.2,34,21.15,0.6,1.2,20.3,54.5,0.13,2,23.8,45.1
22868,-1.2,34,21.15,0.6,1.2,20.3,54.5,0.13,0,23.06666667,45.1
22869,-2,75,18.93,0.35,1.2,20.3,54.5,0.13,1,23.16666667,45.1
22870,-1.1,28,21.57,0.65,1.2,20.3,54.5,0.13,-2,21.8,45.1
22871,-1.8,66,19.4,0.4,1.2,20.3,54.5,0.13,2,23.9,45.1
22872,-1.2,34,21.15,0.6,1.2,20.3,54.5,0.13,-1,23.06666667,45.1
22873,-1.8,66,19.4,0.4,1.2,20.3,54.5,0.13,2,23.9,45.1
22874,-1.2,34,21.15,0.6,1.2,20.3,54.5,0.13,0,23.06666667,45.1
