,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Tg_h (¡C),Outdoor monthly air temperature (¡F)
10070,-0.3,7,23.78,0.58,1.4,21.6,30.7,0.03,0,21.6,39
10071,0,5,24.8,0.57,1.4,22.9,34,0.01,1,23.3,39
10072,-0.233333333,8,24.67666667,0.75,1.2,21.5,25.8,0.08,-1,21.8,39
10073,-1.1,33,21.72,0.75,1,21.3,26.2,0.01,-1,21.3,39
10074,0.2,6,27.25,1.42,1.2,20.7,27.8,0.03,1,20.9,39
10075,0.133333333,7.666666667,26.02,1.42,1.1,23.2,31.3,0.07,0,23.2,39
10076,0.333333333,7.666666667,27.04666667,1.42,1.2,23.3,24.3,0.076666667,0,23.3,39
10077,0.4,8,27.67,1.42,1.1,22.6,23.8,0.01,2,22.7,39
10078,-0.4,8,23.98,0.84,1.1,21.8,29.1,0.02,-1,22,39
10079,-0.7,16,23.21,0.84,1,21.6,30.7,0.03,-2,21.6,39
10080,-0.3,7,24.4,0.84,1,23.2,33.7,0.02,0,23.6,39
10081,-0.333333333,17.66666667,24.95666667,0.57,1.2,21.5,25.8,0.123333333,2,21.8,39
10082,-0.366666667,16,24.73666667,1.116666667,1.2,21.3,26.3,0.01,0,21.3,39
10083,0.133333333,6,25.85666667,0.74,1.2,23.2,31.3,0.1,1,23.2,39
10084,0.333333333,7.666666667,27.04666667,0.696666667,1.2,23.3,23.8,0.08,0,23.3,39
10085,-0.2,6,24.46,0.76,1.2,22.6,23.9,0.02,2,22.7,39
10086,-0.4,9,23.72,0.76,1.1,22.8,28.1,0.01,0,22.9,39
10087,-0.3,7,24.13,0.76,1.2,21.6,30.7,0.03,0,21.6,39
10088,-0.1,5,24.82,0.76,1.2,22.9,34,0.01,0,23.3,39
10089,0.9,23,31.72,1.29,1.9,20.7,25.5,0.01,1,20.8,39
10090,0.7,16,28.63,0.73,1.9,23.5,29.8,0.03,2,23.5,39
10091,1.1,32,32.77,1.26,2,22.2,28,0.07,0,22.3,39
10092,1.3,38,33.53,1.26,2,23.3,36.1,0.06,1,23.3,39
10093,0.5,10,27.84,1.06,1.4,23.5,29.5,0.03,0,23.4,39
10094,-0.1,5,24.17,0.48,1.4,23.5,32.9,0.03,0,23.5,39
10095,-0.133333333,7.666666667,24.91,0.823333333,1.7,22.1,26.8,0.04,-1,22.1,39
10096,0.233333333,6.666666667,26.17666667,0.696666667,1.7,23.4,26.8,0.04,-1,23.4,39
10097,0.8,19,30.25,1.1,1.7,22.2,28,0.07,-1,22.3,39
10098,0.8,19,29.67,0.95,1.7,22.7,30,0.07,0,22.8,39
10099,0.4,16.33333333,27.89666667,0.833333333,1.7,23.3,36.1,0.06,0,23.3,39
10100,0.1,12.66666667,26.77333333,0.83,1.533333333,20.7,25.5,0.01,0,20.8,39
10101,0.3,8,26.88,0.83,1.6,22.2,23.7,0.03,1,22.2,39
10102,-0.1,5,24.94,0.83,1.2,23.6,29.9,0.04,1,23.6,39
10103,0.033333333,5.333333333,25.23,0.833333333,2,22.9,33.9,0.03,0,22.9,39
10104,-0.1,5,24.94,0.83,1.2,22.1,26.4,0.04,2,22.1,39
10105,0.8,19,29.52,0.83,1.9,22.1,27.8,0.09,1,22.3,39
10106,0.333333333,11.66666667,27.68666667,0.71,1.2,22.5,30.5,0.04,0,22.6,39
10107,0.2,18.33333333,27.08,0.536666667,1.2,23.3,36.1,0.06,2,23.3,39
10108,-0.4,9,23.77,0.76,1.2,22,24.6,0.01,0,22,39
10109,-0.3,7,24.03,0.7,1.2,23,23.9,0.03,0,22.8,39
10110,-0.2,6,24.35,0.75,1.2,23.8,28.9,0.03,2,23.6,39
10111,0,5,24.98,0.74,1.2,23.5,34.7,0.03,2,23.5,39
10112,-0.8,20,22.23,0.56,1.2,22,25.4,0.01,-2,22,39
10113,-0.8,17,22.23,0.47,1.2,23.8,28.9,0.03,2,23.6,39
10114,-0.6,12,22.93,0.47,1.2,23.6,33.9,0.03,1,23.5,39
10115,-0.3,7,23.92,0.58,1.2,23.5,26.3,0.05,1,23.5,39
10116,-0.2,6,24.21,0.58,1.2,23.9,25.3,0.03,2,23.9,39
10117,0.3,6,26.13,0.78,1.3,24.1,27.4,0.06,1,24.1,39
10118,0.1,5,25.6,0.78,1.2,23.9,27.8,0.09,1,23.9,39
10119,0,5,25.42,0.826666667,1.6,23,37.5,0.06,0,23,39
10120,0,5,25.37,1,1.2,22,25.4,0.01,0,22,39
10121,0.1,5,26.06,1,1.2,22.9,23.6,0.03,2,22.8,39
10122,-0.1,5,24.71,0.8,1.2,23.8,28.9,0.03,0,23.6,39
10123,0,5,25.25,0.8,1.2,23,35.6,0.04,-1,23,39
10124,0,5,25.22,0.8,1.2,23.5,26.3,0.04,-1,23.4,39
10125,0.4,9,27.23,1.08,1.2,24,25.8,0.03,0,24,39
10126,0.1,5,25.51,0.8,1.2,24,26.6,0.09,0,24,39
10127,0.1,5,25.74,0.8,1.2,23.9,27.8,0.09,1,23.9,39
10128,0,5,25.47,0.8,1.2,23,37.5,0.06,-1,23,39
10129,0,5,25.41,1,1.2,22,24.6,0.01,2,22,39
10130,-0.2,6,24.35,0.75,1.2,23.8,28.9,0.03,2,23.6,39
10131,-0.1,5,24.74,0.73,1.2,23.5,26.3,0.04,-2,23.4,39
10132,0,5,24.96,0.72,1.2,24,26.6,0.09,-2,24,39
10133,-0.1,5,24.89,0.72,1.2,23,37.5,0.06,-2,23,39
10134,-0.3,7,24.18,0.83,1.2,21.9,26.3,0.01,-1,22,39
10135,-0.1,5,24.95,0.83,1.2,22.9,23.6,0.03,1,22.8,39
10136,0.2,6,26.37,0.98,1.2,23.8,29.8,0.03,1,23.8,39
10137,0.1,7.333333333,25.85,0.98,1.533333333,23.5,34.7,0.03,0,23.5,39
10138,0.166666667,5.333333333,26.1,0.8,1.533333333,23.5,26.3,0.04,0,23.4,39
10139,0.333333333,7.666666667,26.85333333,0.83,1.4,24,25.8,0.03,0,24,39
10140,0.1,5,25.61666667,0.83,1.533333333,24,26.6,0.09,1,24,39
10141,0.033333333,5.666666667,25.40666667,0.83,1.466666667,23.7,28.1,0.09,0,23.7,39
10142,0,5,25.42,0.8,1.533333333,23,37.5,0.06,0,23,39
10143,-0.4,9,23.7,0.75,1.2,22,24.6,0.01,-1,22,39
10144,-0.2,6,24.39,0.75,1.2,22.8,23.6,0.03,2,22.8,39
10145,-0.3,7,23.97,0.75,1.2,23.7,28.6,0.03,0,23.5,39
10146,-0.1,5,24.74,0.75,1.2,23,35.6,0.04,0,23,39
10147,0.1,5,25.89,0.9,1.2,23.5,26.3,0.04,0,23.4,39
10148,0.3,7,26.55,0.9,1.3,23.7,25,0.03,-1,23.8,39
10149,0.1,5,25.65,0.81,1.2,24.1,26.9,0.07,-1,24,39
10150,0.2,6,26.23,0.81,1.3,23.7,28.1,0.09,-2,23.7,39
10151,0,5,25.42,0.746666667,1.2,23,37.8,0.06,-1,23,39
10152,-0.4,9,23.65,0.75,1.2,22,25.4,0.01,-1,22,39
10153,-0.1,5,24.77,0.75,1.3,23,23.9,0.03,-2,22.8,39
10154,0.1,5,25.71,0.86,1.2,23,37.5,0.06,1,23,39
10155,0.2,6,26.36,1,1.2,23.4,26,0.03,0,23.3,39
10156,0.3,7,26.74,1,1.2,24,25.8,0.03,0,24,39
10157,0,5,25.03,0.72,1.2,24.1,26.9,0.07,0,24,39
10158,0,5,25.13,0.72,1.2,23.5,28.2,0.07,-1,23.5,39
10159,-0.1,5,24.89,0.72,1.2,23,37.5,0.06,0,23,39
10160,0,5,25.34,0.91,1.3,22,25.4,0.01,-1,22,39
10161,0,5,25.41,0.9,1.2,22.9,23.6,0.03,1,22.8,39
10162,-0.3,6,24.04,0.72,1.2,23.7,28.6,0.03,-1,23.5,39
10163,0.3,6,26.54,1,1.2,23.5,26.3,0.04,0,23.4,39
10164,0.3,7,26.59,1,1.2,24,25.8,0.03,0,24,39
10165,-0.3,6,24.06,0.6,1.2,24.1,26.9,0.07,0,24,39
10166,-0.2,6,24.19,0.6,1.2,23.5,28.3,0.06,1,23.5,39
10167,0.1,5,25.93,1.05,1.2,22.1,24.3,0.01,0,22.1,39
10168,0.2,6,26.44,1.05,1.2,23,23.9,0.03,0,22.8,39
10169,0.1,5,25.41,0.89,1.2,23.8,28.9,0.03,-1,23.6,39
10170,0.2,6,26.19,0.89,1.2,23.5,34.7,0.03,0,23.5,39
10171,0.2,6,26.22,0.94,1.2,23.5,26.3,0.04,1,23.4,39
10172,0.2,6,26.29,0.94,1.2,24,26,0.03,2,23.9,39
10173,0.2,6,25.87,0.83,1.2,24.1,26.9,0.07,1,24,39
10174,0.1,5,25.86,0.83,1.2,23.5,28.3,0.06,-2,23.5,39
10175,0.1,5,25.9,0.85,1.2,23,37.5,0.06,-1,23,39
10176,-0.8,18,22.39,0.56,1.2,21.9,26.3,0.01,0,22.4,39
10177,-0.6,14,22.87,0.56,1.2,22.3,24,0.02,0,22.9,39
10178,-0.8,17,22.72,0.71,1.1,21.9,26.3,0.01,0,22.4,39
10179,0.4,8,27.51,1.3,1.2,22.1,24.3,0.01,-2,22.8,39
10180,0.9,21,30.79,1.3,1.6,22.9,24.1,0.02,2,23.3,39
10181,-0.3,8,23.61,0.75,1.2,23.7,28.6,0.03,0,21.8,39
10182,0.2,5,25.86,0.75,1.3,23,35.6,0.04,1,23.7,39
10183,0.6,14,28.55,0.97,1.6,23.4,26,0.03,1,23.4,39
10184,0.2,6,26.27,0.97,1.1,23.7,25,0.03,2,25,39
10185,0.07,6.313333333,25.57666667,0.653333333,1.2,24.1,27.2,0.05,0,23.9,39
10186,0.2,6,26.19,0.97,1.1,23.9,27.8,0.09,0,24.1,39
10187,0.7,16,29.33,1.2,1.3,23,37.5,0.06,0,24.2,39
10188,-0.1,5,25.33,1.03,1.2,22,25.4,0.01,-1,22.5,39
10189,0.3,6,26.62,1.03,1.2,23,23.9,0.03,1,23.5,39
10190,0.4,8,26.95,1.03,1.3,23.7,28.6,0.03,-1,24.2,39
10191,0.4,9,27.35,1.03,1.3,23.5,34.7,0.03,1,23.5,39
10192,0.8,19,29.56,1.03,1.6,23.5,26.3,0.05,2,24.4,39
10193,0.6,13,28.23,1.03,1.4,24,25.8,0.03,1,24.6,39
10194,0.4,9,27.23,1.03,1.2,24,26.4,0.07,0,23.8,39
10195,0.8,17,29.16,1.03,1.5,23.5,28.2,0.07,1,24.3,39
10196,0.9,23,30.57,1.03,1.7,23,37.5,0.06,1,24.2,39
10197,0.4,8,27.31,1,1.5,21.9,26.3,0.01,1,22.4,39
10198,-0.7,15,22.86,0.58,1.2,22.5,23.7,0.03,1,23.2,39
10199,-0.2,6,24.21,0.82,1.2,23.6,28.2,0.03,0,21.8,39
10200,0.2,6,26.09,0.82,1.3,23,35.6,0.04,1,23.7,39
10201,-0.7,14,22.79,0.57,1.2,22.4,24.7,0.04,0,22.5,39
10202,0,5,24.87,0.57,1.2,24.1,26.3,0.03,0,24.8,39
10203,-0.5,9,23.44,0.57,1.2,23.5,26.5,0.05,-1,23.4,39
10204,-0.2,6,24.29,0.57,1.2,23.9,27.8,0.09,0,24.1,39
10205,-0.2,5,24.58,0.57,1.2,23,37.5,0.06,0,24.2,39
10206,0,5,25.65,0.97,1.2,20.7,25.5,0.01,0,24,39
10207,0.1,5,26.03,0.97,1.2,22.2,23.7,0.03,0,23.3,39
10208,0.1,5,25.88,0.87,1.2,22.1,27.8,0.09,1,23.2,39
10209,0,5,25.57,0.87,1.2,22.5,30.3,0.06,0,23,39
10210,-0.2,6,24.55,0.87,1,23.3,36.1,0.06,0,23.8,39
10211,0.7,14,27.81,0.68,1.5,25.2,38.4,0.04,2,24.1,39
10212,0.6,13,27.97,0.93,1.3,24.7,39.7,0.05,0,24.4,39
10213,0.5,11,27.19,0.68,1.5,24.9,31.1,0.04,0,23.5,39
10214,0.9,21,28.4,0.68,1.5,26.5,26.6,0.07,0,25.6,39
10215,0.8,18,28.23,0.68,1.4,25.6,41.2,0.03,1,25.6,39
10216,1.1,29,29.88,0.68,1.6,26.2,42.2,0.05,2,25.9,39
10217,1.2,34,30.46,0.63,1.9,25.4,37.3,0.06,-2,25.8,39
10218,0.7,17,27.58,0.58,1.4,27,24.9,0.16,2,27.1,39
10219,1.1,28,29.14,0.58,1.6,26.9,30.8,0.09,2,26.9,39
10220,0.1,5,25.29,0.6,1.2,25.4,38.5,0.03,2,24.1,39
10221,0.8,20,28.15,0.68,1.3,26.6,38.8,0.05,1,26.3,39
10222,0,5,24.75,0.59,1.2,24.9,31.1,0.04,2,23.5,39
10223,0.7,16,27.61,0.78,1.2,26.5,25.9,0.07,2,26.1,39
10224,0.4,8,26.79,0.78,1.3,24.1,33.3,0.03,2,24.7,39
10225,1.1,30,29.36,0.68,1.3,28,39.8,0.14,2,28,39
10226,0.2,6,26.35,0.68,1.2,23.4,37.3,0.12,1,25.8,39
10227,1,26,28.65,0.68,1.3,28.2,25.8,0.14,2,27.9,39
10228,0.7,15,27.51,0.68,1.2,25.8,31.1,0.08,2,27,39
10229,0.8,19,28.76,0.68,1.7,25.2,38.4,0.04,0,24.1,39
10230,0.7,15,27.62,0.67,1.3,26.3,39,0.04,0,25.8,39
10231,0.2,6,25.62,0.62,1.2,25.5,28.2,0.06,0,24.2,39
10232,0.6,13,26.99,0.62,1.3,26.4,23.1,0.04,0,26.8,39
10233,0.4,9,26.52,0.62,1.2,25.6,41.2,0.03,0,25.6,39
10234,0.9,23,28.36,0.62,1.2,28,39.8,0.14,0,28,39
10235,0.4,8,26.15,0.62,1.2,26.4,25.7,0.19,1,26.9,39
10236,1,25,27.97,0.62,1.2,28.7,27.8,0.17,2,28.4,39
10237,-1.066666667,30.33333333,22.03,0.62,1,24.7,38.36666667,0.056666667,0,23.76666667,39
10238,-0.596666667,12.65,23.03666667,0.5,1.2,22.93333333,37.7,0.06,2,23.2,39
10239,0.3,7,25.85,0.5,1.2,26.3,39,0.04,2,25.8,39
10240,0.1,5,24.88,0.48,1.3,25.3,29.3,0.03,2,23.7,39
10241,0.4,8,25.74,0.48,1.2,26.5,25.9,0.07,2,26.1,39
10242,0,5,24.77,0.48,1.2,24.7,40.2,0.09,2,25.2,39
10243,0.9,22,28.02,0.48,1.3,27.7,40.1,0.1,1,27.4,39
10244,0.6,12,26.57,0.48,1.2,26.9,30.8,0.09,2,26.9,39
10245,0.3,7,26.01,0.68,1.2,25.2,38.4,0.04,1,24.1,39
10246,0.7,15,27.56,0.68,1.3,26.3,39,0.04,2,25.8,39
10247,0.2,6,25.64,0.68,1.2,25.3,29.3,0.03,1,23.7,39
10248,0.6,12,26.93,0.68,1.2,26.4,23.1,0.04,2,26.8,39
10249,0.3,7,26.09,0.68,1.1,25.6,41.2,0.03,2,25.6,39
10250,0.8,20,27.95,0.68,1.1,27.7,40.1,0.1,2,27.4,39
10251,0.6,13,27.14,0.68,1.3,26.4,25.7,0.19,1,26.9,39
10252,0.8,20,27.93,0.68,1.1,28.2,25.8,0.14,2,27.9,39
10253,1.1,33,29.73,0.78,1.3,28.1,28.5,0.14,2,23.63333333,39
10254,0.533333333,13.66666667,27.22,0.62,1.5,24.66666667,36.03333333,0.07,2,23.2,39
10255,0.8,20,28.38,0.62,1.5,26,39.2,0.05,2,25.7,39
10256,0.7,15,28.24,0.72,1.5,24.6,34.3,0.16,2,25.9,39
10257,1,28,29.16,0.72,1.4,27.6,26.4,0.11,2,27.6,39
10258,0.8,20,28.12,0.58,1.5,25.8,31.1,0.08,2,27,39
10259,0.3,7,25.73,0.5,1.4,25.2,38.4,0.04,0,24.1,39
10260,0.4,8,26.04,0.5,1.3,26,39.2,0.05,2,25.7,39
10261,0,5,24.67,0.53,1.3,24.6,33,0.02,2,23.5,39
10262,0.4,8,25.92,0.53,1.2,26.5,26.6,0.07,2,25.6,39
10263,0.1,5,25.56,0.7,1.2,23.9,31.1,0.04,1,24.3,39
10264,0.8,18,27.75,0.55,1.3,27.2,40.6,0.1,2,27,39
10265,0.6,14,27.56,0.7,1.3,25.4,37.3,0.06,1,25.8,39
10266,0.8,20,27.73,0.53,1.3,28.2,25.8,0.14,2,27.9,39
10267,0.6,13,26.81,0.53,1.2,26.9,30.8,0.09,2,26.9,39
10268,0.7,15,28.12,0.91,1.3,25.4,38.5,0.03,0,24.1,39
10269,1,28,29.63,0.91,1.3,26.6,38.8,0.05,1,26.3,39
10270,0.9,21,29.36,0.91,1.5,25.3,29.3,0.03,0,23.7,39
10271,1.1,31,30.34,0.91,1.5,26.5,25.9,0.07,1,26.1,39
10272,1,24,29.6,0.91,1.4,25.6,41.2,0.03,0,25.6,39
10273,1.4,45,31.92,0.91,1.5,28,39.8,0.14,2,28,39
10274,0.7,17,28.52,0.91,1.2,25.6,27.7,0.12,1,26.4,39
10275,0.5,11,27.29,0.78,1.3,25.4,38.5,0.03,2,24.1,39
10276,0.8,19,28.05,0.78,1.2,26.6,38.8,0.05,2,26.3,39
10277,0.7,15,28.08,0.78,1.5,25.3,29.3,0.03,2,23.7,39
10278,0.6,13,27.26,0.78,1.5,25.6,41.2,0.03,2,25.6,39
10279,1.166666667,33.33333333,29.98333333,0.883333333,1.4,28,39.8,0.14,2,28,39
10280,0.366666667,8,26.44,0.61,1.4,25.6,27.7,0.12,2,26.4,39
10281,1,25.66666667,28.14,0.613333333,1.3,28.7,27.8,0.17,2,28.4,39
10282,0.9,24,28.46,0.883333333,1.5,27.5,29.8,0.1,2,27.4,39
10283,0.1,5,25.3,0.68,1.1,25.4,38.5,0.03,2,24.1,39
10284,0.7,16,27.69,0.68,1.3,26.3,39,0.04,2,25.8,39
10285,0.1,5,25.2,0.68,1.2,24.9,31.1,0.04,2,23.5,39
10286,0.7,15,27.38,0.68,1.3,26.5,25.9,0.07,2,26.1,39
10287,0.4,8,26.53,0.68,1.2,24.7,40.2,0.09,2,25.2,39
10288,1,26,28.86,0.68,1.2,27.7,40.1,0.1,2,27.4,39
10289,0.2,6,26.12,0.68,1.2,24.6,34.3,0.16,2,25.9,39
10290,0.9,22,28.16,0.68,1.2,28.2,25.8,0.14,2,27.9,39
10291,0.8,17,27.98,0.78,1.2,25.8,31.1,0.08,2,27,39
10292,-0.1,5,24.61,0.57,1.3,23.9,34.8,0.05,2,23.7,39
10293,0.8,17,27.87,0.57,1.5,26,39.2,0.05,2,25.7,39
10294,0.3,7,25.93,0.57,1.4,24.6,33,0.02,2,23.5,39
10295,0.9,22,28.3,0.57,1.6,26.5,26.6,0.07,2,25.6,39
10296,0.3,6,25.91,0.57,1.4,24.1,33.3,0.03,2,24.7,39
10297,1.1,29,29.58,0.62,1.6,26.8,41.2,0.08,2,26.3,39
10298,0.6,13,27.79,0.62,1.6,24.6,34.3,0.16,2,25.9,39
10299,1.1,30,29.21,0.62,1.5,27.6,26.4,0.11,2,27.6,39
10300,0.7,17,27.63,0.57,1.4,25.8,31.1,0.08,2,27,39
10301,-0.516666667,11.92,23.26,0.68,1.2,22.2,31.26666667,0.033333333,2,23.2,39
10302,0.9,20,28.27,0.68,1.3,26.6,38.8,0.05,2,26.3,39
10303,0.3,7,26.14,0.68,1.3,25.3,29.3,0.03,2,23.7,39
10304,0.6,12,26.92,0.68,1.2,26.5,25.9,0.07,2,26.1,39
10305,0.6,11,27.08,0.68,1.2,25.6,41.2,0.03,2,25.6,39
10306,1,28,29.1,0.68,1.3,27.7,40.1,0.1,2,27.4,39
10307,0.5,9,26.95,0.68,1.2,25.6,27.7,0.12,2,26.4,39
10308,1,26,28.24,0.68,1.2,28.7,27.8,0.17,2,28.4,39
10309,1,25,28.73,0.78,1.2,27.5,29.8,0.1,2,27.4,39
10310,0.3,7,26.14,0.68,1.2,25.2,38.4,0.04,1,24.1,39
10311,0.6,13,27.04,0.63,1.2,26.6,38.8,0.05,2,26.3,39
10312,0.1,5,25.32,0.63,1.2,25.5,28.2,0.06,2,24.2,39
10313,0.5,11,26.67,0.63,1.2,26.4,23.1,0.04,1,26.8,39
10314,0.8,18,27.97,0.63,1.3,26.2,42.2,0.05,2,25.9,39
10315,1,25,28.61,0.63,1.2,28,39.8,0.14,1,28,39
10316,0.5,10,26.96,0.63,1.3,25.6,27.7,0.12,1,26.4,39
10317,1.2,36,29.96,0.63,1.6,28.2,25.8,0.14,1,27.9,39
10318,1.3,38,30.59,0.73,1.6,27.5,29.8,0.1,2,27.4,39
10319,0,5,24.48,0.5,1.3,24.9,31.1,0.04,2,23.5,39
10320,0.4,9,26.08,0.5,1.2,26.4,23.1,0.04,2,26.8,39
10321,0.4,9,26.32,0.55,1.3,25.6,41.2,0.03,2,25.6,39
10322,0.9,20,27.96,0.55,1.2,27.7,40.1,0.1,2,27.4,39
10323,0.1,5,25.41,0.5,1.2,25.6,27.7,0.12,2,26.4,39
10324,0.6,13,26.83,0.5,1.1,28.2,25.8,0.14,2,27.9,39
10325,0.8,20,27.86,0.6,1.2,28.1,28.5,0.14,2,22.5,39
10326,-0.266666667,6.666666667,24.26333333,0.48,1.4,24.8,41.2,0.056666667,0,23.2,39
10327,0.2,6,25.33,0.48,1.4,24.7,39.7,0.05,0,24.4,39
10328,-0.2,6,24.02,0.48,1.3,23.9,34.8,0.05,0,23.7,39
10329,0.3,7,25.6,0.48,1.4,25.9,27.5,0.08,1,24.8,39
10330,0.1,5,25.02,0.48,1.4,24.1,33.3,0.03,0,24.7,39
10331,0.7,15,27.25,0.48,1.4,26.8,41.2,0.08,0,26.3,39
10332,0.366666667,16.64,27.63666667,0.796666667,1.4,23.8,37.3,0.13,1,25.9,39
10333,1,27,28.69666667,0.883333333,1.4,27.6,26.4,0.11,0,27.6,39
10334,0.63,14.75,27.14666667,1.003333333,1.4,26.4,31.1,0.06,0,26.7,39
10335,0.3,7,25.98,0.63,1.3,25.4,38.5,0.03,2,24.1,39
10336,0.5,11,26.89,0.63,1.2,26,39.2,0.05,2,25.7,39
10337,0.6,13,27.34,0.63,1.6,25.3,29.3,0.03,2,23.7,39
10338,0.6,13,26.95,0.63,1.3,26.5,26.6,0.07,2,25.6,39
10339,0.6,12,27.23,0.63,1.3,25.6,41.2,0.03,2,25.6,39
10340,1.1,30,29.34,0.63,1.4,27.7,40.1,0.1,2,27.4,39
10341,0.4,8,26.8,0.63,1.4,24.6,34.3,0.16,2,25.9,39
10342,0.8,19,27.84,0.63,1.2,27.6,26.4,0.11,2,27.6,39
10343,1.1,32,29.61,0.73,1.4,28.1,28.5,0.14,2,22.7,39
10344,-0.5,10,23.26,0.46,1.2,23.9,34.8,0.05,-1,23.7,39
10345,-0.2,6,24.12,0.46,1.2,24.7,39.7,0.05,0,24.4,39
10346,0.3,7,26.18,0.66,1.4,23.9,34.8,0.05,0,23.7,39
10347,0.3,7,26,0.66,1.2,25.9,27.5,0.08,0,24.8,39
10348,0.1,5,25.95,0.66,1.2,23.4,37.3,0.12,0,25.8,39
10349,1.2,37,30.16,0.66,1.6,28.2,25.8,0.14,2,27.9,39
10350,0.6,18.66666667,27.81666667,0.66,1.6,24,47.5,0.063333333,2,24.53333333,39
10351,0.333333333,7.666666667,27.04666667,1,1.4,24.93333333,41.3,0.05,0,23.2,39
10352,0.9,24,29.37,1,1.2,26,39.2,0.05,2,25.7,39
10353,-0.4,8,23.75,0.6,1.1,24.6,33,0.02,-2,23.5,39
10354,0.5,11,26.63,0.6,1.3,26.5,26.6,0.07,0,25.6,39
10355,0.9,20,28.55,0.6,1.6,25.6,41.2,0.03,-1,25.6,39
10356,0.7,14,27.19,0.6,1.2,26.8,41.2,0.08,1,26.3,39
10357,0.1,5,25.81,0.6,1.2,23.8,37.3,0.13,1,25.9,39
10358,0.6,12,26.93,0.6,1.2,27,24.9,0.16,2,27.1,39
10359,0.333333333,15.33333333,26.22666667,0.6,1.4,24,47.5,0.063333333,2,24.53333333,39
10360,0.2,6,25.8,0.71,1.3,23.9,34.8,0.05,1,23.7,39
10361,0.9,24,28.87,0.73,1.4,26.6,38.8,0.05,1,26.3,39
10362,0,5,25.11,0.73,1.1,24.6,35.8,0.01,1,24,39
10363,0.6,14,27.24,0.73,1.2,26.5,25.9,0.07,0,26.1,39
10364,0,5,25.37,0.73,1.2,23.9,31.1,0.04,2,24.3,39
10365,0.8,18,27.96,0.73,1.2,26.8,41.2,0.08,1,26.3,39
10366,0.2,6,26.3,0.73,1.2,23.4,37.3,0.12,1,25.8,39
10367,1,26,28.21,0.73,1.1,28.7,27.8,0.17,2,28.4,39
10368,0.6,12,26.98,0.73,1.1,26.4,31.1,0.06,1,26.7,39
10369,0.3,7,25.95,0.68,1.2,25.4,38.5,0.03,0,24.1,39
10370,0.8,18,27.97,0.68,1.3,26.6,38.8,0.05,0,26.3,39
10371,0.3,7,26.04,0.68,1.2,25.5,28.2,0.06,0,24.2,39
10372,0.6,14,27.16,0.68,1.2,26.4,23.1,0.04,-1,26.8,39
10373,0.8,18,28.09,0.68,1.3,26.2,42.2,0.05,2,25.9,39
10374,1,24,28.61,0.68,1.2,27.7,40.1,0.1,2,27.4,39
10375,0.5,10,26.75,0.68,1.2,26.4,25.7,0.19,2,26.9,39
10376,1,24,28.49,0.68,1.2,28.2,25.8,0.14,1,27.9,39
10377,1.1,30,29.38,0.78,1.3,28.1,28.5,0.14,2,22.16666667,39
10378,-1.063333333,30.42,21.80333333,0.88,1,21.53333333,58.7,0.063333333,0,23.2,39
10379,1.1,29,29.51,0.63,1.6,26.6,38.8,0.05,1,26.3,39
10380,0.6,13,27.37,0.63,1.6,24.9,31.1,0.04,-1,23.5,39
10381,1.3,41,30.66,0.63,2,26.4,23.1,0.04,1,26.8,39
10382,-0.3,7,24.37,0.68,1,24.1,33.3,0.03,1,24.7,39
10383,1,24,28.61,0.68,1.2,27.7,40.1,0.1,2,27.4,39
10384,1.3,38,32.69,0.93,2,23.8,37.3,0.13,1,25.9,39
10385,1.5,52,31.74,0.63,2,28.2,25.8,0.14,-1,27.9,39
10386,0.4,8,26.31,0.63,1,26.9,30.8,0.09,0,26.9,39
10387,-0.106666667,5.293333333,25.13333333,0.88,1.3,22.8,37.83333333,0.04,-1,23.2,39
10388,0.2,6,25.54,0.6,1.2,24.7,39.7,0.05,0,24.4,39
10389,0.2,6,25.15,0.38,1.6,24.6,33,0.02,2,23.5,39
10390,0,5,24.41,0.38,1.3,25.9,27.5,0.08,1,24.8,39
10391,0.2,6,25.74,0.57,1.4,24.1,33.3,0.03,2,24.7,39
10392,0.9,23,28.54,0.53,1.5,26.8,41.2,0.08,2,26.3,39
10393,0.4,9,26.90333333,0.38,1.3,24.6,34.3,0.16,2,25.9,39
10394,0.9,23,27.72,0.38,1.6,27.6,26.4,0.11,2,27.6,39
10395,0.533333333,11.33333333,26.48,0.38,1.3,26.9,30.8,0.09,2,26.9,39
10396,0.2,6,25.62,0.93,1.2,25.1,43.7,0.32,1,24.1,39
10397,0.2,6,24.86,0.68,1.2,26.2,42.4,0.47,2,26.3,39
10398,-0.4,9,23.17,0.59,1.2,25.5,30.9,0.34,1,24.2,39
10399,0.2,6,25.06,0.67,1.1,27,26.2,0.31,2,26.8,39
10400,0.1,9.333333333,24.79,0.78,1.6,26.9,33,0.27,2,26.4,39
10401,1,25.66666667,28.14,0.956666667,1.9,28.1,29.9,0.19,2,28.4,39
10402,-0.666666667,24.3,22.89,0.956666667,1.9,26.5,33.6,0.23,2,26.7,39
10403,-0.9,22,21.98,0.48,1.2,24.3,45.5,0.24,1,23.2,39
10404,-0.2,6,23.92,0.58,1.2,26.1,42.3,0.37,1,25.7,39
10405,-0.6,13,22.57,0.58,1.2,25.4,32.2,0.36,1,23.7,39
10406,-0.2,6,23.44,0.48,1.2,26.7,28.1,0.37,1,26.1,39
