City,Country,Age,Sex,Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,Thermal sensation
Lyon,France,31,2,0.1,21.9,22.3,27.4,13.3,1.04,1.4,-1
Lyon,France,31,1,0.1,21.2,22.3,26.5,13.3,0.81,1.5,0
Lyon,France,31,1,0.04,20.8,21.2,48.3,3.7,1.12,1.5,0
Lyon,France,31,1,0.02,20,20.6,44.4,5.2,0.81,1.9,1
Lyon,France,31,1,0.06,24,25.8,30.6,6.2,0.64,1.7,1
Lyon,France,31,1,0.02,20.3,22.2,39.8,6.2,0.94,1.3,0
Lyon,France,31,1,0.09,20.4,21.3,37.7,6.2,0.96,2.1,1
Lyon,France,31,1,0.02,20.1,21.1,43.5,6.2,1.02,1.8,1
Lyon,France,31,1,0.05,23.4,24.3,39.5,8.3,0.67,1.2,1
Lyon,France,31,2,0.04,23.9,24.8,38.1,8.3,0.85,1.9,1
Lyon,France,31,2,0.03,23.7,25,38.9,8.3,0.83,1.6,1
Lyon,France,31,1,0.04,23.1,24.3,40.9,8.3,1.14,1.3,-1
Lyon,France,31,2,0.05,23.6,24.7,40.9,8.3,1.07,1.3,1
Lyon,France,31,1,0.09,23,24.7,41.8,8.3,1.03,1.1,1
Lyon,France,31,1,0.04,22.2,22.7,41.2,5.4,0.96,1.5,1
Lyon,France,31,1,0.04,22.3,23,41.8,5.4,0.99,1.5,1
Lyon,France,31,2,0.06,23.9,24.2,32.9,5.4,1.14,1.1,0
Lyon,France,31,1,0.03,23.9,24.9,33.9,5.4,0.75,1.3,0
Lyon,France,31,1,0.05,24.5,25.1,31.4,5.4,0.57,1.2,-1
Lyon,France,31,1,0.05,24.7,25.5,31.3,5.4,0.55,1.2,2
Lyon,France,31,2,0.03,24.5,25.6,31.4,5.4,0.98,1.7,1
Lyon,France,31,2,0.07,24.7,25.7,31.7,5.4,0.8,1.2,0
Lyon,France,31,2,0.04,24.2,25.5,34.9,5.4,0.63,1.2,0
Lyon,France,31,2,0.04,24.9,26.1,31.9,5.4,0.8,1.3,1
Lyon,France,31,1,0.04,24.9,26.2,31,5.4,0.72,1.3,1
Lyon,France,31,1,0.03,24.8,25.9,30.8,5.4,0.82,1.1,1
Lyon,France,31,2,0.07,24.9,26,30.4,5.4,1.05,1.1,1
Lyon,France,31,1,0.09,24.2,25.7,32,5.4,0.85,1.2,0
Lyon,France,31,2,0.04,24.5,25.7,33.5,5.4,0.87,1.5,0
Lyon,France,31,1,0.04,25,25.7,30.3,5.4,0.61,2.4,1
Lyon,France,31,2,0.08,23.9,25.2,29.8,5.4,1.11,1.4,0
Lyon,France,31,1,0.05,23.7,24.6,30.6,5.4,0.88,1.3,-2
