City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
Peshawar,Pakistan,31,1,0.55,32,31.8,63.7,13.3,0.6,1.13,2
Peshawar,Pakistan,31,1,0.37,31.9,31.9,64,13.3,0.5,1.01,2
Peshawar,Pakistan,31,1,0.5,32,32,53.9,13.3,0.6,0.89,2
Peshawar,Pakistan,31,1,0.5,31.7,31.7,54.6,13.3,0.5,1.01,2
Peshawar,Pakistan,31,1,0.35,31.4,31.5,57.4,13.3,0.58,1.01,2
Peshawar,Pakistan,31,1,0.98,33.3,33.4,40.6,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.62,31.1,31.3,54.2,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.18,31.1,31,55.7,13.3,0.58,0.77,0
Peshawar,Pakistan,31,1,0.15,31.1,31.3,54.3,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,0.29,31,30.8,61,13.3,0.6,0.89,2
Peshawar,Pakistan,31,1,0.32,30.9,30.8,58.8,13.3,0.6,1.01,2
Peshawar,Pakistan,31,1,0.25,30.9,30.8,60.9,13.3,0.6,1.01,2
Peshawar,Pakistan,31,1,0.37,30.7,30.7,60.8,13.3,0.58,0.89,2
Peshawar,Pakistan,31,1,0.25,30.7,30.8,62.6,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.12,30.7,30.6,62.7,13.3,0.6,1.13,2
Peshawar,Pakistan,31,1,0.58,32.5,32.4,56.6,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.5,29,28.9,65.2,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.29,28.7,28.2,68.5,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.35,31.7,31.8,54.9,13.3,0.58,0.77,0
Peshawar,Pakistan,31,1,0.35,31.7,31.7,54.3,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.55,30.6,30.5,44.3,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.14,29.5,29,49.3,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,0.41,28,27.6,54.6,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,0.14,28.9,28.9,54.6,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,1.04,29.6,29.2,53.9,13.3,0.58,0.77,0
Peshawar,Pakistan,31,1,0.2,29.4,29.4,54.2,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.41,29.5,29.6,54.6,13.3,0.58,0.77,0
Peshawar,Pakistan,31,1,0.55,29.7,29.6,56,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,1.46,29.7,29.6,59.2,13.3,0.6,1.13,0
Peshawar,Pakistan,31,1,0.41,28,27.8,58.3,13.3,0.47,0.89,0
Peshawar,Pakistan,31,1,0.29,28.6,28.9,53.2,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,0.48,28.5,28.5,52.7,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,0.03,28.4,28.1,52.7,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,0.08,28.6,28.6,54.9,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,0.35,28.6,28.1,53.7,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.02,22.8,22.6,71.1,13.3,0.48,0.89,-2
Peshawar,Pakistan,31,1,0.04,27.3,27.2,55.6,13.3,0.58,0.77,0
Peshawar,Pakistan,31,1,0.35,26.5,26.5,56,13.3,0.58,0.77,0
Peshawar,Pakistan,31,1,0.01,25.9,25.8,58,13.3,0.5,0.77,-2
Peshawar,Pakistan,31,1,0.02,26.6,26.5,55.6,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,0.14,30.7,30.9,32.8,13.3,0.6,1.88,2
Peshawar,Pakistan,31,1,0.24,30.3,29.9,48.8,13.3,0.6,1.88,2
Peshawar,Pakistan,31,1,0.14,28.3,28,41.6,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.2,28.3,28.1,40.6,13.3,0.6,1.01,0
Peshawar,Pakistan,31,1,0.11,28.8,29,55.2,13.3,0.58,1.01,2
Peshawar,Pakistan,31,1,0.14,29,28.9,55.3,13.3,0.58,1.01,0
Peshawar,Pakistan,31,1,0.48,29,28.9,54.6,13.3,0.6,1.13,2
Peshawar,Pakistan,31,1,0.35,29,28.9,53.7,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.01,28.8,28.6,46.8,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,0.02,29,29.2,47.7,13.3,0.6,1.01,2
Peshawar,Pakistan,31,1,0.01,28.6,28.6,49.3,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.02,28.3,28.2,50.4,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,1.3,28.2,28.1,48,13.3,0.6,0.89,0
Peshawar,Pakistan,31,1,1.17,27.4,27.5,46.8,13.3,0.58,0.77,0
Peshawar,Pakistan,31,1,1.3,26.5,26.8,59.1,13.3,0.58,0.77,-2
Peshawar,Pakistan,31,1,0.92,26.5,26.6,60.1,13.3,0.58,0.89,0
Peshawar,Pakistan,31,1,0.71,26.7,26.8,60,13.3,0.58,0.89,0
Peshawar,Pakistan,37,1,0.71,31,31,52.7,13.3,0.5,1.88,0
Peshawar,Pakistan,37,1,1.23,31,30.9,59.2,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.67,31,31,61.6,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.37,31,30.9,61,13.3,0.52,1.01,0
Peshawar,Pakistan,37,1,0.12,30.9,30.9,62.7,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.29,31,30.8,61.4,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.2,28.4,28.4,51.8,13.3,0.5,0.89,-2
Peshawar,Pakistan,37,1,0.2,29.1,29.1,53.2,13.3,0.76,1.01,0
Peshawar,Pakistan,37,1,0.17,29.5,29.3,53.7,13.3,0.76,1.01,-2
Peshawar,Pakistan,37,1,0.25,29.4,29.3,52.7,13.3,0.5,1.88,0
Peshawar,Pakistan,37,1,0.2,29.2,29.3,49.8,13.3,0.5,1.88,0
Peshawar,Pakistan,37,1,0.06,29.5,29.3,51.9,13.3,0.5,1.88,0
Peshawar,Pakistan,37,1,0.03,28.7,28.7,52.7,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.04,27,27,56.5,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.17,28.4,28.3,57.4,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.08,27.5,27.8,58,13.3,0.52,1.88,0
Peshawar,Pakistan,37,1,0.35,27.3,27.3,58.3,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.02,27,27.2,59.8,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.02,27.4,27.3,58.8,13.3,0.5,1.88,2
Peshawar,Pakistan,37,1,0.92,28.2,28.1,49.9,13.3,0.52,1.88,0
Peshawar,Pakistan,37,1,1.46,28.3,28.3,50.1,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.11,27.5,27.5,57.2,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.11,28.4,28.4,57.9,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.01,28.5,28.4,58.3,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.2,28.8,28.8,59.6,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.06,28.9,28.9,59.2,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.06,28.8,28.7,56.5,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.48,29.6,29.4,40,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.41,29.8,29.6,42.1,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.02,29.5,29.5,55.7,13.3,0.5,1.01,0
Peshawar,Pakistan,37,1,0.06,29.6,29.5,57.6,13.3,0.5,1.01,2
Peshawar,Pakistan,37,1,0.01,29.4,29.5,58.9,13.3,0.5,1.01,0
Peshawar,Pakistan,13,2,0.48,34.2,34.2,50.3,13.3,0.98,1.19,2
Peshawar,Pakistan,13,2,0.48,34.7,34.6,48,13.3,0.98,1.19,2
Peshawar,Pakistan,13,2,0.44,35,35.1,50.3,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.67,35.5,35.1,45.3,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.1,37.4,37.7,28.2,13.3,0.98,0.89,2
Peshawar,Pakistan,13,2,0.48,36.4,36.2,39.7,13.3,0.98,1.01,2
Peshawar,Pakistan,13,2,0.07,37,37,31.1,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.18,37.6,37.2,33.4,13.3,0.98,0.77,2
Peshawar,Pakistan,13,2,0.27,36.7,36.8,38.7,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.35,37,36.9,42.1,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.32,37,36.9,43.2,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.27,37,36.8,44.2,13.3,0.98,1.01,2
Peshawar,Pakistan,13,2,0.08,32.3,32.3,61,13.3,1.04,1.01,2
Peshawar,Pakistan,13,2,1.04,34.4,34.5,54.2,13.3,1.06,1.01,2
Peshawar,Pakistan,13,2,0.44,31.9,32.1,39.5,13.3,0.98,1.01,1
Peshawar,Pakistan,13,2,0.14,32.7,32.3,38.9,13.3,1.06,1.01,0
Peshawar,Pakistan,13,2,0.03,37.7,38.8,25.9,13.3,1.06,1.01,2
Peshawar,Pakistan,13,2,0.48,35.9,35.4,46.8,13.3,1.06,1.88,2
Peshawar,Pakistan,13,2,0.86,37.6,36.9,39.6,13.3,0.98,0.89,2
Peshawar,Pakistan,13,2,0.92,37.4,37.4,39.8,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.81,37.6,37.6,39.2,13.3,1.06,1.13,2
Peshawar,Pakistan,13,2,0.62,37.5,37.6,41.2,13.3,0.7,0.89,2
Peshawar,Pakistan,13,2,0.12,37.7,37.3,43.2,13.3,1.06,0.77,0
Peshawar,Pakistan,13,2,0.05,36.8,37,38.4,13.3,1.06,0.89,0
Peshawar,Pakistan,13,2,0.86,37.3,36.8,34,13.3,1.06,1.01,0
Peshawar,Pakistan,13,2,0.48,35.9,35.8,37.7,13.3,1.06,0.89,0
Peshawar,Pakistan,13,2,0.81,33.7,33.5,38.4,13.3,1.06,0.77,0
Peshawar,Pakistan,13,2,0.41,27.8,27.4,67.7,13.3,1.06,0.77,0
Peshawar,Pakistan,13,2,0.07,27.1,27.1,70.4,13.3,1.06,0.89,0
Peshawar,Pakistan,13,2,0.04,27.5,27.5,70.1,13.3,1.06,1.01,0
Peshawar,Pakistan,13,2,0.08,28.5,28.1,66.1,13.3,1.06,1.88,2
Peshawar,Pakistan,13,2,0.05,29.6,29.6,57.3,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.02,31.1,31.1,57.9,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.03,31.5,31.2,58.8,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.03,31.5,31.5,59.5,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.04,31.9,31.8,57.9,13.3,0.98,1.13,2
Peshawar,Pakistan,13,2,0.03,32.2,32.1,56.9,13.3,0.98,0.89,2
Peshawar,Pakistan,13,2,0.03,32.3,32.3,56.5,13.3,0.98,0.77,2
Peshawar,Pakistan,13,2,0.03,32.3,32.1,54,13.3,0.98,1.88,0
Peshawar,Pakistan,13,2,0.35,32.6,32.4,52.7,13.3,1.06,1.13,0
Peshawar,Pakistan,13,2,0.29,32.6,32.4,54.4,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.05,32.7,32.4,55.6,13.3,1.06,0.77,0
Peshawar,Pakistan,13,2,0.04,32.7,32.3,57.9,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.41,33,32.9,55.6,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.2,31,31,61.4,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.62,30.2,30.1,63.1,13.3,0.98,1.88,0
Peshawar,Pakistan,13,2,0.86,30.1,29.7,63.4,13.3,0.98,1.88,0
Peshawar,Pakistan,13,2,0.76,25.9,25.6,65.3,13.3,0.98,0.77,0
Peshawar,Pakistan,13,2,0.92,25.9,25.8,64.7,13.3,1.06,1.01,0
Peshawar,Pakistan,13,2,0.05,26,26,64.8,13.3,1.06,1.13,0
Peshawar,Pakistan,13,2,0.1,26.3,26,62,13.3,1.06,0.89,0
Peshawar,Pakistan,13,2,0.05,29.2,29.1,55.4,13.3,1.06,0.77,0
Peshawar,Pakistan,13,2,0.05,29.7,29.7,56,13.3,1.06,0.89,0
Peshawar,Pakistan,13,2,0.25,30.1,30,53.2,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.03,30.5,30.4,52.1,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.27,31,31,51,13.3,0.98,1.13,0
Peshawar,Pakistan,13,2,0.32,30.9,30.8,50.8,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.05,30.9,30.8,51.3,13.3,1.06,0.77,0
Peshawar,Pakistan,13,2,0.01,30.4,30.4,52.8,13.3,1.06,0.77,0
Peshawar,Pakistan,13,2,0.03,30.7,30.2,54.6,13.3,1.06,1.01,0
Peshawar,Pakistan,13,2,0.17,28.7,28.5,55.1,13.3,1.06,1.13,0
Peshawar,Pakistan,13,2,0.06,28.8,28.8,52.2,13.3,1.06,1.88,0
Peshawar,Pakistan,13,2,0.08,29.3,28.9,54.3,13.3,1.06,0.89,0
Peshawar,Pakistan,13,2,0.05,29.3,29,54.5,13.3,1.06,1.13,0
Peshawar,Pakistan,13,2,0.04,28.8,28.7,57.4,13.3,1.06,1.01,0
Peshawar,Pakistan,13,2,0.03,27.2,27.1,56.4,13.3,1.06,1.01,0
Peshawar,Pakistan,13,2,0.03,27.4,27.2,55.3,13.3,0.98,1.88,0
Peshawar,Pakistan,13,2,0.03,25.8,26,59.7,13.3,1.06,1.88,0
Peshawar,Pakistan,13,2,0.25,28.2,28.1,20.4,13.3,1.06,1.01,0
Peshawar,Pakistan,13,2,0.37,28.3,28,22.9,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.58,28.3,28.1,24.7,13.3,1.06,1.01,0
Peshawar,Pakistan,13,2,0.48,28.3,27.7,23.5,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.55,30.7,30.8,44.2,13.3,1.06,0.89,0
Peshawar,Pakistan,13,2,1.04,29.5,29.2,52.7,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.11,28.6,28.7,51.8,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.04,28.4,28,53.2,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.03,28.6,28.3,54.2,13.3,0.98,1.88,0
Peshawar,Pakistan,13,2,0.03,27.8,27.6,56.8,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.03,27.7,27.4,56.7,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.02,27.6,27.4,57.6,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.01,27.2,27.1,59.2,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.01,26.9,26.8,58.9,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.01,26.8,26.8,60,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.03,25.5,25.2,63.1,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.04,25.8,25.7,64.4,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.02,26,25.9,59.5,13.3,0.98,1.88,0
Peshawar,Pakistan,13,2,0.01,26.3,26.1,61,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.11,26.7,26.5,52.2,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.04,27.1,27,52.3,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.01,27.4,27.4,51.3,13.3,0.98,1.88,0
Peshawar,Pakistan,13,2,0.03,27.4,27.5,48.3,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.5,29,28.8,42.7,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.44,29.3,29.2,42.1,13.3,0.98,0.77,0
Peshawar,Pakistan,13,2,0.55,29.9,29.5,38.5,13.3,0.98,0.77,2
Peshawar,Pakistan,13,2,0.35,30.1,30,39.9,13.3,0.98,0.77,2
Peshawar,Pakistan,13,2,0.01,30.1,29.9,39.5,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.02,30.3,30,44.2,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.44,30.6,30.2,46.6,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.48,30.2,30.1,45.7,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.44,30.1,30,46.3,13.3,0.98,0.77,0
Peshawar,Pakistan,13,2,0.02,26.7,26.7,59.2,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.03,27.2,27.1,59.7,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.03,28.3,28.1,55.2,13.3,0.98,1.88,0
Peshawar,Pakistan,13,2,0.06,28.5,28.5,55.6,13.3,0.98,1.01,0
Peshawar,Pakistan,13,2,0.22,29.3,29.1,51.6,13.3,0.98,0.89,0
Peshawar,Pakistan,13,2,0.04,29.5,29.3,50.3,13.3,0.98,1.88,0
Peshawar,Pakistan,13,2,0.22,30.2,30.1,50.8,13.3,0.98,0.89,2
Peshawar,Pakistan,13,2,0.04,29.8,29.4,47.8,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.05,29.9,29.6,43.2,13.3,0.98,0.77,2
Peshawar,Pakistan,13,2,0.35,31.5,31.6,35.5,13.3,0.98,0.77,2
Peshawar,Pakistan,13,2,0.5,32.3,32.1,35.2,13.3,0.98,0.77,2
Peshawar,Pakistan,13,2,0.35,32.6,32.5,37.2,13.3,0.98,1.13,2
Peshawar,Pakistan,13,2,0.37,32.6,32.3,40.6,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.44,32.5,32.3,41.1,13.3,0.98,1.88,2
Peshawar,Pakistan,13,2,0.04,32.1,31.9,46.3,13.3,0.98,1.01,2
Peshawar,Pakistan,57,1,0.23,33.3,33.2,48.8,13.3,0.62,1.19,0
Peshawar,Pakistan,57,1,0.03,36.6,37.9,35.6,13.3,0.81,1.01,2
Peshawar,Pakistan,57,1,0.23,34.7,34.8,41,13.3,0.81,1.01,2
Peshawar,Pakistan,57,1,0.19,34.9,35,40,13.3,0.54,1.01,2
Peshawar,Pakistan,57,1,0.28,35.7,35.7,39.5,13.3,0.52,1.01,1
Peshawar,Pakistan,57,1,0.76,38.4,37.4,22.9,13.3,0.5,0.89,1
Peshawar,Pakistan,57,1,0.66,37,36.6,41.6,13.3,0.5,0.89,2
Peshawar,Pakistan,57,1,0.28,37.1,37.1,45.8,13.3,0.76,0.89,2
Peshawar,Pakistan,57,1,1.05,34.8,34.2,50.3,13.3,0.5,0.89,1
Peshawar,Pakistan,57,1,0.07,33.9,34,54.2,13.3,0.81,1.01,2
Peshawar,Pakistan,57,1,0.14,34.5,34.6,51.3,13.3,0.54,1.01,2
Peshawar,Pakistan,57,1,0.19,35,35,51.5,13.3,0.54,1.01,2
Peshawar,Pakistan,57,1,0.14,35.3,35.3,49.1,13.3,0.52,1.01,2
Peshawar,Pakistan,57,1,0.14,35.7,35.9,49.6,13.3,0.52,1.01,2
Peshawar,Pakistan,57,1,0.21,36.4,36.5,50.3,13.3,0.52,1.01,2
Peshawar,Pakistan,57,1,0.17,36.7,36.6,44.2,13.3,0.52,1.01,2
Peshawar,Pakistan,57,1,0.19,37,37,41.1,13.3,0.52,1.01,2
Peshawar,Pakistan,57,1,0.33,37.3,37.3,46.8,13.3,0.5,0.89,2
Peshawar,Pakistan,57,1,0.58,37.5,37.3,51.7,13.3,0.5,1.01,2
Peshawar,Pakistan,57,1,0.5,37.8,37.6,45.9,13.3,0.5,0.89,2
Peshawar,Pakistan,57,1,0.23,37.5,37.5,47.3,13.3,0.52,1.88,2
Peshawar,Pakistan,57,1,0.07,36.8,36.6,35,13.3,0.52,1.88,2
Peshawar,Pakistan,57,1,0.04,36.4,36.3,34.5,13.3,0.58,0.77,2
Peshawar,Pakistan,57,1,0.53,32.2,32.7,50.7,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.99,29.1,30.1,62.3,13.3,0.54,1.01,1
Peshawar,Pakistan,57,1,1.12,29.9,29.1,60.1,13.3,0.54,1.01,1
Peshawar,Pakistan,57,1,0.36,24,24.3,40.5,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.42,24.4,24.3,48.8,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.33,24,24.1,50.3,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.46,27.4,27.9,55.1,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.19,33.4,33.3,50.1,13.3,0.54,1.01,2
Peshawar,Pakistan,57,1,0.15,33.8,33.5,49.8,13.3,0.54,1.01,2
Peshawar,Pakistan,57,1,0.11,32.9,32.8,48.8,13.3,0.52,1.88,2
Peshawar,Pakistan,57,1,0.04,32.9,32.6,49.8,13.3,0.54,0.89,2
Peshawar,Pakistan,57,1,0.05,32.8,32.7,51.8,13.3,0.5,0.89,1
Peshawar,Pakistan,57,1,0.36,33.5,33.5,53.8,13.3,0.5,0.89,1
Peshawar,Pakistan,57,1,0.17,33.6,33.7,53.5,13.3,0.5,0.89,1
Peshawar,Pakistan,57,1,0.5,33.4,33.5,52.7,13.3,0.5,0.89,1
Peshawar,Pakistan,57,1,0.53,30.5,30.1,44.8,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.36,30.6,30.5,44.8,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.58,30.5,30.6,48.2,13.3,0.5,1.01,0
Peshawar,Pakistan,57,1,0.25,30,30,50.8,13.3,0.5,1.01,0
Peshawar,Pakistan,57,1,0.33,30.4,30.5,51.3,13.3,0.5,1.01,0
Peshawar,Pakistan,57,1,0.46,30.8,30.6,51.8,13.3,0.52,1.88,0
Peshawar,Pakistan,57,1,0.36,31.1,30.9,50.1,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.28,31.4,31.3,50.8,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.25,31.3,31.2,49.8,13.3,0.5,0.77,0
Peshawar,Pakistan,57,1,0.36,31.4,31.5,49.8,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.25,31.6,31.6,52.5,13.3,0.5,1.01,0
Peshawar,Pakistan,57,1,0.39,31.3,31.3,54.2,13.3,0.5,1.01,0
Peshawar,Pakistan,57,1,0.17,30.6,30.6,51.3,13.3,0.5,1.88,0
Peshawar,Pakistan,57,1,0.66,30.1,30.2,43.8,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.14,29.9,30.1,46.8,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.62,30.3,30.4,48.1,13.3,0.5,1.01,0
Peshawar,Pakistan,57,1,0.25,28.6,28.5,48.8,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.14,28.3,28.1,52.7,13.3,0.54,1.88,0
Peshawar,Pakistan,57,1,0.14,26.2,25.8,38.4,13.3,0.54,1.88,0
Peshawar,Pakistan,57,1,0.12,26,26,36.1,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.04,24.7,24.7,35.6,13.3,0.54,1.88,0
Peshawar,Pakistan,57,1,0.05,24.4,24.7,37.6,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.12,24.4,24.7,36,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.15,24.3,24.7,35.8,13.3,0.54,1.88,0
Peshawar,Pakistan,57,1,0.15,24,24.4,38.4,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.12,23.9,24.3,36.7,13.3,0.54,1.01,1
Peshawar,Pakistan,57,1,0.03,24.6,24.7,42.7,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.06,25.6,25.8,45.8,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.19,25.8,25.7,61.8,13.3,0.54,1.88,0
Peshawar,Pakistan,57,1,0.11,29,28.9,52.7,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.17,29.1,28.9,52.2,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.08,28.5,28.4,54.6,13.3,0.5,1.01,0
Peshawar,Pakistan,57,1,0.09,27,27.1,59.1,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.19,25.8,25.7,64.4,13.3,0.54,0.89,0
Peshawar,Pakistan,57,1,0.14,25.8,25.4,49.3,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.14,26.2,26.2,50,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.14,26.1,26.2,48.8,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.09,26.1,26.2,50.3,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.14,26,26,47.7,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.12,25.9,26.1,47,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.11,26.1,26.1,47.3,13.3,0.54,1.88,0
Peshawar,Pakistan,57,1,0.08,26.3,26.4,46.3,13.3,0.54,1.01,1
Peshawar,Pakistan,57,1,0.12,26.4,26.5,44.2,13.3,0.54,1.01,1
Peshawar,Pakistan,57,1,0.17,26.6,26.6,47.8,13.3,0.54,1.88,1
Peshawar,Pakistan,57,1,0.62,30.3,29.4,41.1,13.3,0.5,0.89,1
Peshawar,Pakistan,57,1,0.03,29.1,28.8,50.3,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.03,29.2,28.9,49.8,13.3,0.5,0.77,0
Peshawar,Pakistan,57,1,0.21,28.6,28.7,54.8,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.23,27.7,27.3,57.4,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.09,25.5,25.3,48.8,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.21,26.5,26.7,45.8,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.04,26.5,26.9,44.8,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.07,26.5,26.5,47.1,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.07,26.2,26.3,45.5,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.05,25.9,26.1,44.2,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.07,26.2,26.2,37.3,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.11,26.2,26.2,39.5,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.11,26.2,26.3,34.5,13.3,0.54,1.01,0
Peshawar,Pakistan,57,1,0.14,31.4,31,48.3,13.3,0.54,0.89,1
Peshawar,Pakistan,57,1,0.39,31.8,31.7,49.8,13.3,0.5,1.13,1
Peshawar,Pakistan,57,1,0.08,31.7,31.5,52.7,13.3,0.5,0.89,1
Peshawar,Pakistan,57,1,0.36,31.7,31.7,50.3,13.3,0.5,0.89,1
Peshawar,Pakistan,57,1,0.42,29.5,28.9,56,13.3,0.5,0.89,0
Peshawar,Pakistan,57,1,0.01,30,30.5,54.2,13.3,0.54,1.01,1
