City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
Saidu Sharif,Pakistan,18,1,0.1,30.5,30.7,49.8,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,18,1,0.08,31.1,31.5,44.8,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,18,1,0.1,32,32.1,41.1,13.3,0.52,1.01,2
Saidu Sharif,Pakistan,18,1,0.08,33.1,33.3,32.3,13.3,0.52,1.01,2
Saidu Sharif,Pakistan,18,1,0.18,34.6,34.8,17.3,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,18,1,0.2,36.4,36.6,15.4,13.3,0.52,0.77,2
Saidu Sharif,Pakistan,18,1,0.22,35.3,35.6,15.5,13.3,0.52,0.77,2
Saidu Sharif,Pakistan,18,1,0.2,36.4,36.5,15.4,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,18,1,0.03,35.7,37,15.4,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,18,1,0.01,35.4,36.5,15.4,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,18,1,0.01,35.1,35.7,15.4,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,18,1,0.01,34.1,35,28.8,13.3,0.52,0.77,1
Saidu Sharif,Pakistan,18,1,0.06,34.6,35.1,27.8,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,18,1,0.06,34.3,34.6,29.4,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,18,1,0.04,34,34.5,30,13.3,0.52,0.77,1
Saidu Sharif,Pakistan,18,1,0.05,32.6,32.9,36.4,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.12,31.8,31.6,41.1,13.3,0.52,0.89,0
Saidu Sharif,Pakistan,18,1,0.06,30.9,31.3,48.9,13.3,0.52,0.89,1
Saidu Sharif,Pakistan,18,1,0.06,30.8,31.2,51.5,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,18,1,0.05,31.9,31.9,46.8,13.3,0.52,1.01,2
Saidu Sharif,Pakistan,18,1,0.48,32.3,32.4,43.2,13.3,0.52,1.01,2
Saidu Sharif,Pakistan,18,1,0.52,33,33,41.5,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,18,1,0.03,33.5,33.6,34.9,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,18,1,0.76,34.6,34.8,27,13.3,0.52,0.77,2
Saidu Sharif,Pakistan,18,1,0.56,35.5,35.6,22.9,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,18,1,0.03,35.5,36,25.4,13.3,0.5,0.77,2
Saidu Sharif,Pakistan,18,1,0.56,36.7,36.8,17.1,13.3,0.5,0.77,2
Saidu Sharif,Pakistan,18,1,0.44,36.9,37.1,15.4,13.3,0.5,0.77,2
Saidu Sharif,Pakistan,18,1,0.01,35.8,36.9,15.4,13.3,0.52,0.89,1
Saidu Sharif,Pakistan,18,1,0.01,35.8,36.6,15.4,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,18,1,0.02,32.6,33.8,14.8,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,18,1,0.03,30.3,31.7,29.4,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,18,1,0.03,33.7,34.3,14.8,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,18,1,0.02,33.3,33.7,25.4,13.3,0.52,0.89,0
Saidu Sharif,Pakistan,18,1,0.03,33,33.1,26.9,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.03,30.9,31,38.9,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.04,30.7,30.7,42.1,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.02,27.3,27.8,61.1,13.3,0.52,0.89,0
Saidu Sharif,Pakistan,18,1,0.08,27.2,27.4,61.8,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.03,28.4,28.6,55.6,13.3,0.52,0.89,1
Saidu Sharif,Pakistan,18,1,0.12,29.2,29.3,47.3,13.3,0.52,0.77,0
Saidu Sharif,Pakistan,18,1,0.11,30,29.9,44.2,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,18,1,0.08,30.2,30.3,40.2,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.25,30.5,30.6,39.1,13.3,0.52,0.77,0
Saidu Sharif,Pakistan,18,1,0.25,31.1,31.2,38.4,13.3,0.52,0.77,0
Saidu Sharif,Pakistan,18,1,0.18,31.6,31.9,34,13.3,0.52,0.77,1
Saidu Sharif,Pakistan,18,1,0.25,32.2,32.4,23.5,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,18,1,0.01,32.1,32.7,19.7,13.3,0.5,0.89,1
Saidu Sharif,Pakistan,18,1,0.01,31.8,32.5,27.6,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,18,1,0.01,31.8,32.3,24.7,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,18,1,0.06,29.3,29.8,23.5,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.05,28.2,29,21.6,13.3,0.52,0.89,0
Saidu Sharif,Pakistan,18,1,0.06,24.6,25.8,54.1,13.3,0.52,0.77,0
Saidu Sharif,Pakistan,18,1,0.07,23.8,24.2,64.4,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.08,23.5,23.9,64.4,13.3,0.52,0.89,0
Saidu Sharif,Pakistan,18,1,0.08,23.2,23.7,65.1,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.05,23.2,23.7,66.5,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.08,23.7,23.8,68.2,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.07,25,25.1,66.9,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.11,26.7,26.9,53.2,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.2,27.9,27.9,55.6,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,18,1,0.05,28.4,28.8,45.8,13.3,0.52,0.89,1
Saidu Sharif,Pakistan,18,1,0.05,28.8,29.1,33.3,13.3,0.52,0.77,1
Saidu Sharif,Pakistan,18,1,0.18,29.7,29.9,30.5,13.3,0.5,0.77,1
Saidu Sharif,Pakistan,18,1,0.05,29.4,29.8,34,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,18,1,0.02,29,29.5,37.3,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.05,28.6,29.1,35.1,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,18,1,0.03,28.3,28.6,38.9,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.01,26,26.9,44.8,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.01,24.7,26.2,56,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.08,24.2,24.8,58.3,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.07,23.3,23.9,62.8,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.07,22.9,23.4,64.3,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.04,21.6,22.1,68.9,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.07,21.6,21.9,62.1,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.07,21.5,21.8,63.6,13.3,0.54,1.88,-1
Saidu Sharif,Pakistan,18,1,0.07,21.9,22.1,62.7,13.3,0.52,1.01,-1
Saidu Sharif,Pakistan,18,1,0.08,22.5,22.5,66.1,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.08,23.3,23.2,64.8,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.07,23.8,24,57.8,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.1,24.3,24.1,56.5,13.3,0.6,1.13,1
Saidu Sharif,Pakistan,18,1,0.08,25.6,25.5,55.1,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.07,26,25.9,51.3,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.03,25.3,25.6,49.8,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.04,25.1,25.2,53.6,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.03,24.8,24.9,60.5,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,18,1,0.11,24.2,24.3,59.2,13.3,0.52,1.01,-1
Saidu Sharif,Pakistan,18,1,0.01,23.3,23.6,65.2,13.3,0.52,1.01,-1
Saidu Sharif,Pakistan,18,1,0.01,23.1,24.1,65.2,13.3,0.52,0.89,-1
Saidu Sharif,Pakistan,18,1,0.28,25.7,25.4,53.6,13.3,0.52,0.77,0
Saidu Sharif,Pakistan,18,1,0.03,21.7,21.9,60.1,13.3,0.52,0.89,-2
Saidu Sharif,Pakistan,18,1,0.08,20.4,20.3,65.7,13.3,0.52,1.88,-2
Saidu Sharif,Pakistan,18,1,0.06,20.6,20.9,61.8,13.3,0.52,1.01,-2
Saidu Sharif,Pakistan,18,1,0.08,21.4,21.3,58.3,13.3,0.52,1.01,-1
Saidu Sharif,Pakistan,18,1,0.11,22.5,21.9,56.5,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.12,23.4,22.4,52.2,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,18,1,0.03,23.6,23.9,50.6,13.3,0.52,0.89,0
Saidu Sharif,Pakistan,20,2,0.19,35.3,35.7,27,13.3,1.06,0.89,2
Saidu Sharif,Pakistan,20,2,0.76,35.8,36.8,19.2,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,1.37,35.5,35.9,21,13.3,1.06,1.88,1
Saidu Sharif,Pakistan,20,2,0.06,34.6,35.5,23,13.3,0.98,1.88,1
Saidu Sharif,Pakistan,20,2,0.1,33.9,35,25.3,13.3,0.98,1.01,1
Saidu Sharif,Pakistan,20,2,0.19,32.4,33,40,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.19,33.1,33.9,39.9,13.3,1.06,0.77,1
Saidu Sharif,Pakistan,20,2,0.35,32.5,33.1,44.3,13.3,1.06,0.77,1
Saidu Sharif,Pakistan,20,2,0.24,31.4,31.5,51.3,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.14,30.9,30,57.1,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.32,29.4,29.9,57.4,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.21,28.3,28.9,62.1,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.1,28.3,28.7,64.4,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.19,30.1,29.4,59.2,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.05,29.1,31.1,51.3,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.61,32.4,32.6,48.3,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.28,33.3,34.2,37.8,13.3,1.06,1.13,1
Saidu Sharif,Pakistan,20,2,0.61,35.2,35.7,29.3,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,1.02,33.7,34.1,32.8,13.3,1.06,1.88,1
Saidu Sharif,Pakistan,20,2,0.19,35.3,35.6,23.1,13.3,1.06,1.88,2
Saidu Sharif,Pakistan,20,2,1.12,36.1,36.4,23.6,13.3,1.04,1.01,2
Saidu Sharif,Pakistan,20,2,0.76,36.1,36.7,24.7,13.3,1.06,0.89,2
Saidu Sharif,Pakistan,20,2,1.44,35.6,35.6,32.8,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.22,35.4,36.2,28.8,13.3,1.06,1.88,2
Saidu Sharif,Pakistan,20,2,0.19,34.2,34.4,34,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.24,34.6,35.3,31.1,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.11,34.3,34.8,35.6,13.3,1.06,0.77,0
Saidu Sharif,Pakistan,20,2,0.64,34.9,35.5,41.6,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.09,34.7,35.1,35.6,13.3,1.06,0.77,0
Saidu Sharif,Pakistan,20,2,0.14,32.9,33.1,42.7,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.14,32.6,33,45.5,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.35,28.7,29.2,67.3,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.4,31.4,32.3,55.1,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,1.08,32.6,30.9,58.3,13.3,1.06,1.01,2
Saidu Sharif,Pakistan,20,2,0.32,32,32.2,53.6,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.19,32.7,32.6,49.8,13.3,1.06,0.77,1
Saidu Sharif,Pakistan,20,2,0.19,33.4,33.5,46.8,13.3,1.06,0.77,0
Saidu Sharif,Pakistan,20,2,0.24,35.5,36.3,29.5,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.19,35.2,35.3,33.4,13.3,1.06,0.89,2
Saidu Sharif,Pakistan,20,2,0.5,36,36.1,32.5,13.3,1.06,1.01,2
Saidu Sharif,Pakistan,20,2,0.37,36.4,36.9,24.7,13.3,1.06,0.89,2
Saidu Sharif,Pakistan,20,2,0.32,35.6,36.4,26.3,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.5,33.3,33.7,19.2,13.3,1.06,1.88,2
Saidu Sharif,Pakistan,20,2,0.71,29.5,29.7,37.8,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.92,29.1,29.7,56.4,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.19,29.9,30.5,44.8,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.18,33.2,33.3,30.5,13.3,1.04,0.77,0
Saidu Sharif,Pakistan,20,2,0.12,31,31.2,47,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.14,30.8,30.9,49.9,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.37,27,27.3,64.8,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.24,28.7,29.4,61.4,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.15,27.2,27.9,68.1,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.61,28.9,29.3,60.1,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.5,29.2,29.6,56.5,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,1.25,30.3,30.3,46.3,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.45,30.5,31.1,49.8,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.79,30.7,31.3,45.1,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.88,32.1,32.5,37.8,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,1.3,32.8,32.8,34.5,13.3,1.06,0.77,2
Saidu Sharif,Pakistan,20,2,0.56,33.2,33.3,27,13.3,1.06,1.01,2
Saidu Sharif,Pakistan,20,2,0.53,32.2,32.9,32.3,13.3,1.06,1.88,2
Saidu Sharif,Pakistan,20,2,0.71,31.3,31.8,34.5,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.45,29.9,30.6,47.3,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.22,29.8,30.5,45.8,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.28,29.5,30,49.8,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.35,27.9,28.5,36,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.48,27,27,46.3,13.3,1.04,0.77,0
Saidu Sharif,Pakistan,20,2,0.28,22.8,22.9,72.9,13.3,1.06,1.01,-1
Saidu Sharif,Pakistan,20,2,0.37,21.6,22,75.2,13.3,1.06,1.01,-1
Saidu Sharif,Pakistan,20,2,0.79,26.2,25.6,55.1,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.19,22.8,23.1,72,13.3,1.06,1.13,0
Saidu Sharif,Pakistan,20,2,0.24,23.7,24.2,72,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.32,24.7,24.2,72,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.53,26.4,26.2,61.8,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.28,27.2,27.5,59.2,13.3,1.06,1.88,1
Saidu Sharif,Pakistan,20,2,0.64,28.4,28.3,54.6,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.5,29.2,29.4,47.3,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.88,29.9,30.5,37.8,13.3,1.04,1.01,1
Saidu Sharif,Pakistan,20,2,0.79,30.3,30.7,37.8,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.71,29.4,29.9,44.8,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.32,27.3,28.3,49.8,13.3,1.06,1.13,0
Saidu Sharif,Pakistan,20,2,0.26,27.3,27.8,53.3,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.67,27.4,27.8,50.3,13.3,1.06,1.13,0
Saidu Sharif,Pakistan,20,2,0.56,26.2,26.3,56.8,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.35,22.2,21.9,65.2,13.3,1.06,1.13,0
Saidu Sharif,Pakistan,20,2,0.53,20.7,20.9,69.3,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.56,20.8,20.8,69.3,13.3,1.06,0.89,-2
Saidu Sharif,Pakistan,20,2,0.21,22.9,23,64.7,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.14,23.4,23.5,64.4,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.26,23.7,23.7,65.2,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.24,24.1,24,62.3,13.3,1.06,0.89,-2
Saidu Sharif,Pakistan,20,2,0.19,25,25.4,59.2,13.3,1.06,1.13,0
Saidu Sharif,Pakistan,20,2,0.45,26.9,27.1,45.8,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.19,26,26.1,52.7,13.3,1.06,1.13,1
Saidu Sharif,Pakistan,20,2,0.21,25.2,25.5,64,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.5,24.8,24.9,62.7,13.3,1.06,1.13,0
Saidu Sharif,Pakistan,20,2,0.22,24.2,24.3,65.2,13.3,1.06,1.01,-2
Saidu Sharif,Pakistan,20,2,0.28,23,23.5,67.7,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.22,22.7,22.4,71.6,13.3,1.06,1.01,-2
Saidu Sharif,Pakistan,20,2,0.37,21.6,21.8,72.7,13.3,1.06,0.77,0
Saidu Sharif,Pakistan,20,2,0.19,20.3,20.4,75.2,13.3,1.06,1.01,-2
Saidu Sharif,Pakistan,20,2,0.24,19.6,20.2,73.8,13.3,1.06,1.13,-2
Saidu Sharif,Pakistan,20,2,0.18,19.5,19.8,77,13.3,1.06,1.01,-1
Saidu Sharif,Pakistan,20,2,0.18,20,20.2,69.7,13.3,1.06,1.01,-1
Saidu Sharif,Pakistan,20,2,0.28,20.9,20.9,65.7,13.3,1.06,0.89,-1
Saidu Sharif,Pakistan,20,2,0.19,21.8,21.9,61.4,13.3,1.04,1.01,0
Saidu Sharif,Pakistan,20,2,0.32,23.2,22.9,63.6,13.3,1.06,1.01,0
Saidu Sharif,Pakistan,20,2,0.32,24.1,24.1,63.6,13.3,1.06,1.13,0
Saidu Sharif,Pakistan,20,2,0.16,25.3,25.7,51.8,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.4,27.9,28,45.3,13.3,1.06,1.01,1
Saidu Sharif,Pakistan,20,2,0.5,29.2,29.3,26.5,13.3,1.06,0.89,0
Saidu Sharif,Pakistan,20,2,0.24,29.9,30.7,13.7,13.3,1.06,1.88,0
Saidu Sharif,Pakistan,20,2,0.22,30.2,30.9,20.4,13.3,1.06,1.13,1
Saidu Sharif,Pakistan,20,1,0.1,28.7,29,63.6,13.3,0.6,1.01,2
Saidu Sharif,Pakistan,20,1,0.25,31.8,31.8,41.6,13.3,0.5,1.01,2
Saidu Sharif,Pakistan,20,1,0.12,31.8,32,41.6,13.3,0.5,1.01,2
Saidu Sharif,Pakistan,20,1,0.07,31.8,32.1,38.2,13.3,0.5,1.01,2
Saidu Sharif,Pakistan,20,1,0.02,31.9,32.1,36.7,13.3,0.5,1.01,2
Saidu Sharif,Pakistan,20,1,0.02,32.1,32.2,38.6,13.3,0.5,1.01,2
Saidu Sharif,Pakistan,20,1,1.04,31.9,32.2,45.8,13.3,0.5,1.01,1
Saidu Sharif,Pakistan,20,1,0.02,31.7,32,44.4,13.3,0.5,1.01,1
Saidu Sharif,Pakistan,20,1,0.04,30.7,30.8,49.4,13.3,0.5,0.89,1
Saidu Sharif,Pakistan,20,1,0.2,30.8,30.8,50.8,13.3,0.5,1.88,1
Saidu Sharif,Pakistan,20,1,0.15,31.1,30.9,49.8,13.3,0.5,1.13,2
Saidu Sharif,Pakistan,20,1,0.25,31.2,31.2,52.2,13.3,0.52,0.89,1
Saidu Sharif,Pakistan,20,1,0.22,31.6,31.6,51.8,13.3,0.52,1.01,2
Saidu Sharif,Pakistan,20,1,0.2,32,31.9,41.6,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.07,32.4,32.1,38.4,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.22,32.7,32.7,36.7,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.22,33.1,33,37.3,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,20,1,0.2,33.3,33.5,37.5,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.15,33.2,33.4,37.3,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.01,33.2,33.5,38.4,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,20,1,0.02,33.3,33.5,37.3,13.3,0.52,1.01,2
Saidu Sharif,Pakistan,20,1,0.01,33.3,33.6,37.6,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.18,31.8,31.9,49.4,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.18,31.8,31.9,49.3,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,20,1,0.18,31.9,32.1,50.2,13.3,0.5,1.13,2
Saidu Sharif,Pakistan,20,1,0.31,32.3,32.1,52.3,13.3,0.52,1.01,2
Saidu Sharif,Pakistan,20,1,0.71,32.8,32.7,49.3,13.3,0.52,1.01,2
Saidu Sharif,Pakistan,20,1,0.61,33.1,33.2,44.1,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,20,1,0.42,33.1,33,46.8,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.38,33.4,33.3,47.2,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,20,1,0.38,33.5,33.5,46.8,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,20,1,0.06,32.9,32.8,48.8,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.1,32.8,32.6,50.3,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,20,1,0.02,33.6,33.8,37.8,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,20,1,0.01,32.9,33.1,31.7,13.3,0.52,0.89,1
Saidu Sharif,Pakistan,20,1,0.06,32.3,32.5,27,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,20,1,1.04,32.1,32.2,34,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.71,30.8,31.5,28.8,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.19,28.7,28.3,59.7,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,20,1,0.14,31.4,31.1,41.8,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.1,31.3,31.1,43.4,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.08,31,31.2,41.6,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,20,1,0.1,31.1,31.2,41.6,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.1,31.1,31.2,42.7,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,20,1,0.08,31.1,31.2,44.8,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,20,1,0.1,31.2,31.2,43.2,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,20,1,0.1,31.4,31.2,41.1,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.12,31.5,31.5,37.6,13.3,0.52,1.13,2
Saidu Sharif,Pakistan,20,1,0.02,31.5,31.6,34.5,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.02,31.5,31.8,31.7,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,20,1,0.01,31.2,31.7,34.7,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.12,29.9,30,30,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.2,29.9,29.9,24.7,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,20,1,0.2,27.3,27.4,51.9,13.3,0.52,1.88,0
Saidu Sharif,Pakistan,20,1,0.06,27.1,27.3,54.2,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,20,1,0.66,27.6,27.7,56.9,13.3,0.52,1.01,0
Saidu Sharif,Pakistan,20,1,0.18,27.8,27.6,56.5,13.3,0.52,0.89,2
Saidu Sharif,Pakistan,20,1,0.14,27.7,27.6,50.9,13.3,0.5,1.01,2
Saidu Sharif,Pakistan,20,1,1.12,28.4,28,54.3,13.3,0.52,1.01,2
Saidu Sharif,Pakistan,20,1,0.35,28.4,28.2,50.3,13.3,0.37,1.88,2
Saidu Sharif,Pakistan,20,1,0.35,28.8,28.5,40.7,13.3,0.37,1.01,2
Saidu Sharif,Pakistan,20,1,0.31,28.9,28.9,41.6,13.3,0.37,1.13,2
Saidu Sharif,Pakistan,20,1,0.35,29.3,29,43.3,13.3,0.37,1.13,2
Saidu Sharif,Pakistan,20,1,0.66,29.1,29,44.2,13.3,0.37,1.13,2
Saidu Sharif,Pakistan,20,1,0.22,25.2,25.3,56.8,13.3,0.37,1.88,2
Saidu Sharif,Pakistan,20,1,0.06,24.9,25,61.4,13.3,0.37,0.89,1
Saidu Sharif,Pakistan,20,1,0.46,28.3,28.1,48.8,13.3,0.37,1.88,1
Saidu Sharif,Pakistan,20,1,0.5,28.2,28.1,49.8,13.3,0.37,1.13,0
Saidu Sharif,Pakistan,20,1,0.03,27.6,27.6,47.3,13.3,0.52,1.13,0
Saidu Sharif,Pakistan,20,1,0.02,25.7,25.9,50.3,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,20,1,0.02,25.3,25.6,50.9,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,20,1,0.01,25.2,25.4,55,13.3,0.52,1.01,1
Saidu Sharif,Pakistan,20,1,0.02,25,25,56.3,13.3,0.52,1.13,1
Saidu Sharif,Pakistan,20,1,0.02,25.3,25.3,56.3,13.3,0.52,1.88,2
Saidu Sharif,Pakistan,20,1,0.02,25.5,25.5,55.1,13.3,0.52,1.88,1
Saidu Sharif,Pakistan,20,1,0.05,25.9,25.9,60.1,13.3,0.52,1.88,1
