City,Country,Age,Sex,Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,Thermal sensation
Montreal,Canada,42,2,0.07,26.3,25.5,39.2,13.3,0.5,1.1,2
Montreal,Canada,31,2,0.07,26.6,25.4,38.4,13.3,0.7,1.2,1
Montreal,Canada,30,2,0.06,26.5,25.6,38.5,13.3,0.4,1.1,1
Montreal,Canada,26,2,0.05,26.3,25.1,39.3,13.3,0.7,1,1
Montreal,Canada,39,1,0.06,27.1,26,37.2,13.3,1,1.1,2
Montreal,Canada,32,1,0.05,26.8,25.6,38.6,13.3,0.5,1.4,1
Montreal,Canada,36,2,0.06,26.8,25.9,38.4,13.3,0.4,1.2,1
Montreal,Canada,29,1,0.06,26.5,25.8,39.4,13.3,0.5,1.6,-1
Montreal,Canada,41,1,0.05,26.7,25.4,39.1,13.3,0.5,1.2,1
Montreal,Canada,16,2,0.06,26.6,25.7,38.8,13.3,0.5,1,1
Montreal,Canada,34,2,0.07,26.7,25.8,39,13.3,0.5,1.1,1
Montreal,Canada,26,1,0.09,26.5,25.8,39.3,13.3,0.8,1.6,2
Montreal,Canada,29,2,0.06,26.9,25.7,38.5,13.3,0.4,1.2,2
Montreal,Canada,36,1,0.11,26.9,25.7,38.4,13.3,0.5,1.2,1
Montreal,Canada,40,1,0.06,27.5,26.3,37.1,13.3,0.4,1.1,2
Montreal,Canada,19,1,0.07,27.5,26.4,36.9,13.3,0.5,1.3,1
Montreal,Canada,33,1,0.06,27.2,25.9,37.8,13.3,0.6,1,2
Montreal,Canada,35,1,0.07,26.2,25.2,41,13.3,0.7,1.5,2
Montreal,Canada,34,2,0.1,23.3,23,42.6,13.3,0.6,1.6,-1
Montreal,Canada,48,1,0.09,22.4,22.6,43.8,13.3,0.5,1.3,0
Montreal,Canada,40,2,0.09,22.1,21.6,44.3,13.3,0.4,1,-2
Montreal,Canada,45,1,0.09,23.2,23.1,41.8,13.3,0.6,1,-1
