,City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
97635,San Francisco,USA,31,1,0.1,23.1,23.4,65.9,13.3,0.56,1.2,0
97636,San Francisco,USA,31,1,0.11,22.3,22.9,69,13.3,0.6,1.4,0
97637,San Francisco,USA,31,1,0.23,22.7,22.9,67.1,13.3,0.76,1,-1
97638,San Francisco,USA,31,1,0.18,21.2,21.7,72.5,13.3,0.48,1,0
97639,San Francisco,USA,31,1,0.16,22.6,23.2,75,13.3,0.54,1.2,-1
97640,San Francisco,USA,31,2,0.23,21.7,22.8,77.3,13.3,0.53,1.2,0
97641,San Francisco,USA,31,1,0.18,22.4,22.9,71.2,13.3,0.62,1.4,0
97642,San Francisco,USA,31,2,0.12,22.6,22.9,67.5,13.3,0.73,1.2,-1
97643,San Francisco,USA,31,2,0.18,23.1,23.4,68.7,13.3,0.45,1.4,1
97644,San Francisco,USA,31,2,0.11,21.9,22.4,69.9,13.3,1,1,0
97645,San Francisco,USA,31,1,0.26,22.2,22.4,69,13.3,0.76,1,-2
97646,San Francisco,USA,31,2,0.12,22.6,23.3,71.4,13.3,0.66,1,1
97647,San Francisco,USA,31,1,0.26,23.4,24.1,72.2,13.3,0.62,1.4,1
97648,San Francisco,USA,31,2,0.22,22.9,23.7,75.4,13.3,0.53,1.2,1
97649,San Francisco,USA,31,1,0.16,23.5,24.4,77.9,13.3,0.54,1.2,0
97650,San Francisco,USA,31,2,0.09,23.3,23.6,66.7,13.3,0.26,1.4,0
97651,San Francisco,USA,31,2,0.17,24.1,24.1,63.7,13.3,0.72,1.2,1
97652,San Francisco,USA,31,2,0.06,22.7,23.3,69,13.3,0.52,1,0
97653,San Francisco,USA,31,2,0.15,22.5,23.1,69.9,13.3,0.45,1,0
97654,San Francisco,USA,31,1,0.14,22.2,22.8,71.2,13.3,0.62,1,1
97655,San Francisco,USA,31,1,0.12,23,23.3,67.4,13.3,0.48,1,0
97656,San Francisco,USA,31,1,0.17,22.4,22.9,72,13.3,0.61,1,2
97657,San Francisco,USA,31,2,0.05,21.8,22.4,73.5,13.3,0.66,1,1
97658,San Francisco,USA,31,2,0.11,24.2,23.9,63.3,13.3,0.72,1,0
97659,San Francisco,USA,31,1,0.1,23,23.2,68.5,13.3,0.48,1.4,0
97660,San Francisco,USA,31,2,0.17,22.3,23,71.4,13.3,0.48,1,0
97661,San Francisco,USA,31,1,0.21,22.5,23.3,75.6,13.3,0.61,1,1
97662,Palo Alto,USA,31,2,0.1,23.6,23.9,64.4,13.3,0.53,1.4,2
97663,Palo Alto,USA,31,2,0.1,23.1,23.4,62.7,13.3,0.49,1,-2
97664,Palo Alto,USA,31,1,0.06,22.9,23.2,62.2,13.3,0.68,1,0
97665,Palo Alto,USA,31,2,0.1,24.1,24.1,58.6,13.3,0.54,1,0
97666,Palo Alto,USA,31,1,0.03,23,23.2,64,13.3,0.46,1.4,-1
97667,Palo Alto,USA,31,2,0.08,24.8,24.7,55.3,13.3,0.48,1,0
97668,Palo Alto,USA,31,1,0.04,23.2,23.5,63.5,13.3,0.37,1,0
97669,Palo Alto,USA,31,1,0.07,23.5,23.8,60.3,13.3,0.62,1.2,0
97670,Palo Alto,USA,31,2,0.13,22.6,23.1,61.3,13.3,0.46,1.2,0
97671,Palo Alto,USA,31,1,0.19,23.2,23.3,59.3,13.3,0.58,1,0
97672,Palo Alto,USA,31,2,0.07,23.6,23.6,57.4,13.3,0.28,1.4,-2
97673,Palo Alto,USA,31,2,0.07,23.6,23.8,59.5,13.3,0.66,1,0
97674,Palo Alto,USA,31,2,0.04,23.8,23.9,59,13.3,0.48,1,0
97675,Palo Alto,USA,31,1,0.11,22.6,23,64.6,13.3,0.45,1.2,0
97676,Palo Alto,USA,31,2,0.14,23,23.2,62.9,13.3,0.54,1.2,1
97677,Palo Alto,USA,31,2,0.07,23.5,23.7,61.3,13.3,0.6,1.2,1
97678,Palo Alto,USA,31,2,0.16,23.4,23.8,62.3,13.3,0.33,1.2,0
97679,Palo Alto,USA,31,1,0.05,23.6,23.7,61.6,13.3,0.54,1.2,1
97680,Palo Alto,USA,31,1,0.07,23,23.3,64.4,13.3,0.76,1,0
97681,Palo Alto,USA,31,1,0.09,23.2,23.6,64.4,13.3,0.28,1.4,0
97682,Palo Alto,USA,31,1,0.07,23.7,23.9,60.9,13.3,0.45,1.4,2
97683,Palo Alto,USA,31,2,0.07,23.5,23.6,60.3,13.3,0.47,1.4,0
97684,Palo Alto,USA,31,2,0.09,22.9,23.2,61.2,13.3,0.49,1.2,1
97685,Palo Alto,USA,31,2,0.06,22.4,22.7,63.6,13.3,0.35,1.4,0
97686,Palo Alto,USA,31,2,0.04,22.5,22.6,64.1,13.3,0.46,1.4,0
97687,Palo Alto,USA,31,2,0.09,24.7,24.7,54.7,13.3,0.73,1.2,2
97688,Palo Alto,USA,31,2,0.12,23.4,24,60.7,13.3,0.5,1.2,1
97689,Palo Alto,USA,31,1,0.02,23.7,23.6,63,13.3,0.61,1,1
97690,Palo Alto,USA,31,1,0.05,23.3,23.5,58.8,13.3,0.37,1,0
97691,Palo Alto,USA,31,2,0.07,23.4,23.5,52.6,13.3,0.3,1,1
97692,Palo Alto,USA,31,2,0.16,23.9,23.9,50.9,13.3,0.69,1,0
97693,Palo Alto,USA,31,2,0.11,23.8,23.9,55.1,13.3,0.66,1.2,-1
97694,Palo Alto,USA,31,1,0.08,23.3,23.6,58.3,13.3,0.51,1,1
97695,Palo Alto,USA,31,2,0.07,23.7,23.9,55.2,13.3,0.48,1.4,2
97696,Palo Alto,USA,31,2,0.16,23.7,24,56.6,13.3,0.48,1.2,1
97697,Palo Alto,USA,31,1,0.07,23.6,23.9,55.5,13.3,0.54,1,1
97698,Palo Alto,USA,31,1,0.07,23.1,23.4,57.5,13.3,0.76,1.2,0
97699,Palo Alto,USA,31,2,0.08,23.8,24,57,13.3,0.35,1.4,-1
97700,Palo Alto,USA,31,2,0.15,23.7,23.9,54.3,13.3,0.33,1,0
97701,Palo Alto,USA,31,2,0.09,23.5,23.7,60.8,13.3,0.41,1,-1
97702,Palo Alto,USA,31,2,0.04,23.4,23.7,61.5,13.3,0.48,1,0
97703,Palo Alto,USA,31,1,0.13,22.8,23.2,65.8,13.3,0.51,1.2,0
97704,Palo Alto,USA,31,1,0.12,23.7,24,64.6,13.3,0.62,1.2,0
97705,Palo Alto,USA,31,1,0.24,24.7,25.1,61.6,13.3,0.49,1,1
97706,Palo Alto,USA,31,2,0.13,23.3,23.5,64.2,13.3,0.48,1.2,1
97707,Palo Alto,USA,31,1,0.07,23.3,23.5,63.5,13.3,0.54,1.4,0
97708,Palo Alto,USA,31,2,0.16,23.9,24,61.5,13.3,0.51,1.4,1
97709,Palo Alto,USA,31,1,0.07,22.9,23.3,65.4,13.3,0.58,1,0
97710,Palo Alto,USA,31,2,0.05,22.6,22.8,65.4,13.3,0.52,1.2,0
97711,Palo Alto,USA,31,2,0.08,22.5,22.7,66.3,13.3,0.46,1.2,-1
97712,Palo Alto,USA,31,2,0.09,23.6,23.8,64.4,13.3,0.54,1,0
97713,Palo Alto,USA,31,2,0.05,23.7,23.8,61.6,13.3,0.39,1.4,1
97714,Palo Alto,USA,31,1,0.07,22.9,23.3,66.1,13.3,0.62,1.2,0
97715,Palo Alto,USA,31,2,0.15,23.3,23.6,65.6,13.3,0.48,1.2,0
97716,Palo Alto,USA,31,2,0.05,23.3,23.7,66.8,13.3,0.47,1.4,2
97717,Palo Alto,USA,31,1,0.19,23.7,23.9,63.1,13.3,0.5,1,1
97718,Palo Alto,USA,31,2,0.17,24,24.1,61.1,13.3,0.47,1,0
97719,Palo Alto,USA,31,2,0.12,23.2,23.4,63.7,13.3,0.63,1.2,0
97720,Palo Alto,USA,31,2,0.06,23.7,23.8,61.7,13.3,0.48,1.4,-1
97721,Palo Alto,USA,31,2,0.1,22.9,23.1,63.6,13.3,0.55,1.2,-1
97722,Palo Alto,USA,31,1,0.1,22.8,23.1,64.6,13.3,0.76,1,0
97723,Palo Alto,USA,31,1,0.03,23.4,23.5,63.8,13.3,0.54,1,0
97724,Palo Alto,USA,31,1,0.09,23.3,23.6,65.5,13.3,0.51,1.2,1
97725,Palo Alto,USA,31,2,0.09,23.8,23.9,61.2,13.3,0.41,1,0
97726,Palo Alto,USA,31,1,0.02,23.2,23.4,65.4,13.3,0.62,1,2
97727,Palo Alto,USA,31,2,0.07,24.3,24.5,58.9,13.3,0.54,1.2,0
97728,Palo Alto,USA,31,2,0.07,22.8,23.1,64.8,13.3,0.52,1.2,2
97729,Palo Alto,USA,31,2,0.04,22.7,22.9,65.2,13.3,0.46,1,-1
97730,Palo Alto,USA,31,2,0.12,23.5,23.7,60.9,13.3,0.54,1,0
97731,Palo Alto,USA,31,2,0.03,23.4,23.5,61.1,13.3,0.38,1.4,0
97732,Palo Alto,USA,31,2,0.05,23.1,23.4,66.3,13.3,0.52,1,0
97733,Palo Alto,USA,31,2,0.11,23.3,23.3,63.7,13.3,0.44,1.2,-2
97734,Palo Alto,USA,31,2,0.09,23.6,23.7,62.6,13.3,0.55,1.4,0
97735,Palo Alto,USA,31,2,0.08,23,23.4,63.7,13.3,0.64,1.2,1
97736,Palo Alto,USA,31,2,0.1,23.9,24.3,74.5,13.3,0.44,1.2,0
97737,Palo Alto,USA,31,2,0.04,22.7,23,65.2,13.3,0.56,1,0
97739,Palo Alto,USA,31,2,0.12,23.9,24.3,68.4,13.3,0.44,1.4,2
97740,Palo Alto,USA,31,2,0.12,23.4,23.6,57.3,13.3,0.48,1,0
97741,Palo Alto,USA,31,1,0.06,23,23.4,62.9,13.3,0.76,1.2,0
97742,Palo Alto,USA,31,2,0.16,23.7,23.7,60.4,13.3,0.5,1,0
97743,Palo Alto,USA,31,2,0.09,23,23.3,61.6,13.3,0.62,1.2,0
97744,Palo Alto,USA,31,1,0.05,23.6,23.8,60.9,13.3,0.37,1,0
97745,Palo Alto,USA,31,1,0.07,23.5,23.8,60.2,13.3,0.62,1.2,0
97746,Palo Alto,USA,31,2,0.15,24.3,24.3,55.7,13.3,0.47,1,0
97747,Palo Alto,USA,31,2,0.06,23.9,24,57.8,13.3,0.43,1.4,0
97748,Palo Alto,USA,31,2,0.07,25,25.3,51.6,13.3,0.52,1,0
97749,Palo Alto,USA,31,2,0.08,24,24.1,56.6,13.3,0.46,1,0
97750,Palo Alto,USA,31,2,0.06,23.8,24,57.3,13.3,0.55,1.4,0
97751,Palo Alto,USA,31,1,0.09,23.8,24.1,56.8,13.3,0.54,1.2,0
97752,Palo Alto,USA,31,2,0.06,23.5,23.7,54.8,13.3,0.49,1,0
97753,Palo Alto,USA,31,2,0.1,24.2,24.3,52.4,13.3,0.59,1,0
97754,San Francisco,USA,31,1,0.15,25.4,25.1,61.7,13.3,0.62,1.4,2
97755,San Francisco,USA,31,1,0.06,24.1,24.4,66,13.3,0.82,1,0
97756,San Francisco,USA,31,1,0.05,22.8,23.3,71.5,13.3,0.76,1.2,0
97757,San Francisco,USA,31,2,0.12,24.4,24.6,64.8,13.3,0.62,1,1
97758,San Francisco,USA,31,1,0.06,24.7,24.8,63.9,13.3,0.48,1,2
97759,San Francisco,USA,31,1,0.11,24.3,24.7,66,13.3,0.76,1,1
97760,San Francisco,USA,31,1,0.06,24.3,24.5,65.9,13.3,0.65,1.2,1
97761,San Francisco,USA,31,2,0.08,26.4,26.8,64.7,13.3,0.36,1.2,2
97762,San Francisco,USA,31,2,0.12,24.4,24.4,66.6,13.3,0.5,1,-2
97763,San Francisco,USA,31,2,0.15,26.2,26.2,61.6,13.3,0.72,1,1
97764,San Francisco,USA,31,2,0.04,27.6,27.6,56.3,13.3,0.56,1.2,2
97765,San Francisco,USA,31,2,0.13,25,25,64,13.3,0.63,1,0
97766,San Francisco,USA,31,1,0.11,25.1,25.1,63.4,13.3,0.55,1,1
97767,San Francisco,USA,31,1,0.06,23.9,23.9,67.9,13.3,1.08,1.2,0
97768,San Francisco,USA,31,2,0.17,26.7,26.7,58.1,13.3,0.76,1.2,2
97769,San Francisco,USA,31,2,0.08,25.7,25.7,62.7,13.3,0.6,1.2,1
97770,San Francisco,USA,31,1,0.02,25.6,25.6,61.7,13.3,0.75,1.2,1
97771,San Francisco,USA,31,2,0.07,24.3,24.3,66,13.3,0.44,1.2,0
97772,San Francisco,USA,31,2,0.13,24.3,24.3,65.6,13.3,0.47,1,0
97773,San Francisco,USA,31,1,0.11,24.9,24.9,63.6,13.3,0.76,1,2
97774,San Francisco,USA,31,1,0.07,24.9,24.9,63.9,13.3,0.71,1,1
97775,San Francisco,USA,31,1,0.07,23.8,23.8,68.4,13.3,0.76,1,1
97776,San Francisco,USA,31,1,0.15,25.4,24.8,63.3,13.3,0.62,1,2
97777,San Francisco,USA,31,2,0.14,24.8,25,63.5,13.3,0.63,1.2,2
97778,San Francisco,USA,31,2,0.12,24.2,24.2,64.9,13.3,0.5,1.2,-2
97779,San Francisco,USA,31,2,0.09,25.6,25.7,60.5,13.3,0.58,1,2
97780,San Francisco,USA,31,2,0.08,26.1,26.5,63.9,13.3,0.45,1.2,2
97781,San Francisco,USA,31,2,0.11,24.1,24.7,66.2,13.3,0.47,1.2,0
97782,San Francisco,USA,31,2,0.07,23,23.3,67.8,13.3,0.47,1,-1
97783,San Francisco,USA,31,2,0.09,23.3,23.4,67.3,13.3,0.63,1.2,-1
97784,San Francisco,USA,31,2,0.14,23.8,24.1,65.7,13.3,0.62,1.2,2
97785,San Francisco,USA,31,1,0.05,24.6,24.7,63.2,13.3,0.48,1,0
97786,San Francisco,USA,31,1,0.06,24.3,24.6,64.6,13.3,0.76,1,1
97787,San Francisco,USA,31,1,0.06,24.6,24.7,64.2,13.3,0.76,1,0
97788,San Francisco,USA,31,1,0.09,24.5,24.7,65.8,13.3,0.52,1,0
97789,San Francisco,USA,31,1,0.03,25.1,25,62.5,13.3,0.72,1,0
97790,San Francisco,USA,31,1,0.07,23,23.3,70.3,13.3,0.76,1,1
97791,San Francisco,USA,31,2,0.1,25.3,25.5,61.9,13.3,0.76,1.2,2
97792,San Francisco,USA,31,2,0.08,25.8,26.3,65.1,13.3,0.48,1,0
97793,San Francisco,USA,31,2,0.07,25.3,25.5,64.3,13.3,0.54,1.2,2
97794,San Francisco,USA,31,1,0.07,23.8,24.3,67.1,13.3,0.55,1,1
97795,San Francisco,USA,31,2,0.11,23.9,24.4,65.9,13.3,0.51,1.2,0
97796,San Francisco,USA,31,1,0.12,25.4,25.2,61.3,13.3,0.62,1.4,2
97797,San Francisco,USA,31,1,0.04,23.9,24,68,13.3,0.83,1.2,1
97798,San Francisco,USA,31,1,0.07,24.5,24.6,65.6,13.3,0.67,1.2,2
97799,San Francisco,USA,31,1,0.05,24.6,24.7,65.6,13.3,0.75,1.2,0
97800,San Francisco,USA,31,1,0.06,24.3,24.5,66,13.3,0.62,1.2,0
97801,San Francisco,USA,31,1,0.07,23.9,24.2,67.6,13.3,1.1,1.2,1
97802,San Francisco,USA,31,2,0.1,24,24.2,65.7,13.3,0.86,1.2,-1
97803,San Francisco,USA,31,2,0.12,23.9,24.1,65.9,13.3,0.31,1,2
97804,San Francisco,USA,31,1,0.05,24.7,24.8,63.2,13.3,0.48,1.2,2
97805,San Francisco,USA,31,1,0.02,24.9,25,62.7,13.3,0.72,1.2,0
97806,San Francisco,USA,31,2,0.08,23.4,24.1,67.7,13.3,0.37,1.2,0
97807,San Francisco,USA,31,1,0.04,25,25.2,62.6,13.3,0.52,1,1
97808,San Francisco,USA,31,1,0.03,24.9,25.1,63.2,13.3,0.76,1,1
97809,San Francisco,USA,31,1,0.08,24.7,25,63.9,13.3,0.76,1,2
97810,San Francisco,USA,31,2,0.06,23.2,23.9,68.4,13.3,0.63,1,-1
97811,San Francisco,USA,31,1,0.07,22.7,22.9,70,13.3,0.76,1.4,0
97812,San Francisco,USA,31,2,0.09,24.8,24.7,61.8,13.3,0.76,1.4,2
97813,San Francisco,USA,31,2,0.12,24.3,24.4,65.3,13.3,0.62,1.2,-1
97815,San Francisco,USA,31,1,0.04,24.8,25,65.7,13.3,0.83,1,2
97816,San Francisco,USA,31,1,0.04,25.4,25.4,63.6,13.3,0.67,1.4,2
97817,San Francisco,USA,31,1,0.03,25.5,25.7,63.1,13.3,0.75,1,0
97818,San Francisco,USA,31,1,0.1,26.3,26.2,60.8,13.3,0.61,1,2
97819,San Francisco,USA,31,1,0.07,21,21.5,71.4,13.3,0.76,1,-1
97820,San Francisco,USA,31,2,0.1,21.3,21.7,69.4,13.3,0.48,1,-1
97821,San Francisco,USA,31,1,0.06,22.7,22.7,64.7,13.3,0.48,1.2,0
97822,San Francisco,USA,31,1,0.06,23.1,23.2,64.3,13.3,0.76,1,1
97823,San Francisco,USA,31,1,0.07,23,23.2,65.1,13.3,0.75,1,0
97824,San Francisco,USA,31,1,0.05,23,23.1,66.2,13.3,0.52,1,0
97825,San Francisco,USA,31,1,0.02,23.5,23.6,64.3,13.3,0.75,1.2,0
97826,San Francisco,USA,31,2,0.06,21.8,22.5,72.4,13.3,0.51,1,-2
97827,San Francisco,USA,31,2,0.15,22.5,22.9,69.3,13.3,0.62,1.2,0
97828,San Francisco,USA,31,2,0.15,23.6,23.9,64.9,13.3,0.56,1,0
97829,San Francisco,USA,31,2,0.13,23,23.2,67.7,13.3,0.76,1.2,2
97830,San Francisco,USA,31,2,0.06,23.9,24,65.8,13.3,1.08,1,0
97831,San Francisco,USA,31,2,0.19,26.6,26.4,56,13.3,0.4,1.2,2
97832,San Francisco,USA,31,2,0.18,26.3,25.9,56,13.3,0.46,1.2,2
97833,San Francisco,USA,31,1,0.08,22.6,23.2,71.7,13.3,0.6,1,-1
97834,San Francisco,USA,31,1,0.05,23.2,23.3,67.7,13.3,0.75,1.2,1
97835,San Francisco,USA,31,1,0.05,23.8,23.8,66.5,13.3,0.75,1.4,1
97836,San Francisco,USA,31,1,0.09,23.2,23.7,69,13.3,1.19,1.2,1
97837,San Francisco,USA,31,2,0.11,24.9,25.1,63.2,13.3,0.63,1.2,1
97838,San Francisco,USA,31,1,0.06,23.6,23.7,67.9,13.3,0.89,1.4,0
97839,San Francisco,USA,31,1,0.1,23.4,23.6,69.5,13.3,0.52,1,1
97840,San Francisco,USA,31,1,0.04,24.5,24.5,64.8,13.3,0.48,1.2,1
97841,San Francisco,USA,31,2,0.08,23.7,24,68.9,13.3,0.34,1.4,0
97842,San Francisco,USA,31,2,0.05,23.9,24,68.4,13.3,0.89,1,1
97843,San Francisco,USA,31,2,0.2,26.8,26.3,58.3,13.3,0.48,1.2,2
97844,San Francisco,USA,31,2,0.08,25.1,25.5,65.6,13.3,0.51,1.2,0
97845,San Francisco,USA,31,1,0.16,25,25,63.9,13.3,0.62,1,2
97846,San Francisco,USA,31,2,0.1,24.8,25.5,68.2,13.3,0.36,1,0
97847,San Francisco,USA,31,1,0.07,23.2,23.7,68.1,13.3,0.5,1.2,0
97848,San Francisco,USA,31,2,0.11,23.5,23.7,68.4,13.3,0.76,1,0
97849,San Francisco,USA,31,1,0.06,23.8,23.9,67.5,13.3,0.5,1.2,0
97850,San Francisco,USA,31,2,0.06,25,25.3,68.6,13.3,0.36,1.4,0
97851,San Francisco,USA,31,2,0.22,26.7,26.5,58.2,13.3,0.48,1.2,2
97852,San Francisco,USA,31,2,0.08,24,24.6,67.7,13.3,0.56,1.2,0
97853,San Francisco,USA,31,2,0.09,25.4,25.3,63.8,13.3,0.63,1,2
97854,San Francisco,USA,31,1,0.07,23.1,23.3,71.1,13.3,0.82,1,1
97855,San Francisco,USA,31,1,0.01,25,24.8,64.9,13.3,0.36,1.2,0
97856,San Francisco,USA,31,1,0.05,24.8,24.9,66.7,13.3,0.66,1,2
97857,San Francisco,USA,31,2,0.05,24.9,25.1,65.6,13.3,0.62,1,0
97858,San Francisco,USA,31,1,0.09,23.6,24,72.5,13.3,1.19,1,2
97859,San Francisco,USA,31,1,0.03,24.4,24.5,69.7,13.3,0.75,1.4,1
97860,San Francisco,USA,31,1,0.08,24.3,24.5,70.1,13.3,0.75,1.2,2
97861,Walnut Creek,USA,31,1,0.01,25.2,25.2,57.4,13.3,0.68,1,2
97862,Walnut Creek,USA,31,2,0.12,25.4,25.4,57.8,13.3,0.8,1.2,2
97863,Walnut Creek,USA,31,1,0.16,23.1,23.1,64,13.3,0.62,1.2,2
97864,Walnut Creek,USA,31,2,0.23,21.9,21.9,65.7,13.3,0.36,1,2
97865,Walnut Creek,USA,31,2,0.07,22.7,22.7,61.4,13.3,0.71,1.2,2
97866,Walnut Creek,USA,31,2,0.14,21.8,21.8,62.2,13.3,0.6,1.2,-1
97867,Walnut Creek,USA,31,2,0.13,22,22,60.2,13.3,0.67,1,-1
97868,Walnut Creek,USA,31,2,0.1,22.1,22.1,63.4,13.3,0.97,1.2,-1
97869,Walnut Creek,USA,31,2,0.1,22.2,22.2,62,13.3,0.52,1.2,-2
97870,Walnut Creek,USA,31,2,0.05,23.1,23.1,62,13.3,0.57,1.2,0
97871,Walnut Creek,USA,31,2,0.03,22.5,22.5,64.2,13.3,0.86,1,-2
97872,Walnut Creek,USA,31,2,0.11,22.8,22.8,62.9,13.3,0.45,1.2,-1
97873,Walnut Creek,USA,31,2,0.08,23.2,23.2,61.9,13.3,0.52,1.2,0
97874,Walnut Creek,USA,31,2,0.13,22.7,22.7,63.4,13.3,0.54,1,-2
97875,Walnut Creek,USA,31,2,0.09,23.1,23.1,59.6,13.3,0.91,1.2,-2
97876,Walnut Creek,USA,31,2,0.11,23,23,61.1,13.3,0.58,1,0
97877,Walnut Creek,USA,31,2,0.09,23.2,23.2,60,13.3,0.84,1.2,-2
97878,Walnut Creek,USA,31,1,0.09,22.3,22.3,64,13.3,0.41,1.2,1
97879,Walnut Creek,USA,31,2,0.1,22.8,22.8,62.7,13.3,0.6,1.2,0
97880,Walnut Creek,USA,31,2,0.14,21.6,21.6,67.2,13.3,0.86,1,-1
97881,Walnut Creek,USA,31,1,0.13,22.4,22.4,59,13.3,0.36,1,0
97882,Walnut Creek,USA,31,2,0.11,23.2,23.2,56.3,13.3,0.62,1,0
97883,Walnut Creek,USA,31,2,0.15,23,23,58.7,13.3,0.36,1,1
97884,Walnut Creek,USA,31,2,0.06,22.9,22.9,59.7,13.3,0.59,1,1
97885,Walnut Creek,USA,31,2,0.17,21.4,21.4,63.3,13.3,0.6,1,-1
97886,Walnut Creek,USA,31,2,0.03,22.7,22.7,59.4,13.3,0.71,1.4,2
97887,Walnut Creek,USA,31,2,0.11,23.2,23.2,58.8,13.3,0.86,1,0
97888,Walnut Creek,USA,31,2,0.12,23.2,23.2,59.7,13.3,0.84,1,0
97889,Walnut Creek,USA,31,2,0.12,23.1,23.1,59.9,13.3,0.62,1,0
97890,Walnut Creek,USA,31,2,0.09,22.6,22.6,61.5,13.3,0.52,1,-2
97891,Walnut Creek,USA,31,2,0.1,22.9,22.9,62.5,13.3,0.45,1.2,0
97892,Walnut Creek,USA,31,2,0.06,22.4,22.4,64.7,13.3,0.85,1,-2
97893,Walnut Creek,USA,31,2,0.04,22.8,22.8,62.9,13.3,0.57,1,1
97894,Walnut Creek,USA,31,2,0.1,22.3,22.3,64.5,13.3,0.53,1,1
97895,Walnut Creek,USA,31,2,0.1,21.6,21.6,67.6,13.3,0.53,1.2,1
97896,Walnut Creek,USA,31,1,0.07,22.3,22.3,63.9,13.3,0.8,1.2,-1
97897,Walnut Creek,USA,31,2,0.1,22.6,22.7,63.8,13.3,0.53,1,0
97898,Walnut Creek,USA,31,2,0.09,23.1,23.3,63.8,13.3,1.05,1.2,1
97899,Walnut Creek,USA,31,2,0.16,22.5,23.1,65,13.3,0.92,1.2,0
97900,Walnut Creek,USA,31,2,0.09,22.9,23.2,63.8,13.3,0.81,1.4,1
97901,Walnut Creek,USA,31,2,0.05,23.3,23.6,62.3,13.3,0.46,1,0
97902,Walnut Creek,USA,31,2,0.05,23.2,23.4,62.8,13.3,0.35,1.2,0
97903,Walnut Creek,USA,31,2,0.05,22.9,22.9,63.7,13.3,0.95,1,-2
97904,Walnut Creek,USA,31,2,0.05,23.6,23.7,59.8,13.3,0.85,1,-1
97905,Walnut Creek,USA,31,2,0.09,23.5,23.8,59.5,13.3,0.85,1,1
97906,Walnut Creek,USA,31,2,0.08,23.6,23.8,60.9,13.3,0.81,1,0
97907,Walnut Creek,USA,31,2,0.1,22.8,23,62.4,13.3,0.99,1.4,1
97908,Walnut Creek,USA,31,1,0.09,22.5,23,64,13.3,0.68,1.4,-1
97909,Walnut Creek,USA,31,2,0.2,22.1,22.9,61.6,13.3,0.56,1,-1
97910,Walnut Creek,USA,31,2,0.16,23,23.2,60,13.3,0.36,1,1
97911,Walnut Creek,USA,31,2,0.06,23,23.2,57.5,13.3,0.67,1,-1
97912,Walnut Creek,USA,31,1,0.1,22.6,22.9,58.7,13.3,0.29,1,0
97913,Walnut Creek,USA,31,2,0.15,21.7,22,65.2,13.3,0.53,1,-1
97914,Walnut Creek,USA,31,2,0.07,22.9,23.1,62.5,13.3,1.23,1,2
97915,Walnut Creek,USA,31,2,0.09,22.5,22.9,64.5,13.3,1.05,1.2,1
97916,Walnut Creek,USA,31,2,0.14,21.8,22.4,66.5,13.3,0.92,1.4,0
97917,Walnut Creek,USA,31,2,0.11,22.7,23.1,63.2,13.3,0.45,1,0
97918,Walnut Creek,USA,31,2,0.04,22.7,22.9,63.3,13.3,0.86,1,-2
97919,Walnut Creek,USA,31,2,0.07,22.8,22.9,63.5,13.3,0.35,1,2
97920,Walnut Creek,USA,31,2,0.08,23.3,23.5,60.3,13.3,0.81,1,0
97921,Walnut Creek,USA,31,2,0.16,22,22.9,61.8,13.3,0.52,1,-1
97922,Walnut Creek,USA,31,2,0.1,22.6,22.9,61.3,13.3,0.57,1,1
97923,Walnut Creek,USA,31,2,0.05,22.5,22.8,64,13.3,0.84,1.4,0
97924,Walnut Creek,USA,31,2,0.18,23.1,23.3,59.7,13.3,0.36,1,-1
97925,Walnut Creek,USA,31,2,0.08,22.9,22.9,60.8,13.3,0.49,1,0
97926,Walnut Creek,USA,31,2,0.09,24.3,24.3,77.8,13.3,0.69,1.2,0
97927,Walnut Creek,USA,31,2,0.13,22.9,22.9,59.7,13.3,0.98,1.4,1
97928,Walnut Creek,USA,31,2,0.1,23.3,23.5,58.3,13.3,0.67,1,1
97929,Walnut Creek,USA,31,2,0.06,23.2,23.2,58,13.3,0.46,1.4,0
97930,Walnut Creek,USA,31,1,0.05,23,23,58.4,13.3,0.68,1.4,1
97931,Walnut Creek,USA,31,2,0.04,23.2,23.2,58.6,13.3,0.76,1,0
97932,Walnut Creek,USA,31,1,0.15,22.5,22.5,60.7,13.3,0.48,1,-1
97933,Walnut Creek,USA,31,2,0.04,22.5,22.5,61.8,13.3,0.69,1,0
97934,Walnut Creek,USA,31,2,0.17,22.9,22.9,61.4,13.3,0.36,1.2,2
97935,Walnut Creek,USA,31,2,0.09,23.2,23.2,61.2,13.3,0.59,1.4,0
97936,Walnut Creek,USA,31,2,0.07,23.3,23.3,60.6,13.3,0.71,1,-2
97937,Walnut Creek,USA,31,2,0.11,22.8,22.8,63.6,13.3,0.86,1,0
97938,Walnut Creek,USA,31,2,0.08,23.5,23.5,59.7,13.3,0.86,1,0
97939,Walnut Creek,USA,31,2,0.11,22.6,22.6,65,13.3,0.44,1.2,-1
97940,Walnut Creek,USA,31,2,0.13,21.8,21.8,66.3,13.3,0.45,1.2,-1
97941,Walnut Creek,USA,31,2,0.05,23,23,63.6,13.3,0.44,1,1
97942,Walnut Creek,USA,31,2,0.02,22.7,22.7,64.5,13.3,0.95,1,-2
