,City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
97943,Walnut Creek,USA,31,2,0.08,23.1,23.1,58.1,13.3,0.76,1,0
97944,Walnut Creek,USA,31,2,0.13,23.1,23.1,58,13.3,0.46,1.4,0
97945,Walnut Creek,USA,31,1,0.07,23.1,23.1,59,13.3,0.68,1.4,1
97946,Walnut Creek,USA,31,1,0.11,22.7,22.7,60.7,13.3,0.48,1.4,1
97947,Walnut Creek,USA,31,2,0.02,22.6,22.6,61,13.3,0.69,1,0
97948,Walnut Creek,USA,31,2,0.08,23,23,60.7,13.3,0.61,1.2,1
97949,Walnut Creek,USA,31,2,0.13,22.1,22.1,64.3,13.3,0.54,1,1
97950,Walnut Creek,USA,31,2,0.08,22.5,22.5,65.1,13.3,0.44,1.2,0
97951,Walnut Creek,USA,31,2,0.07,22.9,22.9,63.9,13.3,0.63,1.4,-1
97952,Walnut Creek,USA,31,2,0.12,21.7,21.7,66.4,13.3,0.45,1,0
97953,Walnut Creek,USA,31,1,0.05,22.4,22.4,65.3,13.3,0.63,1,-1
97954,Walnut Creek,USA,31,2,0.07,23.3,23.3,60.7,13.3,0.8,1.2,0
97955,Walnut Creek,USA,31,2,0.17,22,22,66.4,13.3,0.86,1,1
97956,Walnut Creek,USA,31,1,0.08,22.9,22.9,59.2,13.3,0.6,1,0
97957,Walnut Creek,USA,31,2,0.03,23.1,23.1,58.6,13.3,0.74,1.2,-1
97958,Walnut Creek,USA,31,2,0.08,22.9,22.9,60.2,13.3,0.97,1.2,1
97959,Walnut Creek,USA,31,1,0.06,23.2,23.3,57.7,13.3,0.6,1,0
97960,Walnut Creek,USA,31,2,0.13,22.3,23,61.6,13.3,0.51,1,-2
97961,Walnut Creek,USA,31,2,0.08,23.6,23.6,58.8,13.3,0.92,1,0
97962,Walnut Creek,USA,31,2,0.09,23.1,23.5,61.7,13.3,0.92,1,0
97963,Walnut Creek,USA,31,2,0.08,22.3,22.6,66.8,13.3,0.47,1,-2
97964,Walnut Creek,USA,31,2,0.01,23.4,23.3,64.6,13.3,0.46,1.4,-1
97965,Walnut Creek,USA,31,2,0.12,22.1,22.6,68,13.3,0.91,1.4,1
97966,Walnut Creek,USA,31,2,0.09,22.2,22.4,64.9,13.3,0.75,1.2,0
97967,Walnut Creek,USA,31,2,0.09,22.7,22.7,64,13.3,0.44,1.2,0
97968,Walnut Creek,USA,31,2,0.09,21.9,22.2,67.8,13.3,0.46,1.4,-2
97969,Walnut Creek,USA,31,1,0.03,22.6,22.7,65.4,13.3,0.68,1,0
97970,Walnut Creek,USA,31,2,0.12,22.3,22.5,66.9,13.3,0.41,1,1
97971,Walnut Creek,USA,31,2,0.08,24.1,24.1,60.2,13.3,0.48,1.4,0
97972,Walnut Creek,USA,31,1,0.14,22.3,22.9,68.2,13.3,0.62,1,-1
97973,Walnut Creek,USA,31,1,0.11,21.9,22.2,67.5,13.3,0.68,1.2,0
97974,Walnut Creek,USA,31,2,0.09,21.7,22.6,68.5,13.3,0.62,1.2,-1
97975,Walnut Creek,USA,31,1,0.19,21.3,22.1,69.1,13.3,0.79,1.4,1
97976,Walnut Creek,USA,31,1,0.14,21.5,21.5,69.4,13.3,0.76,1,0
97977,Walnut Creek,USA,31,2,0.04,22.7,22.9,63.2,13.3,0.72,1.4,0
97978,Walnut Creek,USA,31,2,0.08,22.3,22.6,66.4,13.3,0.62,1,2
97979,Walnut Creek,USA,31,1,0.15,21.9,22.3,67.7,13.3,0.54,1.2,-1
97980,Walnut Creek,USA,31,1,0.08,23.7,23.8,59.7,13.3,0.48,1.2,2
97981,Walnut Creek,USA,31,2,0.13,21.8,22.7,68.5,13.3,0.46,1.4,0
97982,Walnut Creek,USA,31,2,0.12,21.4,22.3,70.8,13.3,0.68,1,0
97983,Walnut Creek,USA,31,1,0.05,22.5,22.8,65.9,13.3,0.76,1.4,0
97984,Walnut Creek,USA,31,2,0.02,23.5,23.7,59.7,13.3,0.46,1.4,-1
97985,Walnut Creek,USA,31,2,0.09,23.6,23.6,59.5,13.3,0.45,1.2,1
97986,Walnut Creek,USA,31,1,0.04,23.2,23.4,65.2,13.3,0.8,1,0
97987,Walnut Creek,USA,31,2,0.04,22.1,22.4,62.8,13.3,0.84,1.2,0
97988,Walnut Creek,USA,31,2,0.07,22.9,23.4,69.6,13.3,0.73,1,1
97989,Walnut Creek,USA,31,2,0.11,22,22.5,65.4,13.3,0.28,1.4,-1
97990,Walnut Creek,USA,31,2,0.07,21.9,22.3,64.7,13.3,1.11,1,2
97991,Berkeley,USA,31,2,0.05,24.3,24.2,47.3,13.3,0.89,1.2,-2
97992,Berkeley,USA,31,2,0.04,23.7,23.9,49.4,13.3,0.5,1,0
97993,Berkeley,USA,31,1,0.12,23.2,23.4,52.8,13.3,0.56,1.2,0
97994,Berkeley,USA,31,2,0.08,24.5,24.3,49.1,13.3,0.46,1.2,-1
97995,Berkeley,USA,31,2,0.43,24.4,24.4,50.3,13.3,0.51,1.2,2
97996,Berkeley,USA,31,1,0.22,25.2,24.9,48,13.3,0.36,1,1
97997,Berkeley,USA,31,2,0.12,24.4,24.5,50.1,13.3,0.43,1,1
97998,Berkeley,USA,31,2,0.15,24.4,24.5,46.9,13.3,0.4,1.2,-1
97999,Berkeley,USA,31,2,0.04,24.7,24.7,46.6,13.3,0.37,1.2,1
98000,Berkeley,USA,31,2,0.07,24.6,24.6,46.7,13.3,0.63,1.2,-1
98001,Berkeley,USA,31,2,0.02,24.2,24.2,44.9,13.3,0.57,1,1
98002,Berkeley,USA,31,2,0.01,24.1,24,45.2,13.3,0.94,1.2,0
98003,Berkeley,USA,31,2,0.11,24.5,24.5,44.1,13.3,0.32,1,0
98004,Berkeley,USA,31,2,0.07,25.9,25.8,41.1,13.3,0.4,1,1
98005,Berkeley,USA,31,2,0.24,26,26,39.9,13.3,0.62,1,0
98006,Berkeley,USA,31,2,0.15,24,24.3,43.8,13.3,0.47,1.4,0
98007,Berkeley,USA,31,2,0.33,25.3,25.5,42.3,13.3,0.45,1.4,2
98008,Berkeley,USA,31,2,0.47,24.8,24.9,48.7,13.3,0.54,1,1
98009,Berkeley,USA,31,1,0.2,25.3,25.3,47.8,13.3,0.41,1,1
98010,Berkeley,USA,31,2,0.19,25.5,25.6,47.7,13.3,0.47,1.2,1
98011,Berkeley,USA,31,2,0.13,25.4,25.4,47.3,13.3,0.48,1.2,1
98012,Berkeley,USA,31,1,0.29,25.1,25.2,49,13.3,0.62,1,-1
98013,Berkeley,USA,31,2,0.26,26.5,26.3,44.2,13.3,0.86,1,0
98014,Berkeley,USA,31,2,0.24,25.5,25.7,45.5,13.3,0.4,1.2,0
98015,Berkeley,USA,31,2,0.14,25.9,25.9,44.2,13.3,0.44,1.2,1
98016,Berkeley,USA,31,2,0.16,26.3,26.2,42.8,13.3,0.63,1.4,1
98017,Berkeley,USA,31,2,0.17,26.9,26.8,41.2,13.3,0.63,1,2
98018,Berkeley,USA,31,2,0.14,26.8,26.7,40.1,13.3,0.54,1,0
98019,Berkeley,USA,31,2,0.04,27.2,27.2,33.8,13.3,0.29,1.2,2
98020,Berkeley,USA,31,2,0.28,28,27.5,35.6,13.3,0.86,1,0
98021,Berkeley,USA,31,2,0.43,27.7,27.5,35.8,13.3,0.41,1,2
98022,Berkeley,USA,31,2,0.25,26.9,27.1,37.6,13.3,0.48,1.2,1
98023,Berkeley,USA,31,1,0.2,27.8,27.7,30.7,13.3,0.41,1.4,2
98024,Berkeley,USA,31,2,0.31,28,28,37.3,13.3,0.49,1.2,2
98025,Berkeley,USA,31,1,0.29,27.2,27.3,38.6,13.3,0.62,1,2
98026,Berkeley,USA,31,2,0.24,27.1,27.3,39,13.3,0.48,1.2,1
98027,Berkeley,USA,31,2,0.31,27.6,28,38.5,13.3,0.63,1,2
98028,Berkeley,USA,31,2,0.17,27.2,27.1,40.2,13.3,0.44,1.2,2
98029,Berkeley,USA,31,2,0.16,26.6,26.8,40.3,13.3,0.4,1,2
98030,Berkeley,USA,31,2,0.24,27.1,27.2,39.4,13.3,0.48,1,0
98031,Berkeley,USA,31,1,0.26,27.4,27.7,39.6,13.3,0.41,1,2
98032,Berkeley,USA,31,2,0.46,27,27.3,41.6,13.3,0.34,1,2
98033,Berkeley,USA,31,2,0.28,27.8,27.7,41,13.3,0.36,1,2
98034,Berkeley,USA,31,2,0.11,27.8,28.1,40,13.3,0.54,1,1
98035,Berkeley,USA,31,2,0.07,27.5,27.6,40.6,13.3,0.29,1.2,2
98036,Berkeley,USA,31,2,0.96,29.5,29.4,38.7,13.3,0.46,1,2
98037,Berkeley,USA,31,2,0.22,26.6,26.7,42.2,13.3,0.4,1.2,0
98038,Berkeley,USA,31,2,0.17,26.7,26.8,42.7,13.3,0.63,1.4,2
98039,Berkeley,USA,31,2,0.37,27.2,27.4,41.9,13.3,0.63,1,0
98040,Berkeley,USA,31,2,0.06,24.1,24.2,51.2,13.3,0.5,1,0
98041,Berkeley,USA,31,2,0.07,23.6,24,53.8,13.3,0.25,1.2,-1
98042,Berkeley,USA,31,2,0.08,24.7,24.8,50.8,13.3,0.47,1,0
98043,Berkeley,USA,31,2,0.18,23.5,24.1,54.8,13.3,0.29,1.2,0
98044,Berkeley,USA,31,2,0.09,22.9,23.4,57.3,13.3,0.63,1.4,1
98045,Berkeley,USA,31,2,0.17,23.9,24.1,52.9,13.3,0.82,1.2,-2
98046,Berkeley,USA,31,2,0.17,22.4,23.3,58.3,13.3,0.5,1,-1
98047,Berkeley,USA,31,2,0.34,24,24,52.5,13.3,1.04,1.2,0
98048,Berkeley,USA,31,2,0.15,24.1,24,52.9,13.3,0.74,1,-1
98049,Berkeley,USA,31,2,0.09,25,24.8,50.5,13.3,0.47,1.2,0
98050,Berkeley,USA,31,2,0.06,23.9,24.3,53.9,13.3,0.25,1.2,0
98051,Berkeley,USA,31,2,0.04,24,24,53.4,13.3,0.44,1,0
98052,Berkeley,USA,31,2,0.21,23.8,24.3,54.2,13.3,0.29,1.2,0
98053,Berkeley,USA,31,2,1.2,24.9,25.4,51.6,13.3,0.37,1,-2
98054,Berkeley,USA,31,2,0.07,23.5,23.9,55.4,13.3,0.63,1.2,2
98055,Berkeley,USA,31,2,0.09,22.9,23.7,56.6,13.3,0.86,1.2,-1
98056,Berkeley,USA,31,2,0.21,23.7,24.2,54.6,13.3,0.36,1.4,-1
98057,Berkeley,USA,31,2,0.12,24.7,24.9,52.4,13.3,0.47,1.4,1
98058,Berkeley,USA,31,2,0.14,23.6,23.8,54.2,13.3,0.29,1.2,0
98059,Berkeley,USA,31,2,0.07,23.1,23.3,56.7,13.3,0.63,1,0
98060,Berkeley,USA,31,2,0.07,23.6,23.8,55.3,13.3,0.24,1.2,0
98061,Berkeley,USA,31,2,0.09,23.6,23.6,54.1,13.3,0.46,1,-1
98062,Berkeley,USA,31,2,1.24,26.3,26.3,47.9,13.3,0.37,1.2,-2
98063,Berkeley,USA,31,2,0.08,22.7,23.6,57.6,13.3,0.86,1.4,-1
98064,Berkeley,USA,31,2,0.1,24.3,24.5,52.7,13.3,0.44,1,-1
98065,Berkeley,USA,31,2,0.11,24,24.3,52.6,13.3,1,1,0
98066,Berkeley,USA,31,2,0.37,23.5,23.6,50.5,13.3,0.51,1,0
98067,Berkeley,USA,31,1,0.18,23.8,23.9,49.2,13.3,0.43,1,1
98068,Berkeley,USA,31,2,0.22,23.7,24,49.9,13.3,0.43,1.2,0
98069,Berkeley,USA,31,2,0.09,23.2,23.6,51.3,13.3,0.53,1,-1
98070,Berkeley,USA,31,2,0.18,24.3,24.3,47.4,13.3,0.47,1,0
98071,Berkeley,USA,31,2,0.06,24.6,24.7,47.1,13.3,0.63,1.2,1
98072,Berkeley,USA,31,2,0.05,24.1,24,48.8,13.3,0.54,1,-2
98073,Berkeley,USA,31,2,0.37,23.9,24.2,49.1,13.3,0.86,1.4,2
98074,Berkeley,USA,31,2,0.16,22.5,22.9,53.1,13.3,0.57,1,-1
98075,Berkeley,USA,31,2,0.13,22.9,23,51.3,13.3,0.62,1,0
98076,Berkeley,USA,31,2,0.12,22.8,22.9,51.2,13.3,0.63,1.2,0
98077,Berkeley,USA,31,2,0.67,24.1,24,47.9,13.3,0.49,1,-1
98078,Berkeley,USA,31,1,0.18,23.8,23.9,49.3,13.3,0.43,1,1
98079,Berkeley,USA,31,2,0.3,23.9,24.1,48.8,13.3,0.43,1.2,0
98080,Berkeley,USA,31,2,0.25,23.4,23.6,50.4,13.3,0.51,1.2,0
98081,Berkeley,USA,31,2,0.05,24.8,24.8,47.2,13.3,0.13,1,0
98082,Berkeley,USA,31,2,0.19,24.7,24.9,46.7,13.3,0.47,1.4,1
98083,Berkeley,USA,31,2,0.07,24.3,24.5,47.9,13.3,0.63,1,-1
98084,Berkeley,USA,31,2,0.09,24,24.3,49.1,13.3,0.53,1,0
98085,Berkeley,USA,31,2,0.09,23.9,24.2,49,13.3,0.54,1,0
98086,Berkeley,USA,31,2,0.32,24.1,24.4,49.3,13.3,0.86,1,2
98087,Berkeley,USA,31,2,0.11,22.6,23,52.5,13.3,0.62,1.2,0
98088,Berkeley,USA,31,2,0.18,23.2,23.4,50.8,13.3,0.63,1.2,0
98089,Berkeley,USA,31,2,0.13,23.2,23.4,51,13.3,0.54,1.2,-1
98090,Berkeley,USA,31,2,0.09,24.5,24.5,48.4,13.3,0.43,1,0
98091,Berkeley,USA,31,2,0.1,24.4,24.6,48.2,13.3,0.13,1.2,0
98092,Berkeley,USA,31,2,0.14,23,22.9,51.7,13.3,0.74,1.2,-1
98093,Berkeley,USA,31,2,0.08,23.1,23.3,52.6,13.3,0.47,1.2,0
98094,Berkeley,USA,31,2,0.12,22.3,22.7,55.8,13.3,0.86,1,0
98095,Berkeley,USA,31,2,0.06,22,22.3,55.9,13.3,0.86,1.2,-1
98096,Berkeley,USA,31,2,0.14,22.5,22.6,54.7,13.3,0.62,1,-1
98097,Berkeley,USA,31,2,0.07,23.4,23.4,52.4,13.3,0.55,1,1
98098,Berkeley,USA,31,2,0.07,21.8,22.3,58.1,13.3,0.93,1.2,0
98099,Berkeley,USA,31,2,0.11,23,22.9,53.1,13.3,0.74,1.2,-1
98100,Berkeley,USA,31,2,0.09,23.4,23.5,53.3,13.3,0.47,1.2,0
98101,Berkeley,USA,31,2,0.05,23.5,23.7,52.6,13.3,0.35,1.4,1
98102,Berkeley,USA,31,2,0.67,24.2,24.2,50.2,13.3,0.42,1,0
98103,Berkeley,USA,31,2,0.11,22.9,23.3,54.7,13.3,0.44,1.2,0
98104,Berkeley,USA,31,2,0.12,24,23.5,53.6,13.3,0.42,1,0
98105,Berkeley,USA,31,2,0.08,22.6,23.3,57.9,13.3,0.86,1,-1
98106,Berkeley,USA,31,2,0.05,22.4,22.6,59.8,13.3,0.93,1.2,2
98107,Berkeley,USA,31,2,0.08,24.3,24.3,55.6,13.3,0.47,1.4,0
98108,Berkeley,USA,31,2,0.08,22.9,23.1,57.2,13.3,0.74,1.2,0
98109,Berkeley,USA,31,2,0.05,23.6,23.6,55.3,13.3,0.48,1,2
98110,Berkeley,USA,31,2,0.06,23.7,23.9,55.5,13.3,0.35,1.2,0
98111,Berkeley,USA,31,2,0.08,23.4,23.6,56.1,13.3,0.98,1,0
98112,Berkeley,USA,31,2,0.06,23.6,23.8,56.1,13.3,0.54,1.2,0
98113,San Francisco,USA,31,1,0.05,21.3,21.3,68.3,13.3,0.62,1,0
98114,San Francisco,USA,31,2,0.01,21.4,21.5,67.8,13.3,0.47,1.2,0
98115,San Francisco,USA,31,2,0.03,22.6,22.6,62,13.3,0.34,1,0
98116,San Francisco,USA,31,1,0.04,22.8,23.1,61.4,13.3,0.54,1,-1
98117,San Francisco,USA,31,2,0.02,23.3,23.2,59.1,13.3,0.48,1,0
98118,San Francisco,USA,31,1,0.03,22.3,22.8,63.7,13.3,0.63,1,0
98119,San Francisco,USA,31,1,0.21,23.4,23.7,60.7,13.3,0.48,1,1
98120,San Francisco,USA,31,1,0.02,23,23.1,61.6,13.3,0.76,1.2,1
98121,San Francisco,USA,31,2,0.06,22.5,22.6,63.6,13.3,0.5,1,-1
98122,San Francisco,USA,31,2,0.04,22.8,22.7,62.6,13.3,0.72,1.2,2
98123,San Francisco,USA,31,2,0.04,22.2,22.4,65.5,13.3,0.67,1,-1
98124,San Francisco,USA,31,2,0.06,21.1,21.6,70.4,13.3,0.46,1.2,0
98125,San Francisco,USA,31,2,0.03,22.6,22.6,62.3,13.3,0.62,1,0
98126,San Francisco,USA,31,2,0.02,22.8,23.1,61,13.3,0.72,1.4,0
98127,San Francisco,USA,31,2,0.25,22.8,23.1,57.7,13.3,0.93,1,2
98128,San Francisco,USA,31,2,0.12,22.6,22.9,57.3,13.3,0.47,1,0
98129,San Francisco,USA,31,2,0.24,22.3,22.8,59,13.3,0.72,1,0
98130,San Francisco,USA,31,2,0.12,22.5,22.7,59.7,13.3,0.5,1.2,0
98131,San Francisco,USA,31,1,0.03,23.2,23.4,58.8,13.3,0.48,1.2,0
98132,San Francisco,USA,31,2,0.02,23,23.3,58.5,13.3,0.62,1.4,0
98133,San Francisco,USA,31,2,0.05,23.6,23.8,58.1,13.3,0.59,1.4,1
98134,San Francisco,USA,31,2,0.1,22.4,23,60.7,13.3,0.67,1.4,0
98135,San Francisco,USA,31,1,0.03,22.9,23.1,61.2,13.3,0.61,1.2,1
98136,San Francisco,USA,31,1,0.02,22.6,22.8,59.9,13.3,0.69,1.2,1
98137,San Francisco,USA,31,1,0.01,22.6,22.9,61.5,13.3,0.62,1.2,0
98138,San Francisco,USA,31,1,0.14,23.2,23.3,55.6,13.3,0.62,1.2,1
98139,San Francisco,USA,31,1,0.06,24,24.3,54.9,13.3,0.63,1,2
98140,San Francisco,USA,31,1,0.03,23.9,24,53.7,13.3,0.54,1.2,2
98141,San Francisco,USA,31,1,0.03,21.7,21.7,63.3,13.3,0.74,1.4,0
98142,San Francisco,USA,31,2,0.02,22.1,22.2,63.4,13.3,0.37,1.2,0
98143,San Francisco,USA,31,1,0.06,21.4,21.7,64.6,13.3,0.54,1.4,1
98144,San Francisco,USA,31,1,0.12,23.3,23.7,59.6,13.3,0.5,1,1
98145,San Francisco,USA,31,1,0.17,23.6,24.2,59,13.3,0.48,1,0
98146,San Francisco,USA,31,2,0.09,22.9,23.4,60,13.3,0.86,1.2,0
98147,San Francisco,USA,31,1,0.04,22.7,22.9,60.4,13.3,0.76,1.2,1
98148,San Francisco,USA,31,1,0.02,23.1,23.2,59.7,13.3,0.54,1.2,0
98149,San Francisco,USA,31,1,0.02,22.7,23.2,61.6,13.3,0.72,1,0
98150,San Francisco,USA,31,2,0.02,22.2,22.4,63.4,13.3,0.37,1.2,-1
98151,San Francisco,USA,31,1,0.03,21.9,22.2,63.9,13.3,0.74,1,0
98152,San Francisco,USA,31,1,0.1,21.8,22,64.6,13.3,0.53,1,-1
98153,San Francisco,USA,31,2,0.06,21.8,22,64,13.3,0.47,1.4,-1
98154,San Francisco,USA,31,1,0.1,21.1,21.4,66.8,13.3,0.53,1,-1
98155,San Francisco,USA,31,2,0.08,21.6,21.9,64.6,13.3,0.37,1,-2
98156,San Francisco,USA,31,1,0.09,21.2,21.5,66.9,13.3,0.54,1.2,0
98157,San Francisco,USA,31,1,0.14,21.1,21.5,65.4,13.3,0.5,1,0
98158,San Francisco,USA,31,1,0.02,22.8,23,59.8,13.3,0.54,1.2,0
98159,San Francisco,USA,31,2,0.03,22.9,23.1,59.2,13.3,0.86,1,1
98160,San Francisco,USA,31,1,0.04,22.3,22.9,62.8,13.3,0.72,1.2,1
98161,San Francisco,USA,31,2,0.06,21.7,22,64.8,13.3,0.47,1.4,0
98162,San Francisco,USA,31,1,0.25,20.6,21.5,68.7,13.3,0.84,1.4,1
98163,San Francisco,USA,31,1,0.02,22.9,23.1,60.3,13.3,0.76,1.2,1
98164,San Francisco,USA,31,2,0.04,23.3,23.6,59.9,13.3,0.86,1.2,0
98165,San Francisco,USA,31,1,0.15,20.7,21.6,68.8,13.3,0.5,1,1
98166,San Francisco,USA,31,1,0.06,22.4,23.6,65.2,13.3,0.54,1,0
98167,San Francisco,USA,31,2,0.06,23.3,25.1,70.9,13.3,0.69,1,2
98168,San Francisco,USA,31,2,0.12,22.2,22.3,69.8,13.3,0.94,1.2,1
98169,San Francisco,USA,31,2,0.08,21.8,22.1,71,13.3,0.55,1,0
98170,San Francisco,USA,31,2,0.05,22.2,22.2,69.8,13.3,0.89,1.2,2
98171,San Francisco,USA,31,2,0.09,22.1,22.3,70.8,13.3,0.62,1,0
98172,San Francisco,USA,31,2,0.02,21.6,21.9,72,13.3,0.67,1,-1
98173,San Francisco,USA,31,2,0.01,22.8,23,68.4,13.3,0.79,1,2
98174,San Francisco,USA,31,2,0.13,22.8,22.8,70,13.3,0.94,1.2,0
98175,San Francisco,USA,31,2,0.03,22.4,22.7,71.1,13.3,0.46,1.2,0
98176,San Francisco,USA,31,2,0.04,22.9,22.9,68.8,13.3,0.89,1,2
98177,San Francisco,USA,31,2,0.03,22.2,22.6,71.2,13.3,0.67,1,0
98178,San Francisco,USA,31,2,0.04,23.1,23.1,68.5,13.3,0.69,1,0
98179,San Francisco,USA,31,2,0.05,22.4,22.7,67.4,13.3,0.38,1,0
98180,San Francisco,USA,31,1,0.02,23,23.2,65.7,13.3,0.56,1.2,0
98181,San Francisco,USA,31,2,0.01,22.4,22.6,67,13.3,0.46,1,0
98182,San Francisco,USA,31,2,0.02,23.1,23.3,65.1,13.3,0.69,1.4,1
98183,San Francisco,USA,31,2,0.2,22.3,22.6,68,13.3,1.12,1.4,2
98184,San Francisco,USA,31,2,0.11,22.2,22.5,67.4,13.3,0.55,1.4,0
98185,San Francisco,USA,31,2,0.18,22.4,22.7,65.9,13.3,0.89,1.2,2
98186,San Francisco,USA,31,2,0.03,21.2,21.7,71.7,13.3,0.45,1.2,0
98187,San Francisco,USA,31,2,0.06,22.6,22.6,65.3,13.3,0.38,1,0
98188,San Francisco,USA,31,2,0.12,21.6,22,69.2,13.3,0.67,1,-1
98189,San Francisco,USA,31,2,0.03,22.6,22.6,65.5,13.3,0.46,1,0
98190,San Francisco,USA,31,1,0.07,21,21.1,71.7,13.3,0.5,1.4,-1
98191,San Francisco,USA,31,1,0.04,21,21.1,70.5,13.3,0.62,1.2,-1
98192,San Francisco,USA,31,2,0.03,21.1,21.2,69.9,13.3,0.52,1,0
98193,San Francisco,USA,31,2,0.05,21.7,22,68.4,13.3,0.49,1,-1
98194,San Francisco,USA,31,2,0.02,21.6,21.7,69.6,13.3,0.73,1,0
98195,San Francisco,USA,31,1,0.03,22.9,23.1,63,13.3,0.54,1,0
98196,San Francisco,USA,31,1,0.16,21.9,22.6,68.1,13.3,0.62,1,-1
98197,San Francisco,USA,31,1,0.08,22.9,23.2,64.4,13.3,0.48,1,0
98198,San Francisco,USA,31,2,0.02,22.5,22.6,64.5,13.3,0.85,1.2,0
98199,San Francisco,USA,31,2,0.15,21.8,22.4,67.6,13.3,0.42,1.4,-1
98200,San Francisco,USA,31,1,0.03,22.3,22.9,66.8,13.3,0.76,1.2,1
98201,San Francisco,USA,31,2,0.04,22.3,22.6,66.1,13.3,0.38,1.2,0
98202,San Francisco,USA,31,2,0.16,22.2,22.5,66.7,13.3,0.5,1,0
98203,San Francisco,USA,31,1,0.03,21.6,21.9,69.1,13.3,0.62,1,0
98204,San Francisco,USA,31,2,0.02,21.9,22.2,68.8,13.3,0.51,1.2,1
98205,San Francisco,USA,31,1,0.07,22.7,23.1,65.5,13.3,0.54,1,1
98206,San Francisco,USA,31,2,0.07,22.7,22.9,65.7,13.3,0.85,1.2,1
98207,San Francisco,USA,31,1,0.16,23,23.3,65.6,13.3,0.48,1.2,0
98208,San Francisco,USA,31,1,0.03,23.4,23.7,64.1,13.3,0.62,1.2,1
98209,San Francisco,USA,31,1,0.02,23.4,23.8,65.4,13.3,0.76,1.2,1
98210,San Francisco,USA,31,2,0.05,22.6,22.9,66.7,13.3,0.37,1,0
98211,San Francisco,USA,31,2,0.03,22,22.2,69.4,13.3,0.52,1.2,0
98212,San Francisco,USA,31,1,0.03,22,22.2,68.8,13.3,0.62,1.4,0
98213,San Francisco,USA,31,2,0.03,23.4,23.5,63.9,13.3,0.85,1.2,1
98214,San Francisco,USA,31,1,0.02,22.9,23,65.3,13.3,0.76,1.4,1
98215,San Francisco,USA,31,2,0.09,22.1,22.5,69.7,13.3,0.73,1.4,0
98216,San Francisco,USA,31,1,0.04,22.7,23,70.8,13.3,0.47,1.2,1
98217,San Francisco,USA,31,2,0.06,23.1,23.4,74.6,13.3,0.53,1,1
98218,San Francisco,USA,31,2,0.15,23.7,23.1,64.5,13.3,0.94,1,0
98219,San Francisco,USA,31,2,0.08,20.9,21.4,76.6,13.3,0.76,1,0
98220,San Francisco,USA,31,2,0.05,24.6,24.4,64.4,13.3,0.69,1,0
98221,San Francisco,USA,31,2,0.05,22.7,23.1,68.3,13.3,0.32,1,-1
98222,San Francisco,USA,31,2,0.07,22.6,22.8,68.2,13.3,0.53,1.2,0
98223,San Francisco,USA,31,2,0.08,22.6,22.9,67.8,13.3,0.82,1,0
98224,San Francisco,USA,31,1,0.01,22.8,22.9,67,13.3,0.76,1.2,0
98225,San Francisco,USA,31,2,0.09,20.5,20.9,77.2,13.3,0.76,1,-1
98226,San Francisco,USA,31,2,0.11,22.3,22.3,68.3,13.3,0.52,1,0
98227,San Francisco,USA,31,1,0.06,22.6,22.7,68.4,13.3,0.49,1.2,0
98228,San Francisco,USA,31,2,0.06,22.2,22.3,67.7,13.3,0.9,1.2,0
98229,San Francisco,USA,31,2,0.1,22.8,23,66.9,13.3,0.34,1,0
98230,San Francisco,USA,31,2,0.03,23.4,23.8,65.6,13.3,0.87,1,1
98231,San Francisco,USA,31,1,0.12,23.1,23.3,64.8,13.3,0.76,1,-1
98232,San Francisco,USA,31,1,0.1,23.9,23.9,63.1,13.3,0.58,1,-1
98233,San Francisco,USA,31,2,0.07,24.2,24.6,62.2,13.3,0.46,1.2,-1
98234,San Francisco,USA,31,1,0.05,24.2,24.4,61.4,13.3,0.62,1.2,-1
98235,San Francisco,USA,31,1,0.15,23.2,23.9,64.6,13.3,0.62,1,-1
98236,San Francisco,USA,31,2,0.13,24.3,24.5,60,13.3,0.46,1,0
98237,San Francisco,USA,31,1,0.04,24,24.3,61.3,13.3,0.76,1.2,0
98238,San Francisco,USA,31,1,0.11,23.1,23.7,61.5,13.3,0.46,1.2,1
98239,San Francisco,USA,31,1,0.08,24.5,24.5,59.4,13.3,0.48,1,0
98240,San Francisco,USA,31,1,0.18,25.1,25.2,57.9,13.3,0.82,1.2,0
98241,San Francisco,USA,31,1,0.08,24.2,24.3,60.6,13.3,0.59,1.4,2
98242,San Francisco,USA,31,2,0.12,23.4,24.2,56.4,13.3,0.54,1,0
98243,San Francisco,USA,31,2,0.1,23.4,23.8,55.8,13.3,0.56,1.4,-1
98244,San Francisco,USA,31,1,0.2,24.8,24.7,57.9,13.3,0.62,1.2,0
98245,San Francisco,USA,31,1,0.1,25.4,25.4,55,13.3,0.62,1,1
98246,San Francisco,USA,31,2,0.12,25.2,25.5,55.5,13.3,0.51,1,1
98247,San Francisco,USA,31,1,0.05,25.2,25.5,56.1,13.3,0.54,1,2
98248,San Francisco,USA,31,1,0.08,25.5,25.8,55.6,13.3,0.5,1.4,1
98249,San Francisco,USA,31,2,0.12,26,26.2,53.6,13.3,0.46,1.2,1
98250,San Francisco,USA,31,2,0.14,22.1,23,56.6,13.3,0.71,1.2,2
98251,San Francisco,USA,31,1,0.07,24.8,24.9,58.2,13.3,0.46,1,2
