PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation
1.3,42,29.3,0.62,1,28.3,53,0.01,-1
1.5,48,29.96,0.73,1,28.3,53,0.01,-1
1.4,46,29.66,0.68,1,28.3,53,0.01,1
1.4,46,29.66,0.68,1,28.3,53,0.01,-1
0.7,14,26.98,0.62,1,27.1,26,0.06,-1
0.7,14,26.98,0.62,1,27.1,26,0.06,-1
0.6,13,27.09,0.62,1,26.7,28,0.1,-1
0.7,15,27.42,0.68,1,26.7,28,0.1,-1
0.7,17,27.75,0.62,1,27,54,0.18,-1
0.7,17,27.75,0.62,1,27,54,0.18,2
0.7,17,27.75,0.62,1,27,54,0.18,0
0.7,17,27.75,0.62,1,27,54,0.18,-1
0,5,24.82,0.62,1,26.3,60,0.64,-1
0,5,24.82,0.62,1,26.3,60,0.64,-2
0.1,5,25.27,0.68,1,26.3,60,0.64,-1
0,5,24.82,0.62,1,26.3,60,0.64,-1
0,5,24.82,0.62,1,26.3,60,0.64,-2
0.1,5,25.27,0.68,1,26.3,60,0.64,-2
0.7,16,27.46,0.62,1,26.7,56,0.07,-2
0.7,16,27.46,0.62,1,26.7,56,0.07,2
0.8,17,27.72,0.68,1,26.5,56,0.06,-2
0.2,6,25.48,0.73,1,26.6,50,0.47,-2
0,5,24.71,0.62,1,26.6,50,0.47,2
0,5,24.71,0.62,1,26.6,50,0.47,-2
0,5,24.71,0.62,1,26.6,50,0.47,0
0,5,24.71,0.62,1,26.6,50,0.47,-1
0.2,6,25.48,0.73,1,26.6,50,0.47,0
0.4,8,26.79,0.62,1,26.5,52,0.12,-1
0.4,8,26.79,0.62,1,26.5,52,0.12,-2
0.3,6,26.16,0.62,1,26.5,52,0.19,-1
0.3,6,26.16,0.62,1,26.5,52,0.19,0
2,76,29.75,0.62,1,32.3,64,0.66,1
2.1,80,30.4,0.7,1,32.3,64,0.66,0
2.3,87,32.26,0.95,1,32.3,64,0.66,2
2.1,80,30.4,0.7,1,32.3,64,0.66,1
2.8,98,32.6,0.84,1,33.7,58,0.78,2
2.8,98,32.6,0.84,1,33.7,58,0.78,1
2.8,98,32.6,0.84,1,33.7,58,0.78,2
2.8,98,33.02,0.82,1,33.4,58,0.53,2
2.8,98,33.02,0.82,1,33.4,58,0.53,2
2.8,97,32.1,0.68,1,33.4,58,0.53,2
2.7,97,31.96,0.66,1,33.4,58,0.53,1
2.7,97,31.82,0.64,1,33.4,58,0.53,2
0.7,14,27.31,0.62,1,26.5,56,0.06,-2
2.9,99,31.36,0.7,1,34,56,1.43,1
3,99,31.73,0.75,1,34,56,1.43,2
2.9,99,30.9,0.64,1,34,56,1.43,2
3,99,31.73,0.75,1,34,56,1.43,1
2.9,99,31.05,0.66,1,34,56,1.43,0
3,99,31.51,0.72,1,34,56,1.43,2
2.9,99,31.36,0.7,1,34,56,1.43,1
2.8,98,32.35,0.7,1,33,61,0.64,2
2.8,98,32.35,0.7,1,33,61,0.64,2
2.8,98,32.69,0.75,1,33,61,0.64,2
2.8,98,32.49,0.72,1,33,61,0.64,2
2.8,98,32.69,0.75,1,33,61,0.64,2
2.8,98,31.92,0.64,1,33,61,0.64,2
-0.1,5,25,0.68,1,25.8,53,0.27,-1
-0.2,6,24.57,0.62,1,25.8,53,0.27,-1
-0.2,6,24.57,0.62,1,25.8,53,0.27,-2
0,5,25.35,0.73,1,25.8,53,0.27,-1
-0.1,5,25,0.68,1,25.8,53,0.27,2
-0.2,6,24.57,0.62,1,25.8,53,0.27,0
-0.2,6,24.57,0.62,1,25.8,53,0.27,-1
-0.6,11,23.9,0.62,1,24,57,0.25,-1
-0.4,8,24.33,0.68,1,24,57,0.25,-2
-0.6,11,23.9,0.62,1,24,57,0.25,0
-0.4,8,24.33,0.68,1,24,57,0.25,-1
-0.6,11,23.9,0.62,1,24,57,0.25,-2
-0.6,11,23.9,0.62,1,24,57,0.25,2
-0.1,5,24.8,0.62,1,25.8,56,0.29,-1
-0.1,5,24.8,0.62,1,25.8,56,0.29,0
-0.1,5,24.8,0.62,1,25.8,56,0.29,-1
-0.3,7,24.19,0.62,1,25.8,54,0.29,-2
-0.3,7,24.19,0.62,1,25.8,54,0.29,-1
-0.6,12,23.41,0.62,1,25.3,53,0.37,-1
0.7,16,27.47,0.7,1,27,54,0.03,0
0.6,13,27.06,0.64,1,27,54,0.03,1
0.6,14,27.13,0.65,1,27,54,0.03,1
0.8,18,27.8,0.75,1,27,54,0.03,0
0.9,22,28.44,0.64,1.2,27,54,0.03,2
0.9,23,28.52,0.65,1.2,27,54,0.03,-2
1.1,31,29.85,0.84,1.2,27,54,0.03,-1
0.9,22,28.39,0.84,1,27,54,0.03,2
0.7,16,27.47,0.7,1,27,54,0.03,-2
0.7,16,27.47,0.7,1,27,54,0.03,0
2.5,93,34.43,0.62,1.2,33.2,53,0.03,2
2.6,95,33.37,0.62,1,33.2,53,0.03,2
2.6,95,33.37,0.62,1,33.2,53,0.03,2
2.6,95,33.37,0.62,1,33.2,53,0.03,2
2.5,93,34.43,0.62,1.2,33.2,53,0.03,2
2.8,98,34.15,0.62,1,33.9,53,0.03,2
2.8,98,34.15,0.62,1,33.9,53,0.03,2
2.8,98,34.2,0.63,1,33.9,53,0.03,2
2.9,98,35.12,0.82,1,33.9,53,0.03,2
2.9,99,33.66,0.62,1,33.8,55,0.21,2
3,99,34.9,0.62,1,33.9,56,0.11,2
3,99,32,0.68,1,34.4,58,1.38,2
2.8,98,34.64,0.62,1.2,33.7,62,0.3,2
3,99,33.67,0.62,1,33.7,62,0.3,2
2.8,98,35.04,0.68,1.2,33.7,62,0.3,2
2.8,98,34.64,0.62,1.2,33.7,62,0.3,2
3,99,34.05,0.68,1,33.7,62,0.3,1
3,99,33.67,0.62,1,33.7,62,0.3,2
3,99,33.67,0.62,1,33.7,62,0.3,2
3,99,34.55,0.62,1,35.2,55,0.3,2
3,99,34.55,0.62,1,35.2,55,0.3,1
2.5,93,33.48,0.68,1.2,32.6,65,0.44,1
0.3,7,26.35,0.73,1,25,45,0.02,-2
0.2,6,26.03,0.68,1,25,45,0.02,-2
0.2,6,26.1,0.69,1,25,45,0.02,-2
0.2,6,26.03,0.68,1,25,45,0.02,0
0.6,13,27.7,0.95,1,25,45,0.02,2
0.8,17,27.08,0.53,1,28.2,44,0.03,-2
0.8,20,27.47,0.59,1,28.2,44,0.03,-1
1.7,61,32.96,0.58,2,28.1,46,0.03,0
0.9,23,27.81,0.62,1,28.1,46,0.03,-1
0.9,23,27.81,0.62,1,28.1,46,0.03,1
0.9,23,27.81,0.62,1,28.1,46,0.03,2
1.2,33,29.03,0.82,1,28.1,46,0.03,1
0.9,23,27.87,0.63,1,28.1,46,0.03,-1
-0.5,11,23.9,0.62,1,24.6,46,0.41,-2
-0.5,11,23.9,0.62,1,24.6,46,0.41,0
-0.5,11,23.9,0.62,1,24.6,46,0.41,0
-0.5,11,23.9,0.62,1,24.6,46,0.41,-1
-0.5,11,23.9,0.62,1,24.6,46,0.41,0
2.5,93,33.02,0.62,1.2,32.6,65,0.44,1
2.5,93,33.02,0.62,1.2,32.6,65,0.44,2
2.5,93,33.02,0.62,1.2,32.6,65,0.44,2
2.6,95,32.81,0.73,1,32.6,65,0.44,2
2.6,96,35.15,0.58,2,32.6,65,0.44,2
0.4,8,26.26,0.63,1,26.7,44,0.05,-1
0.6,11,26.91,0.73,1,26.7,44,0.05,2
0.4,8,26.26,0.63,1,26.7,44,0.05,0
0.4,8,26.19,0.62,1,26.7,44,0.05,0
0.7,16,27.44,0.62,1.2,26.7,44,0.05,0
0.5,10,26.59,0.68,1,26.7,44,0.05,2
0.5,10,26.59,0.68,1,26.7,44,0.05,-1
0.3,7,26.08,0.68,1,26.3,45,0.01,2
0.6,12,26.97,0.62,1.2,26.3,45,0.01,2
0.3,7,26.08,0.68,1,26.3,45,0.01,2
0.6,12,26.97,0.62,1.2,26.3,45,0.01,2
0.5,9,27.22,0.68,1.2,25.6,46,0.14,0
0.5,11,27.57,0.73,1.2,25.6,46,0.14,2
0,5,25.5,0.62,1,25.6,46,0.14,-2
0,5,25.57,0.63,1,25.6,46,0.14,-1
0.3,7,26.81,0.82,1,25.6,46,0.14,2
0,5,25.5,0.62,1,25.6,46,0.14,-1
0,5,25.11,0.62,1,25.4,46,0.05,-1
0,5,25.11,0.62,1,25.4,46,0.05,-1
0,5,25.11,0.62,1,25.4,46,0.05,-1
0,5,25.11,0.62,1,25.4,46,0.05,-2
0.1,5,25.52,0.68,1,25.4,46,0.05,0
0,5,25.11,0.62,1,25.4,46,0.05,-2
0.1,5,25.31,0.62,1,25.5,46,0.01,-1
0.1,5,25.31,0.62,1,25.5,46,0.01,-1
0.3,6,26.05,0.73,1,25.5,46,0.01,-2
0.1,5,25.31,0.62,1,25.5,46,0.01,-1
0.3,6,26.05,0.73,1,25.5,46,0.01,0
0.8,19,28.05,0.73,1,26.8,59,0.08,0
0.7,14,27.29,0.62,1,26.8,59,0.08,-1
0.7,14,27.29,0.62,1,26.8,59,0.08,-1
0.7,15,27.36,0.63,1,26.8,59,0.08,-2
0.8,18,28.07,0.66,1,27.3,46,0.14,1
0.8,20,28.31,0.7,1,27.3,46,0.14,2
0.8,18,28.07,0.66,1,27.3,46,0.14,2
0.8,20,28.31,0.7,1,27.3,46,0.14,2
0.9,22,28.49,0.73,1,27.3,46,0.14,0
0.8,20,28.31,0.7,1,27.3,46,0.14,0
0.6,13,27.18,0.68,1,26.5,48,0.02,2
0.5,11,26.79,0.62,1,26.5,48,0.02,0
0.5,11,26.79,0.62,1,26.5,48,0.02,2
1,24,28.74,0.72,1.2,26.5,48,0.02,1
1,24,28.74,0.72,1.2,26.5,48,0.02,1
1,24,28.74,0.72,1.2,26.5,48,0.02,2
0.1,5,25.43,0.66,1,26,48,0.3,-1
0,5,25.29,0.64,1,26,48,0.3,2
0.2,6,25.83,0.72,1,26,48,0.3,2
0,5,25.16,0.62,1,26,48,0.3,-1
0,5,25.29,0.64,1,26,48,0.3,2
0.2,6,25.83,0.72,1,26,48,0.3,-1
0.7,15,27.38,0.72,1,26.8,46,0.05,0
0.7,14,27.25,0.7,1,26.8,46,0.05,-1
0.7,15,27.38,0.72,1,26.8,46,0.05,2
0.6,13,26.99,0.66,1,26.8,46,0.05,-1
0.6,12,26.87,0.64,1,26.8,46,0.05,-1
0.6,13,27.12,0.68,1,26.8,46,0.05,0
0.2,6,25.73,0.72,1,26.5,48,0.37,0
0.7,14,27.36,0.97,1,26.5,48,0.37,0
0.5,11,26.79,0.88,1,26.5,48,0.37,-1
0.1,5,25.19,0.64,1,26.5,48,0.37,-1
0.1,5,25.19,0.64,1,26.5,48,0.37,1
0.2,6,25.6,0.7,1,26.5,48,0.37,0
0.7,15,27.26,0.64,1,27.2,48,0.01,0
0.7,15,27.13,0.62,1,27.2,48,0.01,0
0.7,16,27.39,0.66,1,27.2,48,0.01,0
0.8,19,27.78,0.72,1,27.2,48,0.01,0
0.3,8,26,0.7,1,27.3,47,0.28,2
0.3,7,25.73,0.66,1,27.3,47,0.28,-1
0.3,7,25.73,0.66,1,27.3,47,0.28,0
0.6,13,27.23,0.7,1,27.4,46,0.18,1
0.8,20,28.12,0.66,1.2,27.4,46,0.18,0
0.8,19,27.7,0.72,1,27.3,44,0.01,-1
0.5,11,26.82,0.66,1,26.5,45,0.04,2
-0.1,5,24.33,0.62,1,26.9,46,0.58,2
0.5,11,27.22,0.75,1,27,45,0.16,-1
0.5,10,26.9,0.7,1,27,45,0.16,-2
0.7,15,27.77,0.84,1,27,45,0.16,-2
0.5,10,26.9,0.7,1,27,45,0.16,0
1.2,36,29.15,0.64,1,26,47,0.08,-1
1.2,36,29.15,0.64,1,26,47,0.08,-1
1.2,37,29.26,0.66,1,26,47,0.08,-2
1.3,40,29.48,0.7,1,26,47,0.08,1
1.2,37,29.26,0.66,1,26,47,0.08,1
1.3,40,29.48,0.7,1,26,47,0.08,-2
0.3,7,25.44,0.66,1,27.6,54,0.55,2
0.3,7,25.44,0.66,1,27.6,54,0.55,2
0.4,9,25.88,0.72,1,27.6,54,0.55,0
1.5,53,30.76,0.66,1,29.9,61,0.13,1
1.5,53,30.76,0.66,1,29.9,61,0.13,0
1.6,57,31.14,0.72,1,29.9,61,0.13,2
1.6,57,31.14,0.72,1,29.9,61,0.13,2
1.6,57,31.14,0.72,1,29.9,61,0.13,2
1.5,53,30.76,0.66,1,29.9,61,0.13,1
1.5,53,30.76,0.66,1,29.9,61,0.13,2
1.6,55,30.44,0.72,1,29.5,56,0.01,1
1.5,51,29.94,0.64,1,29.5,56,0.01,1
2,75,34.32,0.49,2,29.5,56,0.01,0
1.6,57,30.59,0.72,1,29.5,57,0.01,2
1.5,52,29.72,0.72,1,29.9,58,0.26,1
1.5,52,29.72,0.72,1,29.9,58,0.26,0
1.3,39,29.2,0.66,1,28.8,55,0.06,0
1.3,39,29.2,0.66,1,28.8,55,0.06,0
1.3,43,29.42,0.64,1,29.1,56,0.01,2
1.5,51,30.26,0.75,1,29.3,56,0.04,2
1.4,45,29.56,0.64,1,29.3,56,0.04,2
1.4,45,29.56,0.64,1,29.3,56,0.04,1
-1.1,29,22.24,0.72,1,23.3,56,0.82,2
-0.2,6,24.73,0.72,1,23.7,57,0.03,-2
-0.1,5,24.95,0.75,1,23.7,57,0.03,-1
-0.3,6,24.43,0.68,1,23.7,57,0.03,0
0.2,6,25.94,0.72,1,25.4,55,0.01,-1
0.2,6,25.94,0.72,1,25.4,55,0.01,-1
0.1,5,25.51,0.66,1,25.4,55,0.01,-1
0.2,6,25.94,0.72,1,25.4,55,0.01,-1
0.5,10,26.95,0.84,1,25.6,53,0.03,-2
0.5,10,26.95,0.84,1,25.6,53,0.03,-1
0.3,7,26.14,0.72,1,25.6,53,0.03,-1
0.5,10,26.95,0.84,1,25.6,53,0.03,2
0.5,10,26.95,0.84,1,25.6,53,0.03,2
-1,26,22.38,0.72,1,23,55,0.31,-1
-1,26,22.38,0.72,1,23,55,0.31,-1
-0.4,8,23.64,0.72,1.2,23,55,0.31,2
-1,26,22.38,0.72,1,23,55,0.31,1
-1,26,22.38,0.72,1,23,55,0.31,1
-0.7,15,23.27,0.84,1,23,55,0.31,-1
-1.1,29,22.22,0.7,1,23,55,0.31,-2
-1,26,22.38,0.72,1,23,55,0.31,-2
0.3,7,26.27,0.75,1,25.5,49,0.02,0
0.3,6,26.07,0.72,1,25.5,49,0.02,0
0.2,6,25.67,0.66,1,25.5,49,0.02,-1
0.3,6,26.07,0.72,1,25.5,49,0.02,2
0.3,6,26.07,0.72,1,25.5,49,0.02,-1
0.2,6,25.8,0.68,1,25.5,49,0.02,2
0.4,8,26.66,0.72,1,26.1,48,0.11,0
0.3,7,26.52,0.7,1,26.1,48,0.11,0
0.5,9,27.25,0.7,1,23.4,48,0.04,1
0.5,9,27.25,0.7,1,23.4,48,0.04,0
0.5,9,27.25,0.7,1,23.4,48,0.04,0
0.7,14,28.07,0.84,1,23.4,48,0.04,2
0.7,17,27.55,0.68,1,27.1,54,0.01,-1
1.1,30,29.39,0.97,1,27.1,54,0.01,0
0.8,19,27.82,0.72,1,27.1,54,0.01,-1
1.1,30,29.39,0.97,1,27.1,54,0.01,0
0.8,19,27.82,0.72,1,27.1,54,0.01,1
0.8,19,27.82,0.72,1,27.1,54,0.01,-1
0.8,19,27.82,0.72,1,27.1,54,0.01,-1
0.8,17,27.53,0.66,1,27.3,55,0.06,1
0.8,20,27.94,0.72,1,27.3,55,0.06,-1
-0.3,6,24.21,0.7,1,25.7,54,0.35,0
0.1,5,25.49,0.88,1,25.7,54,0.35,-1
-0.4,8,23.92,0.66,1,25.7,54,0.35,-1
-0.2,6,24.35,0.72,1,25.7,54,0.35,-1
-0.2,6,24.35,0.72,1,25.7,54,0.35,0
1.2,35,30.21,0.75,2,25.7,54,0.35,0
-0.2,5,24.57,0.75,1,25.7,54,0.35,2
-0.2,5,24.57,0.75,1,25.7,54,0.35,1
0.7,14,27.32,0.72,1,26.7,54,0.01,0
0.7,15,27.52,0.75,1,26.7,54,0.01,-1
0.6,12,26.91,0.66,1,26.7,54,0.01,1
0.7,14,27.32,0.72,1,26.7,54,0.01,0
0.7,14,27.32,0.72,1,26.7,54,0.01,-1
0.7,14,27.32,0.72,1,26.7,54,0.01,0
0.7,14,27.32,0.72,1,26.7,54,0.01,0
0.6,13,27.51,0.72,1,26.9,54,0.11,-1
0.6,13,27.51,0.72,1,26.9,54,0.11,1
0.6,13,27.51,0.72,1,26.9,54,0.11,0
0.6,13,27.51,0.72,1,26.9,54,0.11,-1
0.6,13,27.51,0.72,1,26.9,54,0.11,0
0.6,13,27.51,0.72,1,26.9,54,0.11,-1
0.6,13,27.51,0.72,1,26.9,54,0.11,-1
0.6,13,27.51,0.72,1,26.9,54,0.11,-2
1.1,33,29.97,0.72,1.2,27.5,63,0.01,-1
0.9,23,28.41,0.72,1,27.5,63,0.01,0
0.9,23,28.41,0.72,1,27.5,63,0.01,0
0.8,20,27.98,0.66,1,27.5,63,0.01,1
0.9,23,28.41,0.72,1,27.5,63,0.01,2
0.9,23,28.41,0.72,1,27.5,63,0.01,1
0.9,21,28.13,0.68,1,27.5,63,0.01,1
0.6,14,27.31,0.72,1,26.8,55,0.05,0
0.6,14,27.31,0.72,1,26.8,55,0.05,0
0.6,14,27.31,0.72,1,26.8,55,0.05,1
0.6,14,27.31,0.72,1,26.8,55,0.05,0
0.6,14,27.31,0.72,1,26.8,55,0.05,0
0.6,14,27.31,0.72,1,26.8,55,0.05,0
0.4,9,26.5,0.72,1,26.1,46,0.04,-1
0.4,9,26.5,0.72,1,26.1,46,0.04,1
0.4,9,26.5,0.72,1,26.1,46,0.04,-1
0.4,9,26.5,0.72,1,26.1,46,0.04,-2
0.4,9,26.5,0.72,1,26.1,46,0.04,-1
0.4,9,26.5,0.72,1,26.1,46,0.04,-1
0.4,9,26.5,0.72,1,26.1,46,0.04,-2
0.4,9,26.5,0.72,1,26.1,46,0.04,-2
0.4,9,26.5,0.72,1,26.1,46,0.04,0
0.4,9,26.73,0.72,1,25.6,64,0.08,-1
0.4,9,26.73,0.72,1,25.6,64,0.08,-1
0.4,9,26.73,0.72,1,25.6,64,0.08,-2
0.4,9,26.73,0.72,1,25.6,64,0.08,-2
0.4,9,26.73,0.72,1,25.6,64,0.08,-1
0.4,9,26.73,0.72,1,25.6,64,0.08,-1
0.7,15,28.01,0.9,1,25.6,64,0.08,0
0.4,9,26.73,0.72,1,25.6,64,0.08,-1
0.7,15,27.49,0.7,1,26.8,58,0.06,0
0.7,15,27.49,0.7,1,26.8,58,0.06,-1
0.6,14,27.4,0.72,1,26.5,59,0.01,0
0.6,14,27.4,0.72,1,26.5,59,0.01,0
1.2,33,28.82,0.7,1,28.1,48,0.04,2
1.6,55,30.05,0.72,1,29.8,39,0.15,0
0.9,24,27.87,0.84,1,27.3,46,0.39,-1
0.6,13,26.61,0.64,1,27.3,46,0.39,-2
0.7,16,26.99,0.7,1,27.3,46,0.39,2
0.6,12,26.17,0.7,1,27.7,47,0.68,-1
0.9,23,27.48,0.9,1,27.7,47,0.68,2
1.2,34,28.89,0.7,1,28.1,49,0.01,-1
1.6,56,32.23,0.6,1.7,28.1,49,0.01,0
1.2,37,28.87,0.64,1,28.5,49,0.01,-1
1.4,47,30.05,0.84,1,28.5,49,0.01,0
1.5,48,30.27,0.9,1,28.7,48,0.01,-1
1.4,46,29.94,0.84,1,28.7,48,0.01,-1
1.7,62,30.81,0.72,1,29.8,55,0.02,2
1.7,62,30.81,0.72,1,29.8,55,0.02,1
1.9,70,32.35,0.72,1.2,30.2,54,0.01,1
1.8,67,31.11,0.72,1,30.2,54,0.01,2
1.8,67,31.11,0.72,1,30.2,54,0.01,0
1.8,67,31.11,0.72,1,30.2,54,0.01,2
1.8,67,31.11,0.72,1,30.2,54,0.01,2
1.8,67,31.11,0.72,1,30.2,54,0.01,2
1.8,68,31.43,0.97,1,30.2,55,0.25,2
1.6,54,29.64,0.68,1,30.2,55,0.25,2
1.6,57,29.96,0.73,1,30.2,55,0.25,1
2.2,86,33.68,0.84,1,31.3,61,0.12,1
2.3,88,34.25,0.95,1,31.3,61,0.12,1
2.3,87,33.89,0.88,1,31.3,61,0.12,2
2.2,86,33.58,0.82,1,31.3,61,0.12,2
2.1,82,32.62,0.65,1,31.3,61,0.12,1
2.1,80,31.4,0.84,1,31.1,60,0.4,2
2.2,85,33.46,0.84,1,31.2,60,0.12,2
2.2,84,33.53,0.9,1,31,59,0.12,2
2,76,31.98,0.72,1,30.8,58,0.16,2
2,75,30.86,0.82,1,30.8,58,0.4,2
1.5,48,28.76,0.72,1,30.3,47,0.34,-1
1.5,52,29.15,0.64,1.2,30.3,47,0.34,2
1.5,53,29.32,0.81,1,30.3,47,0.34,1
0.8,19,27.49,0.7,1,28.2,40,0.02,-1
0.8,19,27.49,0.7,1,28.2,40,0.02,-1
0.8,20,27.61,0.72,1,28.2,40,0.02,0
0.8,19,27.64,0.7,1,27.4,45,0.03,1
0.8,19,27.64,0.7,1,27.4,45,0.03,-1
0.8,19,27.64,0.7,1,27.4,45,0.03,2
0.7,16,27.26,0.64,1,27.4,45,0.03,2
1.1,30,28.61,0.75,1,28,42,0.03,2
1,25,27.96,0.64,1,28,42,0.03,2
1.1,30,28.61,0.75,1,28,42,0.03,1
1.1,29,28.44,0.72,1,28,42,0.03,2
1,27,28.23,0.62,1,28.1,51,0.02,2
1.1,31,28.73,0.7,1,28.1,51,0.02,1
1.1,30,28.55,0.7,1,28.2,49,0.05,-1
1.4,44,29.12,0.7,1,28.9,60,0.32,1
1.7,59,30.88,0.49,1.7,28.9,60,0.32,1
1.4,44,29.12,0.7,1,28.9,60,0.32,0
1.4,45,29.25,0.72,1,28.9,60,0.32,-1
1.4,47,29.46,0.75,1,28.9,60,0.32,-1
1.5,52,30.05,0.84,1,28.9,60,0.32,2
1.6,58,30.74,0.95,1,28.9,60,0.32,1
1.4,46,30.04,0.75,1,28.9,55,0.17,-2
1.6,57,31.31,0.97,1,28.9,55,0.17,0
1.4,46,30.04,0.75,1,28.9,55,0.17,-1
1.5,51,30.57,0.84,1,28.9,55,0.17,-1
1.6,54,30.92,0.9,1,28.9,55,0.17,-1
1.6,57,31.31,0.97,1,28.9,55,0.17,2
1.5,51,30.57,0.84,1,28.9,55,0.17,0
1.1,32,29.39,0.97,1,27.9,52,0.2,-1
1,25,28.59,0.84,1,27.9,52,0.2,-2
0.7,15,27.28,0.64,1,27.9,52,0.2,-1
1.3,39,29.84,0.97,1,28.2,51,0.2,-2
1.3,39,29.84,0.97,1,28.2,51,0.2,1
1.1,32,29.07,0.84,1,28.2,51,0.2,-1
1.3,39,29.84,0.97,1,28.2,51,0.2,1
1.1,32,29.07,0.84,1,28.2,51,0.2,-2
1.1,32,29.07,0.84,1,28.2,51,0.2,0
0.6,13,26.03,0.75,1,28.5,45,0.78,2
0.6,13,26.03,0.75,1,28.5,45,0.78,1
1,25,27.49,0.97,1,28.5,45,0.78,1
1,25,27.49,0.97,1,28.5,45,0.78,2
0.8,18,26.63,0.84,1,28.5,45,0.78,-1
1,27,29.23,0.9,1,27.5,48,0.14,2
1.1,30,29.63,0.97,1,27.5,48,0.14,0
1,24,28.88,0.84,1,27.5,48,0.14,-1
0.8,20,28.34,0.75,1,27.5,48,0.14,2
1,27,29.23,0.9,1,27.5,48,0.14,2
0.6,13,27.74,0.84,1,26.8,47,0.13,0
0.4,9,26.97,0.72,1,26.8,47,0.13,2
0.3,7,26.58,0.66,1,26.8,47,0.13,2
0.4,8,26.84,0.7,1,26.8,47,0.13,2
0.3,7,26.45,0.64,1,26.8,47,0.13,2
0.1,5,25.62,0.62,1,26.4,48,0.17,0
0.6,13,27.59,0.72,1.2,26.4,48,0.17,0
0.6,11,27.46,0.9,1,26.4,48,0.17,1
0.2,6,26.17,0.7,1,26.4,48,0.17,-2
0.6,14,27.89,0.97,1,26.4,48,0.17,2
0.3,6,25.72,0.75,1,26.7,45,0.35,-1
0.4,9,26.31,0.84,1,26.7,45,0.35,-1
0.6,13,27.13,0.97,1,26.7,45,0.35,2
0.3,6,25.72,0.75,1,26.7,45,0.35,-1
0.3,6,25.72,0.75,1,26.7,45,0.35,-1
0.7,16,27.4,0.84,1.2,26.7,45,0.35,2
0.5,10,27.15,0.84,1,26.3,45,0.19,0
0.5,10,27.15,0.84,1,26.3,45,0.19,1
0.5,10,27.15,0.84,1,26.3,45,0.19,1
0.5,10,27.15,0.84,1,26.3,45,0.19,-1
0.6,13,27.42,0.84,1,26.1,44,0.03,2
0.2,6,26.01,0.7,1,25.3,44,0.08,-2
0.9,22,28.62,0.49,1.7,25.3,44,0.08,1
0.3,7,26.14,0.72,1,25.3,44,0.08,-1
0.3,7,26.61,0.84,1,25.8,44,0.18,-2
0.3,7,26.61,0.84,1,25.8,44,0.18,-1
0,5,25.33,0.64,1,25.8,44,0.18,-2
0.3,7,26.61,0.84,1,25.8,44,0.18,-1
-1.1,32,22.24,0.72,1,22.4,54,0.45,1
-0.5,10,24.08,0.97,1,22.4,54,0.45,-2
-0.8,18,23.16,0.84,1,22.4,54,0.45,1
-0.8,18,23.16,0.84,1,22.4,54,0.45,-2
0.3,7,25.78,0.69,1.7,22.4,54,0.45,-1
-0.8,18,23.16,0.84,1,22.4,54,0.45,-2
0.4,9,26.79,0.84,1,25.5,47,0.07,-1
0.2,6,26.01,0.72,1,25.5,47,0.07,2
0.2,6,26.01,0.72,1,25.5,47,0.07,-1
0.2,6,26.01,0.72,1,25.5,47,0.07,2
0.2,6,26.01,0.72,1,25.5,47,0.07,-2
0.2,5,25.73,0.72,1,25.2,45,0.02,0
0.3,8,26.51,0.84,1,25.2,45,0.02,1
0.2,6,25.93,0.75,1,25.2,45,0.02,-2
0.9,22,29.01,0.57,1.7,25.2,45,0.02,-2
-0.4,9,23.54,0.9,1,25.2,46,1.83,1
0.8,18,28.16,0.97,1,26.2,46,0.01,1
0.8,18,28.16,0.97,1,26.2,46,0.01,2
-0.1,5,25.06,0.72,1,25.5,45,0.17,-1
-0.4,9,24.07,0.72,1,22.7,52,0.04,-1
-0.2,6,24.95,0.72,1,24.2,51,0.18,-1
-0.3,7,24.81,0.7,1,24.2,51,0.18,-1
-0.4,9,24.4,0.64,1,24.2,51,0.18,1
-0.4,9,24.4,0.64,1,24.2,51,0.18,-1
0.1,5,25.55,0.7,1,25.1,50,0.1,0
0.1,5,25.55,0.7,1,25.1,50,0.1,-2
0.1,5,25.69,0.72,1,25.1,50,0.1,-1
0.2,6,25.99,0.7,1,26.1,48,0.21,-1
0.8,17,27.63,0.75,1,26.9,46,0,0
0.8,17,27.63,0.75,1,26.9,46,0,1
1,26,28.94,0.97,1,26.9,46,0,-1
0.9,21,28.18,0.84,1,26.9,46,0,0
0.4,9,26.83,0.82,1,25.6,49,0.08,-1
0.2,6,25.63,0.64,1,25.6,49,0.08,1
0.3,7,26.18,0.72,1,25.6,49,0.08,2
0.2,6,25.63,0.64,1,25.6,49,0.08,-1
0.8,20,28.39,0.95,1,26.4,48,0.07,2
0.8,20,28.39,0.95,1,26.4,48,0.07,2
0.4,9,26.43,0.64,1,26.4,48,0.07,2
0.4,9,26.43,0.64,1,26.4,48,0.07,-1
0.9,21,28.51,0.97,1,26.4,48,0.07,1
0.7,16,27.41,0.64,1,27.3,52,0.01,0
0.7,16,27.41,0.64,1,27.3,52,0.01,0
0.6,13,27.37,0.73,1,26.8,49,0.09,-2
0.5,10,26.78,0.64,1,26.8,49,0.09,-1
0.8,18,28.07,0.84,1,26.8,49,0.09,1
0.6,12,27.18,0.7,1,26.8,49,0.09,-1
0.8,18,27.66,0.7,1,27.3,53,0.03,-1
